Date,Open,High,Low,Close,Adj Close,Volume
2022-01-17,36.984749,36.994652,31.426451,32.003056,32.003056,31240604
2022-01-18,32.000130,33.121151,29.679226,30.879519,30.879519,31135283
2022-01-19,30.894508,31.372723,28.045145,28.094868,28.094868,18421890
2022-01-20,28.094685,30.472897,26.707869,26.771788,26.771788,28711652
2022-01-21,26.773443,27.520567,21.472870,22.305859,22.305859,31647940
2022-01-22,22.194143,22.698776,19.164143,19.557335,19.557335,30189256
2022-01-23,19.568651,20.600670,19.426348,20.391018,20.391018,15140128
2022-01-24,20.393732,20.393732,17.162136,17.850445,17.850445,32056382
2022-01-25,17.871719,18.570215,16.854780,18.119650,18.119650,23846940
2022-01-26,18.107569,20.265600,17.595449,18.768595,18.768595,31507134
2022-01-27,18.773067,19.044044,17.187658,19.035084,19.035084,23833140
2022-01-28,19.052114,23.575294,19.052114,22.942591,22.942591,58277617
2022-01-29,22.949314,23.090660,22.198435,22.699427,22.699427,11079651
2022-01-30,22.715429,22.750036,21.418997,21.537550,21.537550,8885372
2022-01-31,21.536982,22.088755,21.109596,21.630087,21.630087,8132760
2022-02-01,21.630671,22.193821,21.253586,21.418991,21.418991,7590796
2022-02-02,21.419451,21.736937,20.490923,20.501150,20.501150,9314841
2022-02-03,20.499226,20.524260,17.680090,18.263117,18.263117,19893702
2022-02-04,18.282764,20.577299,18.083815,20.269674,20.269674,25236113
2022-02-05,20.270702,20.488745,19.892956,20.097885,20.097885,7715825
2022-02-06,20.100897,20.197407,19.771942,20.109455,20.109455,6281338
2022-02-07,20.108028,21.564680,19.887880,21.175972,21.175972,11914049
2022-02-08,21.181423,22.331100,20.701067,21.367037,21.367037,20954022
2022-02-09,21.363476,21.580763,20.815075,21.564035,21.564035,10039393
2022-02-10,21.561203,22.162729,20.754311,21.067867,21.067867,22281464
2022-02-11,21.068394,23.609537,20.767382,22.368471,22.368471,46835076
2022-02-12,22.449228,27.401678,22.229534,26.230581,26.230581,135878006
2022-02-13,26.219648,26.294262,24.553379,24.615856,24.615856,30209616
2022-02-14,24.589214,24.625681,23.462437,24.023579,24.023579,18725139
2022-02-15,24.022905,26.597668,23.997669,26.467451,26.467451,20902532
2022-02-16,26.469225,27.126114,26.138964,26.613758,26.613758,23079689
2022-02-17,26.614916,26.765129,24.596821,24.681332,24.681332,15498724
2022-02-18,24.687668,26.240267,24.540924,25.570827,25.570827,26458348
2022-02-19,25.564611,25.896063,22.263601,22.518614,22.518614,31837806
2022-02-20,22.518242,22.534603,20.435261,21.507574,21.507574,29184325
2022-02-21,21.503054,21.765804,19.346401,19.365347,19.365347,21246750
2022-02-22,19.360727,19.469404,18.321339,18.710361,18.710361,15455559
2022-02-23,18.710169,19.216879,18.198364,18.225126,18.225126,16763989
2022-02-24,18.221289,18.239061,16.607079,17.678192,17.678192,19021728
2022-02-25,17.678175,20.381767,17.609901,20.316935,20.316935,20366094
2022-02-26,20.319422,20.850384,20.032139,20.112164,20.112164,14370580
2022-02-27,20.111416,21.453648,19.906454,20.636961,20.636961,23706974
2022-02-28,20.636381,22.532063,20.556377,22.461058,22.461058,18790485
2022-03-01,22.463369,23.741346,22.451027,23.183775,23.183775,19393163
2022-03-02,23.185369,23.688007,22.043175,23.444210,23.444210,24344818
2022-03-03,23.443419,25.614208,23.200500,24.440928,24.440928,35764274
2022-03-04,24.439671,24.450766,22.324818,22.414436,22.414436,25036557
2022-03-05,22.418524,22.426174,21.879898,22.208328,22.208328,11024659
2022-03-06,22.208839,22.215799,20.707754,20.713860,20.713860,14130752
2022-03-07,20.714664,20.716362,18.932505,18.953745,18.953745,19886601
2022-03-08,18.953457,19.137318,17.815908,17.873671,17.873671,13469463
2022-03-09,17.869762,18.452679,17.860785,17.949209,17.949209,20696312
2022-03-10,17.948250,17.957510,16.618139,16.775345,16.775345,21567484
2022-03-11,16.778379,17.365179,16.376110,17.352005,17.352005,16851359
2022-03-12,17.359873,18.468637,17.334249,17.948282,17.948282,27777308
2022-03-13,17.935812,18.397451,17.932394,18.000551,18.000551,13864269
2022-03-14,17.999672,17.999672,17.625662,17.826214,17.826214,8752418
2022-03-15,17.823483,18.306330,17.541454,18.012787,18.012787,25083496
2022-03-16,18.012154,18.209091,17.756332,17.930424,17.930424,11336308
2022-03-17,17.930016,17.971510,17.577845,17.645069,17.645069,9920924
2022-03-18,17.643562,17.837536,17.266636,17.756544,17.756544,11874822
2022-03-19,17.756626,17.893036,17.598589,17.722433,17.722433,7047288
2022-03-20,17.716534,18.103348,17.564552,17.691647,17.691647,9102544
2022-03-21,17.690966,17.873323,17.514706,17.763494,17.763494,7848357
2022-03-22,17.762714,18.275579,17.746828,17.762020,17.762020,13217434
2022-03-23,17.761669,17.941748,17.439703,17.830317,17.830317,14965274
2022-03-24,17.831720,18.264601,17.763269,18.153629,18.153629,12387447
2022-03-25,18.153694,18.329111,17.862597,18.123146,18.123146,14657648
2022-03-26,18.124077,20.726189,18.108000,20.714043,20.714043,36058174
2022-03-27,20.710260,21.615358,20.461176,21.447880,21.447880,23413943
2022-03-28,21.447369,21.898968,21.094044,21.457911,21.457911,18651954
2022-03-29,21.456785,23.533270,21.437807,23.399813,23.399813,24593638
2022-03-30,23.400311,23.703957,22.744194,22.797112,22.797112,20195318
2022-03-31,22.791279,23.049927,22.241459,22.463886,22.463886,13750241
2022-04-01,22.465897,25.786352,21.938305,25.640621,25.640621,32739976
2022-04-02,25.637262,41.025784,25.599339,37.865162,37.865162,513760541
2022-04-03,37.868454,42.673016,35.684628,38.716362,38.716362,346594591
2022-04-04,38.718090,39.626854,33.953247,35.088406,35.088406,138987823
2022-04-05,35.080578,38.895493,33.162586,33.165077,33.165077,104787479
2022-04-06,33.160454,33.160454,30.265194,30.730318,30.730318,61415763
2022-04-07,30.740580,33.425129,29.498749,32.908913,32.908913,70993704
2022-04-08,32.914841,36.359974,30.383694,30.406733,30.406733,99298222
2022-04-09,30.416210,31.551500,30.416210,31.112000,31.112000,30798226
2022-04-10,31.112055,31.336206,30.568394,30.740875,30.740875,21691999
2022-04-11,30.742201,30.812796,25.932728,25.992329,25.992329,38838511
2022-04-12,26.006077,28.575871,25.932180,27.589825,27.589825,37205472
2022-04-13,27.590055,33.184589,27.241243,33.160061,33.160061,95415789
2022-04-14,33.154400,33.163376,29.563992,29.841925,29.841925,43957509
2022-04-15,29.843267,30.023729,28.212759,28.723438,28.723438,20170919
2022-04-16,28.730167,29.059450,28.062090,28.695337,28.695337,15483165
2022-04-17,28.696480,31.014547,28.418833,30.491999,30.491999,37734281
2022-04-18,30.493214,35.931747,29.212912,35.060097,35.060097,112440859
2022-04-19,35.063580,35.477150,33.755486,34.135658,34.135658,59704152
2022-04-20,34.156132,37.284641,33.832085,35.921436,35.921436,84775740
2022-04-21,35.958973,36.295822,32.353279,32.631935,32.631935,64097374
2022-04-22,32.629646,32.936676,30.096516,30.118441,30.118441,34690674
2022-04-23,30.118858,30.909727,29.668188,30.597057,30.597057,20870914
2022-04-24,30.602427,30.766489,28.565556,28.669947,28.669947,20361173
2022-04-25,28.670689,29.081326,27.119438,28.871656,28.871656,36926227
2022-04-26,28.871660,29.496977,26.946815,27.816494,27.816494,32717268
2022-04-27,27.849989,28.331856,27.420025,27.544374,27.544374,18844145
2022-04-28,27.547691,27.584946,26.393003,26.502935,26.502935,19887938
2022-04-29,26.551107,26.704086,24.609268,24.631079,24.631079,24734221
2022-04-30,24.630392,24.678604,23.430641,23.476435,23.476435,17249181
2022-05-01,23.440496,23.996145,22.233679,22.514650,22.514650,19492207
2022-05-02,22.536724,23.101587,22.134626,22.393827,22.393827,25397603
2022-05-03,22.393166,26.634195,22.266308,25.376192,25.376192,78120019
2022-05-04,25.380342,29.442446,25.320454,29.026606,29.026606,96904055
2022-05-05,29.034468,29.601742,24.706253,25.755590,25.755590,49910362
2022-05-06,25.748339,25.967339,23.715487,25.012947,25.012947,42445197
2022-05-07,24.968079,25.020962,22.816929,23.405003,23.405003,22841614
2022-05-08,23.405273,23.446009,22.245926,22.326357,22.326357,22000491
2022-05-09,22.334963,22.754642,16.894144,16.894144,16.894144,73022280
2022-05-10,16.897577,19.244074,16.774006,17.836367,17.836367,52170952
2022-05-11,17.835035,17.835035,11.547242,11.803989,11.803989,107302474
2022-05-12,11.804825,12.008960,10.549439,10.706721,10.706721,30966166
2022-05-13,10.703276,11.982989,10.110413,11.500444,11.500444,70164362
2022-05-14,11.501200,11.622407,8.359281,8.657612,8.657612,43830582
2022-05-15,8.659419,9.357817,8.353973,9.121301,9.121301,45015523
2022-05-16,9.121801,9.121801,8.182328,8.332806,8.332806,28838891
2022-05-17,8.329489,8.606738,8.255073,8.406795,8.406795,26141340
2022-05-18,8.406352,8.442856,7.006717,7.047608,7.047608,21736882
2022-05-19,7.045345,7.217311,6.403318,6.580277,6.580277,22370355
2022-05-20,6.581377,6.698153,6.022977,6.243900,6.243900,17067238
2022-05-21,6.245240,6.472780,6.183757,6.434270,6.434270,9042791
2022-05-22,6.434957,8.196713,6.420644,8.158380,8.158380,52318490
2022-05-23,8.176563,8.189733,7.042388,7.051295,7.051295,43483883
2022-05-24,7.053191,7.298857,6.882764,6.972508,6.972508,16566619
2022-05-25,6.971449,7.494546,6.928790,7.325664,7.325664,15333969
2022-05-26,7.325214,7.410980,6.691074,6.745734,6.745734,15405993
2022-05-27,6.744392,6.844820,6.620912,6.632810,6.632810,8841057
2022-05-28,6.657547,6.855967,6.596692,6.831906,6.831906,8125208
2022-05-29,6.825868,6.879230,6.670216,6.879230,6.879230,7733554
2022-05-30,6.879038,7.489808,6.879038,7.424660,7.424660,11612094
2022-05-31,7.424825,7.622064,7.181673,7.484491,7.484491,16385814
