block_id,block
7236,0000X S HOYNE AVE
7237,004XX E 84TH ST
7238,031XX W FLOURNOY ST
7239,010XX W WEBSTER AVE
7240,040XX W 56TH ST
7241,002XX N KEELER AVE
7242,069XX S WOLCOTT AVE
7243,061XX W WELLINGTON AVE
7244,057XX W CHICAGO AVE
7245,046XX S HONORE ST
7246,050XX S ASHLAND AVE
7247,014XX W GRACE ST
7248,013XX W HASTINGS ST
7249,015XX W 19TH ST
7250,052XX N POTAWATOMIE AVE
7251,055XX N CUMBERLAND AVE
7252,062XX S MOODY AVE
7253,041XX N SOUTHPORT AVE
7254,085XX S LOOMIS BLVD
7255,003XX W CERMAK RD
7256,020XX N LAPORTE AVE
7257,068XX N JEAN AVE
7258,038XX S WOLCOTT AVE
7259,079XX S LOOMIS BLVD
7260,058XX N ORIOLE AVE
7261,024XX S BOULEVARD WAY
7262,027XX S POPLAR AVE
7263,002XX N KILBOURN AVE
7264,045XX N CLARENDON AVE
7265,011XX N SPAULDING AVE
7266,108XX S WESTERN AVE
7267,030XX W CHASE AVE
7268,030XX W ARTHINGTON ST
7269,027XX S CALUMET AVE
7270,056XX N CLARK ST
7271,030XX W 60TH ST
7272,042XX W PALMER ST
7273,073XX N WESTERN AVE
7274,002XX S COLUMBUS DR
7275,045XX W ARMITAGE AVE
7276,056XX N KARLOV AVE
7277,082XX S YATES BLVD
7278,041XX W JACKSON BLVD
7279,046XX S RACINE AVE
7280,006XX W KEMPER PL
7281,061XX S WOLCOTT AVE
7282,046XX S SPRINGFIELD AVE
7283,0000X W CHECKPOINT 5 ST
7284,019XX W POLK ST
7285,012XX W PRATT BLVD
7286,056XX W BELMONT AVE
7287,088XX S JUSTINE ST
7288,016XX N MONTICELLO AVE
7289,045XX W MONTROSE AVE
7290,054XX N SHERIDAN RD
7291,039XX N BELL AVE
7292,018XX N WESTERN AVE
7293,020XX S RUBLE ST
7294,105XX S MAPLEWOOD AVE
7295,051XX S WENTWORTH AVE
7296,003XX S DAMEN AVE
7297,006XX W IRVING PARK RD
7298,048XX W DIVERSEY AVE
7299,036XX W 69TH ST
7300,008XX W 116TH ST
7301,002XX E 103RD ST
7302,004XX S LARAMIE AVE
7303,135XX S AVENUE K
7304,111XX S ASHLAND AVE
7305,015XX N ELSTON AVE
7306,104XX S EWING AVE
7307,044XX S KOMENSKY AVE
7308,002XX W MADISON ST
7309,014XX W 72ND PL
7310,004XX N WABASH AVE
7311,009XX W HURON ST
7312,123XX S LAFAYETTE AVE
7313,003XX E 50TH ST
7314,064XX S CENTRAL AVE
7315,002XX W 109TH PL
7316,082XX S SAGINAW AVE
7317,023XX E 104TH ST
7318,046XX N AUSTIN AVE
7319,045XX N PAULINA ST
7320,023XX W 35TH PL
7321,0000X E DIVISION ST
7322,0000X N LECLAIRE AVE
7323,012XX W 50TH ST
7324,037XX S LOWE AVE
7325,0000X E 8TH ST
7326,020XX N DAMEN AVE
7327,012XX W RANDOLPH ST
7328,048XX W ROSCOE ST
7329,006XX E 84TH ST
7330,013XX W BELMONT AVE
7331,041XX W 26TH ST
7332,007XX E 93RD ST
7333,031XX W FIFTH AVE
7334,007XX E 63RD ST
7335,011XX W 85TH ST
7336,023XX N MARMORA AVE
7337,130XX S GREENWOOD AVE
7338,045XX N KIMBALL AVE
7339,084XX S ASHLAND AVE
7340,016XX W 17TH ST
7341,014XX S KEELER AVE
7342,076XX S CHAMPLAIN AVE
7343,032XX N CLARK ST
7344,021XX W AUGUSTA BLVD
7345,004XX E LOWER WACKER DR
7346,088XX S WINCHESTER AVE
7347,023XX N AUSTIN AVE
7348,077XX W PALATINE AVE
7349,011XX S ALBANY AVE
7350,080XX S ASHLAND AVE
7351,046XX S MICHIGAN AVE
7352,001XX E GRAND AVE
7353,032XX W 38TH PL
7354,082XX S VERNON AVE
7355,014XX W WELLINGTON AVE
7356,042XX W 63RD ST
7357,017XX W WOLFRAM ST
7358,099XX S WINCHESTER AVE
7359,071XX N SHERIDAN RD
7360,046XX N MALDEN ST
7361,037XX W 111TH ST
7362,035XX W BELLE PLAINE AVE
7363,015XX N LOTUS AVE
7364,074XX S DR MARTIN LUTHER KING JR DR
7365,112XX S ADA ST
7366,0000X W ROOT ST
7367,108XX S VERNON AVE
7368,018XX S WABASH AVE
7369,034XX W IRVING PARK RD
7370,006XX N RIDGEWAY AVE
7371,049XX W OHIO ST
7372,103XX S HOXIE AVE
7373,056XX W IRVING PARK RD
7374,052XX S FAIRFIELD AVE
7375,115XX S JUSTINE ST
7376,124XX S PARNELL AVE
7377,005XX N LAMON AVE
7378,095XX S GREEN ST
7379,022XX S KENNETH AVE
7380,024XX E 73RD ST
7381,0000X E 113TH PL
7382,059XX S HERMITAGE AVE
7383,014XX N LEAVITT ST
7384,041XX N KEYSTONE AVE
7385,028XX W 36TH PL
7386,075XX S JEFFERY BLVD
7387,044XX N KASSON AVE
7388,025XX W WALTON ST
7389,003XX N HAMLIN AVE
7390,077XX S SAWYER AVE
7391,003XX W 114TH ST
7392,028XX N SHERIDAN RD
7393,037XX W AINSLIE ST
7394,031XX W ROOSEVELT RD
7395,078XX S EMERALD AVE
7396,080XX S DREXEL AVE
7397,058XX S NORMANDY AVE
7398,033XX W CRYSTAL ST
7399,002XX N CICERO AVE
7400,013XX W 99TH ST
7401,084XX S STONY ISLAND AVE
7402,043XX W FLOURNOY ST
7403,043XX W ADAMS ST
7404,005XX W PEARSON ST
7405,055XX W GRAND AVE
7406,098XX S CARPENTER ST
7407,075XX S NORMAL AVE
7408,044XX S ST LOUIS AVE
7409,017XX N KEYSTONE AVE
7410,120XX S UNION AVE
7411,109XX S WESTERN AVE
7412,080XX S LAFAYETTE AVE
7413,034XX W FRANKLIN BLVD
7414,0000X W ERIE ST
7415,037XX N FRANCISCO AVE
7416,038XX N SACRAMENTO AVE
7417,041XX W WILCOX ST
7418,007XX E 91ST ST
7419,073XX S WOODLAWN AVE
7420,004XX S DAMEN AVE
7421,031XX N TRIPP AVE
7422,035XX S COTTAGE GROVE AVE
7423,113XX S WASHTENAW AVE
7424,064XX S GREENWOOD AVE
7425,010XX E 132ND ST
7426,025XX W HARRISON ST
7427,085XX S SANGAMON ST
7428,046XX W SHAKESPEARE AVE
7429,021XX W DEVON AVE
7430,026XX S HARDING AVE
7431,011XX N MONITOR AVE
7432,038XX W JACKSON BLVD
7433,062XX N CLAREMONT AVE
7434,007XX S KENNETH AVE
7435,006XX E 75TH ST
7436,024XX W 119TH ST
7437,069XX S STONY ISLAND AVE
7438,064XX S WINCHESTER AVE
7439,007XX E 44TH ST
7440,066XX S GREENWOOD AVE
7441,033XX N SHEFFIELD AVE
7442,021XX S CANALPORT AVE
7443,095XX S DAN RYAN EXPY IB
7444,006XX W OAKDALE AVE
7445,012XX W DIVERSEY PKWY
7446,022XX N FREMONT ST
7447,003XX W ERIE ST
7448,028XX W 22ND PL
7449,011XX N CENTRAL PARK AVE
7450,013XX S HALSTED ST
7451,027XX W 53RD ST
7452,004XX W ALDINE AVE
7453,032XX N OZANAM AVE
7454,012XX W COLUMBIA AVE
7455,037XX N WHIPPLE ST
7456,023XX W ADDISON ST
7457,120XX S DOTY AVE E
7458,070XX S INDIANA AVE
7459,028XX S WELLS ST
7460,002XX S HALSTED ST
7461,011XX W EDDY ST
7462,007XX W JACKSON BLVD
7463,047XX S MICHIGAN AVE
7464,031XX W MOFFAT ST
7465,078XX S MARYLAND AVE
7466,019XX N SPAULDING AVE
7467,016XX N ASHLAND AVE
7468,034XX W MARQUETTE RD
7469,071XX S CALIFORNIA AVE
7470,008XX N MENARD AVE
7471,035XX N KOLMAR AVE
7472,013XX S SPRINGFIELD AVE
7473,092XX S SOUTH CHICAGO AVE
7474,019XX S CARPENTER ST
7475,111XX S AVENUE N
7476,009XX W 77TH ST
7477,037XX N OSCEOLA AVE
7478,039XX W ALTGELD ST
7479,015XX E 85TH ST
7480,023XX W FULLERTON AVE
7481,043XX S ASHLAND AVE
7482,094XX S BISHOP ST
7483,069XX S HARPER AVE
7484,002XX S SACRAMENTO BLVD
7485,048XX N SPAULDING AVE
7486,026XX W 47TH ST
7487,091XX S WOODLAWN AVE
7488,093XX S BENNETT AVE
7489,026XX W 61ST ST
7490,050XX W NELSON ST
7491,020XX N SAWYER AVE
7492,005XX W BARRY AVE
7493,014XX W 77TH ST
7494,041XX S MORGAN ST
7495,035XX W 31ST ST
7496,047XX W POLK ST
7497,008XX N CENTRAL PARK AVE
7498,007XX W 19TH PL
7499,106XX S YATES AVE
7500,043XX S WHIPPLE ST
7501,062XX S CLAREMONT AVE
7502,020XX N ORCHARD ST
7503,026XX S SAWYER AVE
7504,082XX S RHODES AVE
7505,113XX S KEDZIE AVE
7506,001XX S PULASKI RD
7507,0000X N FRANCISCO AVE
7508,060XX S WABASH AVE
7509,010XX E 53RD ST
7510,037XX W GRENSHAW ST
7511,072XX S PRAIRIE AVE
7512,019XX W SCHOOL ST
7513,023XX N CICERO AVE
7514,028XX N HARLEM AVE
7515,105XX S WALLACE ST
7516,044XX S KEDZIE AVE
7517,056XX S STEWART AVE
7518,018XX N LINCOLN PARK WEST
7519,052XX S HERMITAGE AVE
7520,023XX N KENNETH AVE
7521,005XX W 87TH ST
7522,019XX W JACKSON BLVD
7523,014XX N WASHTENAW AVE
7524,026XX W WABANSIA AVE
7525,031XX N NEENAH AVE
7526,076XX S ARTESIAN AVE
7527,071XX S PRINCETON AVE
7528,054XX S MAY ST
7529,036XX W 61ST ST
7530,012XX W HURON ST
7531,019XX N CENTRAL PARK AVE
7532,042XX W GLADYS AVE
7533,029XX N KILPATRICK AVE
7534,025XX S WHIPPLE ST
7535,062XX S WOOD ST
7536,054XX W WEST END AVE
7537,106XX S TALMAN AVE
7538,061XX S THROOP ST
7539,018XX S TROY ST
7540,033XX W ROOSEVELT RD
7541,043XX S OAKENWALD AVE
7542,028XX W FOSTER AVE
7543,085XX S STATE ST
7544,005XX E 87TH PL
7545,022XX N LAKEWOOD AVE
7546,086XX S DREXEL AVE
7547,009XX E 84TH ST
7548,061XX S FAIRFIELD AVE
7549,009XX S MASON AVE
7550,029XX N LAVERGNE AVE
7551,013XX E 89TH ST
7552,037XX W OHIO ST
7553,043XX W GLADYS AVE
7554,033XX W OGDEN AVE
7555,086XX S HERMITAGE AVE
7556,008XX W 76TH ST
7557,070XX S UNION AVE
7558,015XX W MONTANA ST
7559,074XX S EVANS AVE
7560,028XX W MADISON ST
7561,052XX S ABERDEEN ST
7562,105XX S MORGAN ST
7563,004XX E BOWEN AVE
7564,008XX E 90TH PL
7565,034XX E 118TH ST
7566,078XX S AVALON AVE
7567,002XX W LAKE ST
7568,013XX S FEDERAL ST
7569,059XX S NORMAL BLVD
7570,111XX S ESMOND ST
7571,023XX W ROOSEVELT RD
7572,031XX W 72ND ST
7573,012XX N HALSTED ST
7574,092XX S BISHOP ST
7575,102XX S ARTESIAN AVE
7576,016XX W SUNNYSIDE AVE
7577,062XX S HERMITAGE AVE
7578,079XX S WOLCOTT AVE
7579,006XX N TRUMBULL AVE
7580,004XX E 48TH ST
7581,024XX W FULLERTON AVE
7582,008XX W 40TH ST
7583,104XX S VINCENNES AVE
7584,047XX S EVANS AVE
7585,017XX W 85TH ST
7586,062XX S OAKLEY AVE
7587,048XX W GEORGE ST
7588,011XX W FULTON MARKET
7589,040XX S MAPLEWOOD AVE
7590,023XX W CHARLESTON ST
7591,062XX W BELMONT AVE
7592,050XX W ADAMS ST
7593,063XX S SACRAMENTO AVE
7594,050XX S MAPLEWOOD AVE
7595,093XX S SOUTH CHICAGO AVE
7596,0000X N WACKER DR
7597,053XX S ARCHER AVE
7598,014XX W MARQUETTE RD
7599,055XX S NOTTINGHAM AVE
7600,019XX E 95TH ST
7601,0000X S ALBANY AVE
7602,112XX S ST LAWRENCE AVE
7603,016XX W 18TH PL
7604,025XX S SAWYER AVE
7605,047XX N WHIPPLE ST
7606,053XX N EAST RIVER RD
7607,012XX W HUBBARD ST
7608,056XX N WINTHROP AVE
7609,049XX S CHAMPLAIN AVE
7610,006XX N CHRISTIANA AVE
7611,034XX N KEELER AVE
7612,013XX W CARMEN AVE
7613,047XX W MAYPOLE AVE
7614,003XX W 108TH ST
7615,004XX N MC CLURG CT
7616,076XX S MARSHFIELD AVE
7617,069XX W DIVERSEY AVE
7618,033XX W 37TH PL
7619,029XX N DAWSON AVE
7620,032XX W BELMONT AVE
7621,026XX W GREGORY ST
7622,037XX W LE MOYNE ST
7623,049XX N MC CUTCHEON TER
7624,058XX W 59TH ST
7625,079XX S MICHIGAN AVE
7626,016XX W MONTEREY AVE
7627,014XX W MORSE AVE
7628,004XX W 45TH PL
7629,021XX W WALTON ST
7630,043XX N KEYSTONE AVE
7631,061XX S WHIPPLE ST
7632,096XX S LUELLA AVE
7633,020XX N HARLEM AVE
7634,007XX W 59TH ST
7635,036XX W 79TH PL
7636,020XX N CLARK ST
7637,015XX N HARDING AVE
7638,046XX W WEST END AVE
7639,052XX N LIND AVE
7640,014XX W 115TH ST
7641,007XX E 84TH PL
7642,014XX W 70TH ST
7643,050XX S LEAVITT ST
7644,081XX S MICHIGAN AVE
7645,057XX S WOOD ST
7646,112XX S WENTWORTH AVE
7647,052XX S SAYRE AVE
7648,108XX S TROY ST
7649,067XX N LAKEWOOD AVE
7650,046XX N MARINE DR
7651,039XX S MICHIGAN AVE
7652,062XX S MORGAN ST
7653,067XX S PERRY AVE
7654,110XX S CENTRAL PARK AVE
7655,032XX W 63RD ST
7656,038XX W BERTEAU AVE
7657,059XX N ARTESIAN AVE
7658,047XX W HARRISON ST
7659,038XX N OCTAVIA AVE
7660,038XX W 55TH PL
7661,053XX S HARLEM AVE
7662,070XX S PULASKI RD
7663,041XX W MELROSE ST
7664,096XX S DAMEN AVE
7665,001XX E 57TH ST
7666,018XX S KEDZIE AVE
7667,063XX S EVANS AVE
7668,039XX W COLUMBUS AVE
7669,078XX S MARQUETTE AVE
7670,034XX W 55TH ST
7671,019XX W LARCHMONT AVE
7672,067XX W IRVING PARK RD
7673,022XX N CICERO AVE
7674,044XX W GLADYS AVE
7675,033XX W NORTH AVE
7676,060XX S SANGAMON ST
7677,013XX N SPAULDING AVE
7678,101XX S AVENUE L
7679,130XX S BURLEY AVE
7680,064XX S HONORE ST
7681,036XX N OSCEOLA AVE
7682,070XX S EBERHART AVE
7683,037XX N SPAULDING AVE
7684,027XX W 51ST ST
7685,015XX W LAKE ST
7686,023XX W HARRISON ST
7687,092XX S EMERALD AVE
7688,030XX N KENNETH AVE
7689,024XX E 77TH ST
7690,055XX S LA SALLE ST
7691,084XX S ST LAWRENCE AVE
7692,016XX S HOMAN AVE
7693,024XX W 66TH ST
7694,014XX W 61ST ST
7695,031XX W FARGO AVE
7696,056XX S KOLMAR AVE
7697,018XX W BELLE PLAINE AVE
7698,064XX S CAMPBELL AVE
7699,081XX S KINGSTON AVE
7700,001XX E RANDOLPH ST
7701,042XX W HIRSCH ST
7702,056XX N LINCOLN AVE
7703,022XX S MARSHALL BLVD
7704,069XX S BISHOP ST
7705,0000X N KILBOURN AVE
7706,018XX W LAKE ST
7707,012XX W 115TH ST
7708,071XX S WHIPPLE ST
7709,097XX S ESCANABA AVE
7710,010XX S KOSTNER AVE
7711,003XX S KARLOV AVE
7712,052XX S CALUMET AVE
7713,056XX S OAKLEY AVE
7714,003XX W FULLERTON PKWY
7715,031XX N HARDING AVE
7716,026XX W BRYN MAWR AVE
7717,117XX S INDIANA AVE
7718,057XX S ARTESIAN AVE
7719,070XX S FAIRFIELD AVE
7720,068XX S WOOD ST
7721,098XX S MERRION AVE
7722,017XX W FOSTER AVE
7723,024XX S KEDZIE AVE
7724,029XX W BELMONT AVE
7725,013XX S HOMAN AVE
7726,045XX W WEST END AVE
7727,055XX S WOOD ST
7728,010XX W OAKDALE AVE
7729,028XX W 79TH ST
7730,011XX N CHRISTIANA AVE
7731,030XX N SPAULDING AVE
7732,021XX W GRANVILLE AVE
7733,004XX W BLACKHAWK ST
7734,004XX W 87TH ST
7735,018XX W GARFIELD BLVD
7736,066XX S MARQUETTE RD
7737,071XX S LOOMIS BLVD
7738,101XX S PARNELL AVE
7739,049XX W CULLOM AVE
7740,009XX N TRUMBULL AVE
7741,100XX S HOYNE AVE
7742,001XX N ELIZABETH ST
7743,053XX W FULTON ST
7744,008XX W LAWRENCE AVE
7745,083XX S DR MARTIN LUTHER KING JR DR
7746,058XX S MEADE AVE
7747,037XX N CLARK ST
7748,046XX N KARLOV AVE
7749,062XX N FAIRFIELD AVE
7750,052XX S KEDZIE AVE
7751,023XX N MANGO AVE
7752,035XX W JACKSON BLVD
7753,027XX S UNION AVE
7754,003XX N JUSTINE ST
7755,040XX N ST LOUIS AVE
7756,039XX S HALSTED ST
7757,024XX N SHEFFIELD AVE
7758,070XX N SHERIDAN RD
7759,060XX S INDIANA AVE
7760,065XX S LOOMIS BLVD
7761,001XX N CANAL ST
7762,076XX S CHAPPEL AVE
7763,057XX S KENTON AVE
7764,030XX W 39TH PL
7765,011XX W RANDOLPH ST
7766,007XX N CLARK ST
7767,045XX S MARSHFIELD AVE
7768,025XX E 77TH ST
7769,044XX W 60TH ST
7770,071XX N KEDZIE AVE
7771,034XX W MONTROSE AVE
7772,019XX W TOUHY AVE
7773,009XX E 56TH ST
7774,040XX W 55TH ST
7775,021XX S MAY ST
7776,009XX W WEED ST
7777,046XX N PULASKI RD
7778,010XX W 31ST ST
7779,003XX W LOCUST ST
7780,013XX W CONCORD PL
7781,011XX W ARMITAGE AVE
7782,053XX S KEDZIE AVE
7783,024XX W MARQUETTE RD
7784,019XX W BELMONT AVE
7785,109XX S MACKINAW AVE
7786,002XX W 107TH ST
7787,078XX S HONORE ST
7788,035XX S WESTERN AVE
7789,031XX S GREEN ST
7790,016XX N ADA ST
7791,031XX S WENTWORTH AVE
7792,048XX N KOSTNER AVE
7793,103XX S WESTERN AVE
7794,105XX S AVENUE E
7795,035XX N NOTTINGHAM AVE
7796,013XX E MADISON AVENUE PARK
7797,077XX S RIDGELAND AVE
7798,003XX S HALSTED ST
7799,119XX S HARVARD AVE
7800,025XX W 51ST ST
7801,035XX N NORA AVE
7802,060XX S HARPER AVE
7803,032XX N ORIOLE AVE
7804,118XX S VINCENNES AVE
7805,005XX N GREEN ST
7806,057XX W THOMAS ST
7807,004XX W SURF ST
7808,020XX S ASHLAND AVE
7809,033XX W PENSACOLA AVE
7810,013XX N KARLOV AVE
7811,039XX N BERNARD ST
7812,039XX W ONTARIO ST
7813,013XX W WESTGATE TER
7814,032XX W LELAND AVE
7815,008XX N CLARK ST
7816,096XX S WINSTON AVE
7817,013XX N CLEAVER ST
7818,004XX E 75TH ST
7819,034XX W HARRISON ST
7820,028XX N LONG AVE
7821,016XX W LAWRENCE AVE
7822,014XX S KOSTNER AVE
7823,023XX W 95TH ST
7824,021XX W CRYSTAL ST
7825,028XX S THROOP ST
7826,032XX W 26TH ST
7827,079XX S YATES BLVD
7828,039XX W 51ST ST
7829,043XX W WALTON ST
7830,051XX S FAIRFIELD AVE
7831,032XX N NEWLAND AVE
7832,074XX N WOLCOTT AVE
7833,031XX S LAWNDALE AVE
7834,013XX N ARTESIAN AVE
7835,041XX W 63RD ST
7836,078XX S RIDGELAND AVE
7837,054XX N MAGNET AVE
7838,047XX S CHAMPLAIN AVE
7839,044XX N ST LOUIS AVE
7840,025XX S WENTWORTH AVE
7841,030XX S UNION AVE
7842,040XX W LEXINGTON ST
7843,033XX W 83RD PL
7844,037XX W 16TH ST
7845,090XX S KINGSTON AVE
7846,033XX S PARNELL AVE
7847,001XX E OHIO ST
7848,001XX E 114TH PL
7849,013XX W 87TH ST
7850,029XX N ALBANY AVE
7851,049XX N HOYNE AVE
7852,030XX N DRAKE AVE
7853,048XX W JACKSON BLVD
7854,007XX S ALBANY AVE
7855,030XX W HARRISON ST
7856,049XX S DR MARTIN LUTHER KING JR DR
7857,088XX S CONSTANCE AVE
7858,063XX W ADDISON ST
7859,100XX S BENSLEY AVE
7860,052XX N BERNARD ST
7861,034XX S WALLACE ST
7862,075XX S CALUMET AVE
7863,011XX N FRANCISCO AVE
7864,0000X E 51ST ST
7865,058XX S BISHOP ST
7866,013XX N CENTRAL PARK AVE
7867,007XX W MONROE ST
7868,086XX S KINGSTON AVE
7869,088XX S EUCLID AVE
7870,019XX W MORSE AVE
7871,029XX W ROOSEVELT RD
7872,005XX W 58TH ST
7873,060XX N PULASKI RD
7874,061XX S LOOMIS BLVD
7875,046XX N MONTICELLO AVE
7876,046XX W DIVISION ST
7877,0000X W 71ST ST
7878,091XX S PAULINA ST
7879,004XX W EUGENIE ST
7880,026XX W 65TH ST
7881,035XX N OZANAM AVE
7882,013XX W CHICAGO AVE
7883,075XX S INGLESIDE AVE
7884,066XX S WINCHESTER AVE
7885,092XX S PAXTON AVE
7886,001XX S AUSTIN BLVD
7887,055XX W DRUMMOND PL
7888,020XX N LINCOLN PARK WEST
7889,023XX S LAWNDALE AVE
7890,052XX S LAFLIN ST
7891,010XX N LAVERGNE AVE
7892,114XX S YALE AVE
7893,023XX N LATROBE AVE
7894,099XX S LOWE AVE
7895,079XX S NORMAL AVE
7896,003XX N KILBOURN AVE
7897,062XX N BROADWAY
7898,058XX W EDDY ST
7899,096XX S VAN VLISSINGEN RD
7900,051XX W BLOOMINGDALE AVE
7901,024XX W CUYLER AVE
7902,003XX W 104TH PL
7903,014XX N KILDARE AVE
7904,047XX W 59TH ST
7905,008XX E 87TH PL
7906,040XX W FIFTH AVE
7907,062XX S WOLCOTT AVE
7908,037XX W DIVISION ST
7909,018XX S FAIRFIELD AVE
7910,035XX S MARSHFIELD AVE
7911,004XX E 50TH PL
7912,029XX W CORTEZ ST
7913,010XX E 81ST ST
7914,034XX W 112TH PL
7915,131XX S BALTIMORE AVE
7916,031XX N SPRINGFIELD AVE
7917,063XX S WOLCOTT AVE
7918,0000X N LATROBE AVE
7919,062XX S ABERDEEN ST
7920,037XX W LEXINGTON ST
7921,060XX W WAVELAND AVE
7922,047XX W MADISON ST
7923,028XX S KOMENSKY AVE
7924,039XX W 67TH PL
7925,134XX S MACKINAW AVE
7926,031XX N CLIFTON AVE
7927,061XX W BYRON ST
7928,077XX S CONSTANCE AVE
7929,083XX S COLFAX AVE
7930,107XX S LOWE AVE
7931,039XX W DIVERSEY AVE
7932,026XX N HARTLAND CT
7933,016XX N KIMBALL AVE
7934,062XX S KILBOURN AVE
7935,033XX N KARLOV AVE
7936,0000X S LAFLIN ST
7937,025XX W FITCH AVE
7938,073XX S UNION AVE
7939,051XX W ROSCOE ST
7940,011XX N STATE ST
7941,080XX S FAIRFIELD AVE
7942,026XX W ADAMS ST
7943,005XX S WABASH AVE
7944,072XX S YATES BLVD
7945,082XX S ELIZABETH ST
7946,029XX N SEELEY AVE
7947,100XX S PAXTON AVE
7948,083XX S ASHLAND AVE
7949,048XX W POLK ST
7950,039XX N CALIFORNIA AVE
7951,012XX S KILDARE AVE
7952,026XX W FITCH AVE
7953,099XX S WOOD ST
7954,047XX S LOOMIS BLVD
7955,132XX S BRANDON AVE
7956,015XX S KEDZIE AVE
7957,059XX N CALIFORNIA AVE
7958,013XX W 109TH PL
7959,053XX S KILPATRICK AVE
7960,032XX W 63RD PL
7961,072XX S PHILLIPS AVE
7962,027XX S SHIELDS AVE
7963,046XX W PALMER ST
7964,055XX N CAMPBELL AVE
7965,014XX S SPAULDING AVE
7966,017XX E 67TH ST
7967,038XX W FILLMORE ST
7968,031XX S ARCHER AVE
7969,004XX W 65TH ST
7970,034XX N GREENVIEW AVE
7971,002XX W 117TH ST
7972,079XX S WESTERN AVE
7973,062XX S UNION AVE
7974,085XX S ASHLAND AVE
7975,036XX S INDIANA AVE
7976,054XX W ALTGELD ST
7977,113XX S CHAMPLAIN AVE
7978,019XX N KIMBALL AVE
7979,060XX W 63RD ST
7980,050XX W OAKDALE AVE
7981,022XX W MADISON ST
7982,033XX N SEMINARY AVE
7983,105XX S AVENUE B
7984,044XX W DIVERSEY AVE
7985,037XX W GEORGE ST
7986,031XX E 131ST ST
7987,064XX S CHAMPLAIN AVE
7988,019XX S CENTRAL PARK AVE
7989,004XX E OAKWOOD BLVD
7990,028XX E 83RD ST
7991,048XX W CORTEZ ST
7992,117XX S LONGWOOD DR
7993,055XX N CHRISTIANA AVE
7994,061XX S RHODES AVE
7995,096XX S WINCHESTER AVE
7996,039XX N CICERO AVE
7997,001XX W DIVISION ST
7998,054XX N KEDZIE AVE
7999,054XX S LATROBE AVE
8000,051XX S MAYFIELD AVE
8001,091XX S LUELLA AVE
8002,036XX W MARQUETTE RD
8003,041XX S DREXEL BLVD
8004,009XX N DRAKE AVE
8005,013XX W HOLLYWOOD AVE
8006,012XX S BLUE ISLAND AVE
8007,079XX S STATE ST
8008,046XX N ALBANY AVE
8009,093XX S RHODES AVE
8010,024XX W 68TH ST
8011,001XX E 51ST ST
8012,102XX S HALSTED ST
8013,027XX W MARQUETTE RD
8014,012XX W DEVON AVE
8015,075XX S TRUMBULL AVE
8016,025XX N HARDING AVE
8017,038XX N NARRAGANSETT AVE
8018,002XX N MAYFIELD AVE
8019,003XX W 109TH ST
8020,023XX S HAMLIN AVE
8021,070XX S LAFLIN ST
8022,045XX S JUSTINE ST
8023,029XX W FLOURNOY ST
8024,013XX S THROOP ST
8025,027XX N MOZART ST
8026,092XX S PHILLIPS AVE
8027,025XX W 53RD ST
8028,022XX W CERMAK RD
8029,008XX S KEELER AVE
8030,058XX S MAYFIELD AVE
8031,069XX S FAIRFIELD AVE
8032,027XX S KEDZIE AVE
8033,048XX S THROOP ST
8034,048XX S KILDARE AVE
8035,072XX W TOUHY AVE
8036,053XX N SHERIDAN RD
8037,088XX S EGGLESTON AVE
8038,106XX S STATE ST
8039,004XX W 41ST ST
8040,015XX N WASHTENAW AVE
8041,044XX S HONORE ST
8042,055XX N ARTESIAN AVE
8043,103XX S EBERHART AVE
8044,077XX S COLES AVE
8045,057XX S HERMITAGE AVE
8046,060XX S ELIZABETH ST
8047,072XX W CORNELIA AVE
8048,009XX N LAMON AVE
8049,050XX N NEWLAND AVE
8050,059XX S KOLIN AVE
8051,006XX E 91ST ST
8052,022XX N LEAMINGTON AVE
8053,019XX N KILDARE AVE
8054,107XX S PRAIRIE AVE
8055,034XX W WALNUT ST
8056,064XX S EBERHART AVE
8057,106XX S PRAIRIE AVE
8058,025XX W 59TH ST
8059,053XX N WESTERN AVE
8060,013XX W WINNEMAC AVE
8061,027XX S SPAULDING AVE
8062,009XX N WALLER AVE
8063,062XX S ARTESIAN AVE
8064,043XX S PARNELL AVE
8065,011XX W 80TH ST
8066,033XX S ABERDEEN ST
8067,025XX W JACKSON BLVD
8068,011XX N PULASKI RD
8069,026XX S WALLACE ST
8070,031XX W CORTLAND ST
8071,014XX W OLIVE AVE
8072,041XX N LEAVITT ST
8073,048XX S MARSHFIELD AVE
8074,055XX S SEELEY AVE
8075,023XX N MOODY AVE
8076,072XX S HALSTED ST
8077,040XX S SACRAMENTO AVE
8078,012XX W 72ND ST
8079,039XX W THOMAS ST
8080,107XX S SACRAMENTO AVE
8081,022XX W ROSEMONT AVE
8082,086XX S CHAPPEL AVE
8083,043XX W LAKE ST
8084,039XX W PALMER ST
8085,035XX W GRAND AVE
8086,004XX N CLINTON ST
8087,032XX N WILTON AVE
8088,020XX W 69TH PL
8089,052XX W FERDINAND ST
8090,007XX W 32ND ST
8091,017XX W HIGHLAND AVE
8092,085XX S KARLOV AVE
8093,051XX W ADAMS ST
8094,074XX S ASHLAND AVE
8095,027XX W BELMONT AVE
8096,106XX S CALHOUN AVE
8097,039XX W 18TH ST
8098,073XX N SHERIDAN RD
8099,019XX W FARGO AVE
8100,040XX W 47TH ST
