rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
"		1							",https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1,161936,Pandemic Legacy: Season 1,2,4,60,60,60,2015,8.66514,8.47411,16385,//cf.geekdo-images.com/images/pic2452831.png,13,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",27059,"Environmental, Medical","Rob Daviau, Matt Leacock",2.8067
"		2							",https://boardgamegeek.com/boardgame/182028/through-ages-new-story-civilization,182028,Through the Ages: A New Story of Civilization,2,4,240,180,240,2015,8.76347,8.31014,6481,//cf.geekdo-images.com/images/pic2663291.jpg,14,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",8810,"Card Game, Civilization, Economic",Vlaada Chvátil,4.2953
"		3							",https://boardgamegeek.com/boardgame/12333/twilight-struggle,12333,Twilight Struggle,2,2,180,180,180,2005,8.35709,8.22067,26641,//cf.geekdo-images.com/images/pic361592.jpg,13,"Area Control / Area Influence, Campaign / Battle Card Driven, Dice Rolling, Hand Management, Simultaneous Action Selection",36086,"Modern Warfare, Political, Wargame","Ananda Gupta, Jason Matthews",3.528
"		4							",https://boardgamegeek.com/boardgame/120677/terra-mystica,120677,Terra Mystica,2,5,150,60,150,2012,8.29344,8.15103,23065,//cf.geekdo-images.com/images/pic1356616.jpg,12,"Route/Network Building, Variable Phase Order, Variable Player Powers",26683,"Civilization, Economic, Fantasy, Territory Building","Jens Drögemüller, Helge Ostertag",3.9374
"		5							",https://boardgamegeek.com/boardgame/187645/star-wars-rebellion,187645,Star Wars: Rebellion,2,4,240,180,240,2016,8.55971,8.13865,7581,//cf.geekdo-images.com/images/pic2737530.png,14,"Area Control / Area Influence, Area Movement, Dice Rolling, Hand Management",12803,"Movies / TV / Radio theme, Science Fiction, Wargame",Corey Konieczka,3.56
"		6							",https://boardgamegeek.com/boardgame/169786/scythe,169786,Scythe,1,5,115,90,115,2016,8.34953,8.08381,13424,//cf.geekdo-images.com/images/pic3163924.jpg,14,"Area Control / Area Influence, Grid Movement, Variable Player Powers, Worker Placement",18158,"Civilization, Economic, Exploration, Fighting, Science Fiction, Territory Building",Jamey Stegmaier,3.3036
"		7							",https://boardgamegeek.com/boardgame/173346/7-wonders-duel,173346,7 Wonders Duel,2,2,30,30,30,2015,8.20024,8.02853,18919,//cf.geekdo-images.com/images/pic3376065.jpg,10,"Card Drafting, Set Collection",29905,"Ancient, Card Game, City Building, Civilization","Antoine Bauza, Bruno Cathala",2.2496
"		8							",https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,102794,Caverna: The Cave Farmers,1,7,210,30,210,2013,8.19146,8.01929,16373,//cf.geekdo-images.com/images/pic1790789.jpg,12,"Tile Placement, Worker Placement",20766,"Animals, Economic, Fantasy, Farming",Uwe Rosenberg,3.7892
"		9							",https://boardgamegeek.com/boardgame/84876/castles-burgundy,84876,The Castles of Burgundy,2,4,90,30,90,2011,8.11092,7.99332,24309,//cf.geekdo-images.com/images/pic1176894.jpg,12,"Dice Rolling, Set Collection, Tile Placement, Variable Phase Order",33368,"Dice, Medieval, Territory Building",Stefan Feld,3.0419
"		10							",https://boardgamegeek.com/boardgame/3076/puerto-rico,3076,Puerto Rico,2,5,150,90,150,2002,8.09437,7.98879,47307,//cf.geekdo-images.com/images/pic158548.jpg,12,Variable Phase Order,53832,"City Building, Economic, Farming",Andreas Seyfarth,3.2944
"		11							",https://boardgamegeek.com/boardgame/31260/agricola,31260,Agricola,1,5,150,30,150,2007,8.06075,7.97112,47754,//cf.geekdo-images.com/images/pic259085.jpg,12,"Card Drafting, Hand Management, Variable Phase Order, Variable Player Powers, Worker Placement",57407,"Animals, Economic, Farming",Uwe Rosenberg,3.631
"		12							",https://boardgamegeek.com/boardgame/115746/war-ring-second-edition,115746,War of the Ring (Second Edition),2,4,180,150,180,2012,8.38386,7.95322,6127,//cf.geekdo-images.com/images/pic1215633.jpg,13,"Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",9861,"Adventure, Dice, Fantasy, Miniatures, Novel-based, Territory Building","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.9896
"		13							",https://boardgamegeek.com/boardgame/96848/mage-knight-board-game,96848,Mage Knight Board Game,1,4,150,150,150,2011,8.13733,7.94315,17839,//cf.geekdo-images.com/images/pic1083380.jpg,14,"Card Drafting, Co-operative Play, Deck / Pool Building, Dice Rolling, Grid Movement, Hand Management, Modular Board, Role Playing, Tile Placement, Variable Player Powers",26567,"Adventure, Exploration, Fantasy, Fighting",Vlaada Chvátil,4.1999
"		14							",https://boardgamegeek.com/boardgame/25613/through-ages-story-civilization,25613,Through the Ages: A Story of Civilization,2,4,240,240,240,2006,8.09752,7.93692,15273,//cf.geekdo-images.com/images/pic236169.jpg,12,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",15763,"City Building, Civilization, Economic",Vlaada Chvátil,4.1699
"		15							",https://boardgamegeek.com/boardgame/170216/blood-rage,170216,Blood Rage,2,4,90,60,90,2015,8.17101,7.93076,12570,//cf.geekdo-images.com/images/pic2439223.jpg,14,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",16852,"Fantasy, Fighting, Miniatures, Mythology",Eric M. Lang,2.8963
"		16							",https://boardgamegeek.com/boardgame/167791/terraforming-mars,167791,Terraforming Mars,1,5,120,90,120,2016,8.36395,7.94406,6506,//cf.geekdo-images.com/images/pic2891964.jpg,12,"Card Drafting, Hand Management, Tile Placement, Variable Player Powers",7436,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building",Jacob Fryxelius,3.2618
"		17							",https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault,164153,Star Wars: Imperial Assault,2,5,120,60,120,2014,8.21725,7.9101,10700,//cf.geekdo-images.com/images/pic2247647.jpg,14,"Dice Rolling, Grid Movement, Modular Board, Partnerships, Role Playing, Variable Player Powers",18945,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Justin Kemppainen, Corey Konieczka, Jonathan Ying",3.2685
"		18							",https://boardgamegeek.com/boardgame/2651/power-grid,2651,Power Grid,2,6,120,120,120,2004,7.9483,7.86956,41639,//cf.geekdo-images.com/images/pic173153.jpg,12,"Auction/Bidding, Route/Network Building",47478,"Economic, Industry / Manufacturing",Friedemann Friese,3.2875
"		19							",https://boardgamegeek.com/boardgame/72125/eclipse,72125,Eclipse,2,6,200,60,200,2011,8.01744,7.86413,20026,//cf.geekdo-images.com/images/pic1974056.jpg,14,"Area Control / Area Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination, Tile Placement, Variable Phase Order, Variable Player Powers",22014,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame",Touko Tahkokallio,3.6778
"		20							",https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-cursed-island,121921,Robinson Crusoe: Adventures on the Cursed Island,1,4,180,90,180,2012,8.01994,7.84297,17508,//cf.geekdo-images.com/images/pic3165731.jpg,14,"Action / Movement Programming, Co-operative Play, Dice Rolling, Modular Board, Simultaneous Action Selection, Tile Placement, Variable Player Powers, Worker Placement",26139,"Adventure, Exploration, Fighting, Novel-based",Ignacy Trzewiczek,3.6882
"		21							",https://boardgamegeek.com/boardgame/174430/gloomhaven,174430,Gloomhaven,1,4,150,90,150,2017,9.23599,7.93041,2481,//cf.geekdo-images.com/images/pic2437871.jpg,12,"Co-operative Play, Grid Movement, Hand Management, Modular Board, Simultaneous Action Selection, Variable Player Powers",4125,"Adventure, Economic, Exploration, Fantasy, Fighting",Isaac Childres,3.7151
"		22							",https://boardgamegeek.com/boardgame/124742/android-netrunner,124742,Android: Netrunner,2,2,45,45,45,2012,8.01309,7.83473,20016,//cf.geekdo-images.com/images/pic1324609.jpg,14,"Action Point Allowance System, Hand Management, Secret Unit Deployment, Variable Player Powers",31513,"Bluffing, Card Game, Collectible Components, Science Fiction","Richard Garfield, Lukas Litzsinger",3.3425
"		23							",https://boardgamegeek.com/boardgame/205059/mansions-madness-second-edition,205059,Mansions of Madness: Second Edition,1,5,180,120,180,2016,8.34513,7.83646,5614,//cf.geekdo-images.com/images/pic3118622.jpg,14,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Modular Board, Partnerships, Pick-up and Deliver, Role Playing, Variable Player Powers",10074,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle",Nikki Valens,2.646
"		24							",https://boardgamegeek.com/boardgame/178900/codenames,178900,Codenames,2,8,15,15,15,2015,7.91937,7.81776,28393,//cf.geekdo-images.com/images/pic2582929.jpg,14,"Memory, Partnerships, Pattern Recognition, Press Your Luck",45443,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game",Vlaada Chvátil,1.3749
"		25							",https://boardgamegeek.com/boardgame/35677/le-havre,35677,Le Havre,1,5,150,30,150,2008,7.93319,7.81368,18785,//cf.geekdo-images.com/images/pic447994.jpg,12,Worker Placement,19577,"City Building, Economic, Industry / Manufacturing, Nautical",Uwe Rosenberg,3.7597
"		26							",https://boardgamegeek.com/boardgame/28720/brass,28720,Brass: Lancashire,2,4,180,120,180,2007,8.00659,7.81114,10552,//cf.geekdo-images.com/images/pic3469216.jpg,13,"Hand Management, Route/Network Building",10982,"Economic, Industry / Manufacturing, Transportation",Martin Wallace,3.8748
"		27							",https://boardgamegeek.com/boardgame/209010/mechs-vs-minions,209010,Mechs vs. Minions,2,4,90,60,90,2016,8.41385,7.80797,4175,//cf.geekdo-images.com/images/pic3184103.jpg,14,"Action / Movement Programming, Card Drafting, Co-operative Play, Dice Rolling, Modular Board, Variable Player Powers",7513,"Fantasy, Fighting, Miniatures, Video Game Theme","Chris Cantrell, Rick Ernst, Stone Librande, Prashant Saraswat, Nathan Tiras",2.4598
"		28							",https://boardgamegeek.com/boardgame/146508/time-stories,146508,T.I.M.E Stories,2,4,90,90,90,2015,8.07238,7.80209,9588,//cf.geekdo-images.com/images/pic2617634.png,12,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers, Voting",15795,"Adventure, Mature / Adult, Medieval, Science Fiction","Peggy Chassenet, Manuel Rozoy",2.6727
"		29							",https://boardgamegeek.com/boardgame/126163/tzolk-mayan-calendar,126163,Tzolk'in: The Mayan Calendar,2,4,90,90,90,2012,7.94485,7.798,17462,//cf.geekdo-images.com/images/pic1413480.jpg,13,"Set Collection, Worker Placement",19779,"Ancient, Civilization, Economic, Farming, Mythology","Simone Luciani, Daniele Tascini",3.6121
"		30							",https://boardgamegeek.com/boardgame/175914/food-chain-magnate,175914,Food Chain Magnate,2,5,240,120,240,2015,8.27859,7.7987,4701,//cf.geekdo-images.com/images/pic2649434.png,14,"Modular Board, Route/Network Building, Simultaneous Action Selection",6258,"Economic, Industry / Manufacturing","Jeroen Doumen, Joris Wiersinga",4.1855
"		31							",https://boardgamegeek.com/boardgame/164928/orleans,164928,Orléans,2,4,90,90,90,2014,8.07061,7.78998,7941,//cf.geekdo-images.com/images/pic2578828.png,12,"Deck / Pool Building, Point to Point Movement",9793,"Medieval, Religious, Travel",Reiner Stockhausen,3.1067
"		32							",https://boardgamegeek.com/boardgame/122515/keyflower,122515,Keyflower,2,6,120,90,120,2012,7.94631,7.75776,11448,//cf.geekdo-images.com/images/pic2278942.jpg,12,"Auction/Bidding, Memory, Modular Board, Pick-up and Deliver, Route/Network Building, Set Collection, Tile Placement, Worker Placement",14032,"City Building, Economic, Nautical, Renaissance, Territory Building","Sebastian Bleasdale, Richard Breese",3.3373
"		33							",https://boardgamegeek.com/boardgame/68448/7-wonders,68448,7 Wonders,2,7,30,30,30,2010,7.83965,7.75365,50815,//cf.geekdo-images.com/images/pic860217.jpg,10,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",65099,"Ancient, Card Game, City Building, Civilization",Antoine Bauza,2.3439
"		34							",https://boardgamegeek.com/boardgame/124361/concordia,124361,Concordia,2,5,100,100,100,2013,7.97443,7.74863,9666,//cf.geekdo-images.com/images/pic3453267.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",10432,"Ancient, Economic, Nautical",Mac Gerdts,3.1457
"		35							",https://boardgamegeek.com/boardgame/171623/voyages-marco-polo,171623,The Voyages of Marco Polo,2,4,100,40,100,2015,7.99902,7.73427,8742,//cf.geekdo-images.com/images/pic2461346.png,12,"Card Drafting, Dice Rolling, Point to Point Movement, Set Collection, Variable Player Powers, Worker Placement",9954,"Dice, Economic, Medieval, Travel","Simone Luciani, Daniele Tascini",3.1784
"		36							",https://boardgamegeek.com/boardgame/18602/caylus,18602,Caylus,2,5,150,60,150,2005,7.86292,7.73082,21662,//cf.geekdo-images.com/images/pic1638795.jpg,12,Worker Placement,21726,"City Building, Economic, Medieval",William Attia,3.8218
"		37							",https://boardgamegeek.com/boardgame/150376/dead-winter-crossroads-game,150376,Dead of Winter: A Crossroads Game,2,5,210,45,210,2014,7.8751,7.72215,22200,//cf.geekdo-images.com/images/pic3016500.jpg,14,"Action Point Allowance System, Area Movement, Co-operative Play, Dice Rolling, Hand Management, Storytelling, Variable Player Powers, Voting",31071,"Bluffing, Horror, Zombies","Jonathan Gilmour, Isaac Vega",2.999
"		38							",https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition,183394,Viticulture Essential Edition,1,6,90,90,90,2015,8.19812,7.72701,4617,//cf.geekdo-images.com/images/pic2649952.jpg,13,"Hand Management, Variable Phase Order, Worker Placement",7245,"Economic, Farming","Morten Monrad Pedersen, Jamey Stegmaier, Alan Stone",2.951
"		39							",https://boardgamegeek.com/boardgame/193738/great-western-trail,193738,Great Western Trail,2,4,150,75,150,2016,8.27272,7.736,3995,//cf.geekdo-images.com/images/pic3113247.jpg,12,"Deck / Pool Building, Hand Management, Point to Point Movement, Tile Placement",5380,American West,Alexander Pfister,3.7341
"		40							",https://boardgamegeek.com/boardgame/146021/eldritch-horror,146021,Eldritch Horror,1,8,240,120,240,2013,7.94454,7.71107,15723,//cf.geekdo-images.com/images/pic1872452.jpg,14,"Co-operative Play, Dice Rolling, Point to Point Movement, Variable Player Powers",23928,"Adventure, Fantasy, Fighting, Horror, Novel-based","Corey Konieczka, Nikki Valens",3.3091
"		41							",https://boardgamegeek.com/boardgame/12493/twilight-imperium-third-edition,12493,Twilight Imperium (Third Edition),3,6,300,180,300,2005,7.9248,7.70896,14824,//cf.geekdo-images.com/images/pic50404.jpg,12,"Action Point Allowance System, Area-Impulse, Dice Rolling, Hex-and-Counter, Modular Board, Trading, Variable Phase Order, Variable Player Powers, Voting",17096,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame",Christian T. Petersen,4.2241
"		42							",https://boardgamegeek.com/boardgame/205637/arkham-horror-card-game,205637,Arkham Horror: The Card Game,1,2,120,60,120,2016,8.42524,7.7373,4175,//cf.geekdo-images.com/images/pic3122349.jpg,14,"Co-operative Play, Deck / Pool Building, Hand Management, Role Playing, Variable Player Powers",9473,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based","Nate French, Matthew Newman",3.0252
"		43							",https://boardgamegeek.com/boardgame/62219/dominant-species,62219,Dominant Species,2,6,240,120,240,2010,7.86841,7.69417,12772,//cf.geekdo-images.com/images/pic784193.jpg,14,"Area Control / Area Influence, Card Drafting, Grid Movement, Modular Board, Tile Placement, Variable Player Powers, Worker Placement",13610,"Animals, Environmental, Prehistoric",Chad Jensen,4.0285
"		44							",https://boardgamegeek.com/boardgame/163412/patchwork,163412,Patchwork,2,2,30,15,30,2014,7.83699,7.69585,17458,//cf.geekdo-images.com/images/pic2270442.jpg,8,"Tile Placement, Time Track",26175,"Abstract Strategy, Puzzle",Uwe Rosenberg,1.7152
"		45							",https://boardgamegeek.com/boardgame/132531/roll-galaxy,132531,Roll for the Galaxy,2,5,45,45,45,2014,7.85525,7.68615,13670,//cf.geekdo-images.com/images/pic1473629.jpg,13,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers, Worker Placement",17944,"Civilization, Dice, Economic, Science Fiction, Space Exploration","Wei-Hwa Huang, Thomas Lehmann",2.7594
"		46							",https://boardgamegeek.com/boardgame/28143/race-galaxy,28143,Race for the Galaxy,2,4,60,30,60,2007,7.7706,7.68333,33895,//cf.geekdo-images.com/images/pic236327.jpg,12,"Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",40402,"Card Game, Civilization, Economic, Science Fiction, Space Exploration",Thomas Lehmann,2.9706
"		47							",https://boardgamegeek.com/boardgame/110327/lords-waterdeep,110327,Lords of Waterdeep,2,5,120,60,120,2012,7.79741,7.6844,28397,//cf.geekdo-images.com/images/pic1116080.jpg,12,"Set Collection, Take That, Worker Placement",34616,"City Building, Fantasy","Peter Lee, Rodney Thompson",2.5055
"		48							",https://boardgamegeek.com/boardgame/157354/five-tribes,157354,Five Tribes,1,4,80,40,80,2014,7.83331,7.68092,16691,//cf.geekdo-images.com/images/pic2055255.jpg,13,"Area Control / Area Influence, Auction/Bidding, Modular Board, Set Collection, Variable Phase Order",22260,"Arabian, Fantasy, Mythology",Bruno Cathala,2.8927
"		49							",https://boardgamegeek.com/boardgame/93/el-grande,93,El Grande,2,5,120,60,120,1995,7.80684,7.68041,18265,//cf.geekdo-images.com/images/pic180538.jpg,12,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",17670,Renaissance,"Wolfgang Kramer, Richard Ulrich",3.0875
"		50							",https://boardgamegeek.com/boardgame/40834/dominion-intrigue,40834,Dominion: Intrigue,2,4,30,30,30,2009,7.79613,7.67458,22929,//cf.geekdo-images.com/images/pic460011.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",32242,"Card Game, Medieval",Donald X. Vaccarino,2.4443
"		51							",https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,103885,Star Wars: X-Wing Miniatures Game,2,4,45,30,45,2012,7.88367,7.67247,16478,//cf.geekdo-images.com/images/pic1603292.jpg,14,"Action / Movement Programming, Dice Rolling, Player Elimination, Simultaneous Action Selection, Variable Player Powers",28279,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","Steven Kimball, James Kniffen, Corey Konieczka, Jason Little, Brady Sadler, Adam Sadler",2.469
"		52							",https://boardgamegeek.com/boardgame/177736/feast-odin,177736,A Feast for Odin,1,4,120,30,120,2016,8.33925,7.6751,3329,//cf.geekdo-images.com/images/pic3146943.png,12,"Area Enclosure, Dice Rolling, Pattern Building, Press Your Luck, Tile Placement, Worker Placement",4631,"Economic, Industry / Manufacturing, Medieval, Puzzle",Uwe Rosenberg,3.8156
"		53							",https://boardgamegeek.com/boardgame/37111/battlestar-galactica,37111,Battlestar Galactica,3,6,300,120,300,2008,7.77709,7.64328,25139,//cf.geekdo-images.com/images/pic354500.jpg,10,"Area Movement, Co-operative Play, Dice Rolling, Hand Management, Partnerships, Role Playing, Variable Player Powers",27864,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents",Corey Konieczka,3.2283
"		54							",https://boardgamegeek.com/boardgame/159675/fields-arle,159675,Fields of Arle,1,2,120,60,120,2014,8.22139,7.62382,3365,//cf.geekdo-images.com/images/pic2225968.png,13,Worker Placement,5747,"Economic, Farming, Industry / Manufacturing",Uwe Rosenberg,3.9064
"		55							",https://boardgamegeek.com/boardgame/36218/dominion,36218,Dominion,2,4,30,30,30,2008,7.70298,7.61028,55245,//cf.geekdo-images.com/images/pic394356.jpg,13,"Card Drafting, Deck / Pool Building, Hand Management",71024,"Card Game, Medieval",Donald X. Vaccarino,2.3761
"		56							",https://boardgamegeek.com/boardgame/2511/sherlock-holmes-consulting-detective,2511,Sherlock Holmes Consulting Detective,1,8,120,60,120,1981,7.85124,7.60704,8865,//cf.geekdo-images.com/images/pic3477809.jpg,10,"Co-operative Play, Storytelling",17856,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents","Raymond Edwards, Suzanne Goldberg, Gary Grady",2.7729
"		57							",https://boardgamegeek.com/boardgame/42/tigris-euphrates,42,Tigris & Euphrates,2,4,90,90,90,1997,7.72562,7.59881,20042,//cf.geekdo-images.com/images/pic2338267.jpg,12,"Area Control / Area Influence, Hand Management, Set Collection, Tile Placement",21798,"Abstract Strategy, Ancient, Civilization, Territory Building",Reiner Knizia,3.531
"		58							",https://boardgamegeek.com/boardgame/102680/trajan,102680,Trajan,2,4,90,90,90,2011,7.8198,7.59841,9451,//cf.geekdo-images.com/images/pic1054375.jpg,12,"Area Movement, Card Drafting, Hand Management, Set Collection",11153,"Ancient, Political",Stefan Feld,3.6718
"		59							",https://boardgamegeek.com/boardgame/144733/russian-railroads,144733,Russian Railroads,2,4,120,90,120,2013,7.83069,7.59728,8664,//cf.geekdo-images.com/images/pic1772936.jpg,12,Worker Placement,9573,"Industry / Manufacturing, Trains","Helmut Ohley, Leonhard ""Lonny"" Orgler",3.4079
"		60							",https://boardgamegeek.com/boardgame/30549/pandemic,30549,Pandemic,2,4,45,45,45,2008,7.67368,7.58478,61298,//cf.geekdo-images.com/images/pic1534148.jpg,8,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",87234,Medical,Matt Leacock,2.431
"		61							",https://boardgamegeek.com/boardgame/155426/castles-mad-king-ludwig,155426,Castles of Mad King Ludwig,1,4,90,90,90,2014,7.74613,7.57804,12780,//cf.geekdo-images.com/images/pic1961827.jpg,13,"Card Drafting, Pattern Building, Set Collection, Tile Placement",17392,Post-Napoleonic,Ted Alspach,2.6568
"		62							",https://boardgamegeek.com/boardgame/172386/mombasa,172386,Mombasa,2,4,150,75,150,2015,8.01376,7.57952,4628,//cf.geekdo-images.com/images/pic2611318.jpg,12,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Simultaneous Action Selection, Stock Holding, Variable Player Powers, Worker Placement",6442,Economic,Alexander Pfister,3.8571
"		63							",https://boardgamegeek.com/boardgame/104162/descent-journeys-dark-second-edition,104162,Descent: Journeys in the Dark (Second Edition),2,5,120,120,120,2012,7.79812,7.57379,14243,//cf.geekdo-images.com/images/pic1180640.jpg,14,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",22778,"Adventure, Exploration, Fantasy, Fighting, Miniatures","Daniel Clark (I), Corey Konieczka, Adam Sadler, Kevin Wilson",3.1927
"		64							",https://boardgamegeek.com/boardgame/521/crokinole,521,Crokinole,2,4,30,30,30,1876,7.80764,7.57374,7560,//cf.geekdo-images.com/images/pic79413.jpg,8,Partnerships,5365,Action / Dexterity,(Uncredited),1.2888
"		65							",https://boardgamegeek.com/boardgame/73439/troyes,73439,Troyes,1,4,90,90,90,2010,7.75246,7.57137,10976,//cf.geekdo-images.com/images/pic750583.jpg,12,"Area Control / Area Influence, Dice Rolling, Worker Placement",11550,"Dice, Economic, Medieval","Sébastien Dujardin, Xavier Georges, Alain Orban",3.4664
"		66							",https://boardgamegeek.com/boardgame/9609/war-ring-first-edition,9609,War of the Ring (first edition),2,4,180,180,180,2004,7.81718,7.56378,8905,//cf.geekdo-images.com/images/pic725882.jpg,12,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",11353,"Adventure, Dice, Fantasy, Novel-based, Territory Building, Wargame","Roberto Di Meglio, Marco Maggi, Francesco Nepitello",3.839
"		67							",https://boardgamegeek.com/boardgame/128882/resistance-avalon,128882,The Resistance: Avalon,5,10,30,30,30,2012,7.72475,7.55576,15535,//cf.geekdo-images.com/images/pic1398895.jpg,13,"Memory, Partnerships, Simultaneous Action Selection, Variable Player Powers, Voting",21981,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game",Don Eskridge,1.779
"		68							",https://boardgamegeek.com/boardgame/103343/game-thrones-board-game-second-edition,103343,A Game of Thrones: The Board Game (Second Edition),3,6,240,120,240,2011,7.7434,7.54553,17379,//cf.geekdo-images.com/images/pic1077906.jpg,14,"Area Control / Area Influence, Area Movement, Auction/Bidding, Hand Management, Player Elimination, Simultaneous Action Selection, Variable Player Powers",22543,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame",Christian T. Petersen,3.6391
"		69							",https://boardgamegeek.com/boardgame/155068/arcadia-quest,155068,Arcadia Quest,2,4,60,60,60,2014,8.01358,7.54269,4716,//cf.geekdo-images.com/images/pic2305263.jpg,13,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",7968,"Adventure, Fantasy, Fighting, Miniatures","Thiago Aranha, Guilherme Goulart, Eric M. Lang, Fred Perret",2.555
"		70							",https://boardgamegeek.com/boardgame/34635/stone-age,34635,Stone Age,2,4,90,60,90,2008,7.63323,7.53888,30004,//cf.geekdo-images.com/images/pic1632539.jpg,10,"Dice Rolling, Set Collection, Worker Placement",31319,"Dice, Prehistoric",Bernd Brunnhofer,2.5051
"		71							",https://boardgamegeek.com/boardgame/161970/alchemists,161970,Alchemists,2,4,120,120,120,2014,7.7725,7.53486,9523,//cf.geekdo-images.com/images/pic2241156.png,13,"Action Point Allowance System, Card Drafting, Hand Management, Worker Placement",12846,"Deduction, Fantasy",Matú? Kotry,3.7851
"		72							",https://boardgamegeek.com/boardgame/127023/kemet,127023,Kemet,2,5,120,90,120,2012,7.77458,7.53517,9013,//cf.geekdo-images.com/images/pic1431241.jpg,13,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting",11096,"Ancient, Fighting, Miniatures, Mythology","Jacques Bariot, Guillaume Montiage",2.979
"		73							",https://boardgamegeek.com/boardgame/194655/santorini,194655,Santorini,2,4,20,20,20,2017,8.16369,7.54023,3589,//cf.geekdo-images.com/images/pic3283110.png,8,"Grid Movement, Tile Placement, Variable Player Powers",7066,"Abstract Strategy, Ancient, Mythology",Gord!,1.8202
"		74							",https://boardgamegeek.com/boardgame/70149/ora-et-labora,70149,Ora et Labora,1,4,180,60,180,2011,7.78769,7.52924,7438,//cf.geekdo-images.com/images/pic1165426.jpg,13,"Modular Board, Pattern Building, Set Collection, Tile Placement, Worker Placement",9254,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building",Uwe Rosenberg,3.8891
"		75							",https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game,146652,Legendary Encounters: An Alien Deck Building Game,1,5,45,45,45,2014,7.87509,7.52599,6221,//cf.geekdo-images.com/images/pic2225180.jpg,17,"Card Drafting, Co-operative Play, Deck / Pool Building, Player Elimination, Variable Player Powers",9393,"Card Game, Horror, Movies / TV / Radio theme, Science Fiction","Ben Cichoski, Daniel Mandel",2.7068
"		76							",https://boardgamegeek.com/boardgame/125153/gallerist,125153,The Gallerist,1,4,150,60,150,2015,8.06706,7.52164,3510,//cf.geekdo-images.com/images/pic2503200.png,13,"Commodity Speculation, Set Collection, Worker Placement",5530,Economic,Vital Lacerda,4.2626
"		77							",https://boardgamegeek.com/boardgame/126042/nations,126042,Nations,1,5,200,40,200,2013,7.76503,7.51621,7988,//cf.geekdo-images.com/images/pic1591406.png,14,"Card Drafting, Variable Player Powers",8937,"Card Game, Civilization, Economic","Rustan Håkansson, Nina Håkansson, Einar Rosén, Robert Rosén",3.5322
