rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight
"		2940							",https://boardgamegeek.com/boardgame/148729/maquis,148729,Maquis,1,1,20,20,20,2013,7.1629,5.80393,210,//cf.geekdo-images.com/images/pic3326690.jpg,0,Worker Placement,335,"Print & Play, World War II",Jake Staines,2.1
"		2941							",https://boardgamegeek.com/boardgame/161578/redacted,161578,[redacted],2,6,45,45,45,2014,6.3912,5.80405,507,//cf.geekdo-images.com/images/pic2093234.jpg,12,"Area Movement, Hand Management, Partnerships, Rock-Paper-Scissors",1318,"Bluffing, Spies/Secret Agents","Katalin Nimmerfroh, Dávid Turczi, Mihály Vincze",2.9211
"		2942							",https://boardgamegeek.com/boardgame/127282/al-rashid,127282,Al Rashid,2,5,100,100,100,2012,6.74325,5.80499,326,//cf.geekdo-images.com/images/pic1356506.jpg,13,"Area Control / Area Influence, Set Collection, Variable Phase Order, Worker Placement",449,"Arabian, Economic","Giorgio De Michele, Pierluca Zizzi",3.5
"		2943							",https://boardgamegeek.com/boardgame/38430/timber-tom,38430,Timber Tom,2,4,60,60,60,2008,6.57514,5.80283,375,//cf.geekdo-images.com/images/pic391096.jpg,0,"Area Enclosure, Dice Rolling",467,"Adventure, Puzzle, Racing",Marco Bing,1.8182
"		2944							",https://boardgamegeek.com/boardgame/21930/crazy-kick,21930,Crazy Kick,2,8,10,10,10,2006,6.37461,5.80257,505,//cf.geekdo-images.com/images/pic1004499.jpg,8,"Card Drafting, Partnerships",627,"Card Game, Real-time, Sports",Reiner Stockhausen,1.0492
"		2945							",https://boardgamegeek.com/boardgame/117838/oz-fluxx,117838,Oz Fluxx,2,6,40,10,40,2012,6.36246,5.80308,601,//cf.geekdo-images.com/images/pic1200969.jpg,8,"Hand Management, Set Collection",1653,Card Game,Andrew Looney,1.5526
"		2946							",https://boardgamegeek.com/boardgame/158544/institute-magical-arts,158544,The Institute for Magical Arts,2,2,30,30,30,2015,7.01128,5.80171,226,//cf.geekdo-images.com/images/pic2065892.jpg,8,"Area Control / Area Influence, Simultaneous Action Selection, Variable Player Powers",646,"Dice, Fantasy",Steve Finn,1.8235
"		2947							",https://boardgamegeek.com/boardgame/3992/advanced-tobruk,3992,Advanced Tobruk,2,2,180,180,180,2002,7.39969,5.80234,205,//cf.geekdo-images.com/images/pic197942.jpg,10,"Hex-and-Counter, Modular Board",410,"Wargame, World War II",Ray Tapio,4.1333
"		2948							",https://boardgamegeek.com/boardgame/181440/hack-trick,181440,Hack Trick,2,4,25,15,25,2015,6.8396,5.8042,307,//cf.geekdo-images.com/images/pic2614239.jpg,10,"Area Control / Area Influence, Hand Management, Variable Player Powers",491,"Abstract Strategy, Card Game, Deduction",József Dorsonczky,1.4286
"		2949							",https://boardgamegeek.com/boardgame/132148/napoleon-against-europe,132148,Napoleon against Europe,2,2,0,0,0,2013,7.7245,5.80249,151,//cf.geekdo-images.com/images/pic1446887.jpg,0,"Area Movement, Campaign / Battle Card Driven, Dice Rolling",549,"Napoleonic, Wargame",François-Stanislas Thomas,3.5833
"		2950							",https://boardgamegeek.com/boardgame/188076/taluva-deluxe,188076,Taluva Deluxe,2,4,45,45,45,2015,8.0248,5.808,123,//cf.geekdo-images.com/images/pic2329471.jpg,8,"Modular Board, Tile Placement",291,"City Building, Territory Building",Marcel-André Casasola Merkle,3
"		2951							",https://boardgamegeek.com/boardgame/82955/1655-habemus-papam,82955,1655: Habemus Papam,3,4,30,30,30,2010,6.52269,5.80127,391,//cf.geekdo-images.com/images/pic835909.jpg,10,"Auction/Bidding, Set Collection",583,"Card Game, Pike and Shot, Religious",Christoph Bauer,2.1622
"		2952							",https://boardgamegeek.com/boardgame/34659/spanish-civil-war-1936-1939,34659,The Spanish Civil War 1936-1939,1,2,360,360,360,2010,7.39243,5.80697,185,//cf.geekdo-images.com/images/pic852171.jpg,0,"Chit-Pull System, Hex-and-Counter",683,"Civil War, Wargame, World War II",Javier Romero,3.075
"		2953							",https://boardgamegeek.com/boardgame/9021/sunken-city,9021,Sunken City,2,4,45,45,45,2004,6.1651,5.80181,806,//cf.geekdo-images.com/images/pic38542.jpg,8,"Campaign / Battle Card Driven, Modular Board, Pick-up and Deliver, Point to Point Movement, Press Your Luck, Roll / Spin and Move, Tile Placement",1251,"Adventure, Ancient, Exploration, Mythology","Michael Kiesling, Wolfgang Kramer",1.9896
"		2954							",https://boardgamegeek.com/boardgame/67453/caveman-curling,67453,Caveman Curling,2,6,20,20,20,2010,6.34943,5.80166,509,//cf.geekdo-images.com/images/pic1184480.jpg,6,Partnerships,860,"Action / Dexterity, Prehistoric, Sports",Daniel Quodbach,1.1667
"		2955							",https://boardgamegeek.com/boardgame/121423/skyline,121423,Skyline,1,4,20,10,20,2012,6.03868,5.80091,1161,//cf.geekdo-images.com/images/pic1919942.jpg,10,"Dice Rolling, Press Your Luck, Set Collection",1622,"City Building, Dice",David Short,1.2981
"		2956							",https://boardgamegeek.com/boardgame/11274/devils-horsemen,11274,Devil's Horsemen,2,2,240,240,240,2004,7.32784,5.80154,190,//cf.geekdo-images.com/images/pic58131.jpg,12,Hex-and-Counter,1002,"Medieval, Wargame","Richard H. Berg, Mark Herman",3.5
"		2957							",https://boardgamegeek.com/boardgame/182074/antarctica,182074,Antarctica,2,4,90,45,90,2015,6.42674,5.79842,423,//cf.geekdo-images.com/images/pic2639560.jpg,10,"Area Control / Area Influence, Area Movement",689,none,Charles Chevallier,2.7917
"		2958							",https://boardgamegeek.com/boardgame/24416/santy-anno,24416,Santy Anno,3,8,30,30,30,2006,6.32957,5.80094,516,//cf.geekdo-images.com/images/pic147180.jpg,10,none,710,"Pirates, Racing",Alain Orban,1.4909
"		2959							",https://boardgamegeek.com/boardgame/145014/cardline-globetrotter,145014,Cardline: Globetrotter,2,7,15,15,15,2013,6.4875,5.79976,396,//cf.geekdo-images.com/images/pic1891452.jpg,8,none,774,"Card Game, Educational, Trivia",Frédéric Henry,1.4211
"		2960							",https://boardgamegeek.com/boardgame/34010/journey-center-earth,34010,Journey to the Center of the Earth,2,4,60,60,60,2008,6.26108,5.8017,610,//cf.geekdo-images.com/images/pic590605.jpg,10,"Hand Management, Point to Point Movement, Set Collection",1109,"Adventure, Novel-based, Travel",Rüdiger Dorn,2.0167
"		2961							",https://boardgamegeek.com/boardgame/63027/leviathans,63027,Leviathans,2,8,90,90,90,2012,7.14142,5.80072,233,//cf.geekdo-images.com/images/pic616285.jpg,13,"Dice Rolling, Simulation",642,"Aviation / Flight, Miniatures, Science Fiction, Wargame","Randall N. Bills, John Haward",2.9412
"		2962							",https://boardgamegeek.com/boardgame/1152/mystic-wood,1152,The Mystic Wood,2,4,60,60,60,1980,6.49571,5.79901,449,//cf.geekdo-images.com/images/pic243211.jpg,12,"Modular Board, Variable Player Powers",866,"Adventure, Exploration, Fantasy, Fighting, Medieval",Terence Peter Donnelly,1.4783
"		2963							",https://boardgamegeek.com/boardgame/10226/thunder-crossroads-second-edition,10226,Thunder at the Crossroads (second edition),2,2,360,360,360,1993,7.68524,5.80067,155,//cf.geekdo-images.com/images/pic361578.jpg,12,"Dice Rolling, Hex-and-Counter, Simulation",433,"American Civil War, Wargame","Dean Essig, David A. Powell",3.4483
"		2964							",https://boardgamegeek.com/boardgame/132817/xanadu,132817,Xanadú,2,6,70,40,70,2012,6.69127,5.80117,316,//cf.geekdo-images.com/images/pic2529078.jpg,13,"Card Drafting, Hand Management, Worker Placement",621,"Ancient, Card Game, Economic, Industry / Manufacturing",Javier Velásquez,2.1923
"		2965							",https://boardgamegeek.com/boardgame/179719/risk-game-thrones,179719,Risk: Game of Thrones,2,7,240,120,240,2015,7.08992,5.80172,291,//cf.geekdo-images.com/images/pic2568573.jpg,18,"Area Control / Area Influence, Dice Rolling, Player Elimination",854,"Movies / TV / Radio theme, Wargame",none,3.0588
"		2966							",https://boardgamegeek.com/boardgame/75333/target-earth,75333,Target Earth,1,4,90,90,90,2010,6.75361,5.79831,291,//cf.geekdo-images.com/images/pic765321.jpg,12,"Co-operative Play, Dice Rolling, Simulation",482,Science Fiction,Jacobo Cagigal,3.0333
"		2967							",https://boardgamegeek.com/boardgame/264/enemy-sight,264,Enemy in Sight,2,8,120,120,120,1988,6.25023,5.80019,610,//cf.geekdo-images.com/images/pic287652.jpg,10,"Hand Management, Take That",1086,"American Revolutionary War, Card Game, Napoleonic, Nautical, Wargame",Neal Schlaffer,1.7042
"		2968							",https://boardgamegeek.com/boardgame/54643/skyline-3000,54643,Skyline 3000,2,4,60,60,60,2009,6.37413,5.80009,484,//cf.geekdo-images.com/images/pic544982.jpg,10,"Area Control / Area Influence, Auction/Bidding",1324,"City Building, Science Fiction","Alan R. Moon, Aaron Weissblum",2.381
"		2969							",https://boardgamegeek.com/boardgame/161943/chosn,161943,Chos?n,2,4,15,15,15,2014,6.84188,5.80113,271,//cf.geekdo-images.com/images/pic2316512.jpg,14,"Set Collection, Simultaneous Action Selection, Take That",678,Card Game,Gun-Hee Kim,2.1538
"		2970							",https://boardgamegeek.com/boardgame/95613/mammut,95613,Mammut,2,5,30,30,30,2011,6.31518,5.8005,504,//cf.geekdo-images.com/images/pic1154690.jpg,8,"Hand Management, Set Collection",1337,"Animals, Negotiation, Prehistoric",Kristian Amundsen Østby,1.8378
"		2971							",https://boardgamegeek.com/boardgame/42560/hell-stalingrad,42560,The Hell of Stalingrad,1,4,90,90,90,2009,7.05113,5.79955,238,//cf.geekdo-images.com/images/pic1070251.jpg,10,Hand Management,468,"Card Game, Wargame, World War II",Steven Cunliffe,2.6875
"		2972							",https://boardgamegeek.com/boardgame/126912/lady-alice,126912,Lady Alice,3,5,30,30,30,2012,6.37115,5.79957,479,//cf.geekdo-images.com/images/pic1431498.jpg,8,"Betting/Wagering, Memory",807,"Bluffing, Deduction",Ludovic Gaillard,1.9394
"		2973							",https://boardgamegeek.com/boardgame/30216/great-war-europe-deluxe-edition,30216,The Great War in Europe: Deluxe Edition,2,4,600,600,600,2007,7.13899,5.79939,218,//cf.geekdo-images.com/images/pic465625.jpg,12,"Chit-Pull System, Dice Rolling, Hex-and-Counter, Simulation",678,"Wargame, World War I",Ted Raicer,3.6809
"		2974							",https://boardgamegeek.com/boardgame/133405/island-siege,133405,Island Siege,2,4,45,45,45,2013,6.87857,5.79932,252,//cf.geekdo-images.com/images/pic1522480.jpg,13,"Card Drafting, Dice Rolling",573,"Card Game, Dice, Nautical",Dan Manfredini,1.9167
"		2975							",https://boardgamegeek.com/boardgame/195227/quartermaster-general-victory-or-death-peloponnesi,195227,Quartermaster General ? Victory or Death: The Peloponnesian War,2,4,120,90,120,2016,7.3879,5.80346,181,//cf.geekdo-images.com/images/pic2928248.jpg,12,"Area Control / Area Influence, Campaign / Battle Card Driven, Hand Management",417,"Ancient, Wargame",Ian Brody,2.2
"		2976							",https://boardgamegeek.com/boardgame/54433/nanuk,54433,Nanuk,5,8,45,45,45,2009,6.25642,5.79853,582,//cf.geekdo-images.com/images/pic542251.jpg,0,"Auction/Bidding, Partnerships, Press Your Luck, Set Collection",847,"Animals, Bluffing, Card Game","Mark Goadrich, Brett Myers",1.5686
"		2977							",https://boardgamegeek.com/boardgame/43/airlines,43,Airlines,2,6,90,90,90,1990,6.60952,5.79842,345,//cf.geekdo-images.com/images/pic9562.jpg,12,"Route/Network Building, Stock Holding",444,"Aviation / Flight, Economic",Alan R. Moon,2.4062
"		2978							",https://boardgamegeek.com/boardgame/26983/dorn,26983,Dorn,2,6,90,90,90,2006,6.88859,5.79644,277,//cf.geekdo-images.com/images/pic167357.jpg,10,"Area Movement, Partnerships, Role Playing, Variable Player Powers",345,"Adventure, Fantasy","Jan Dan?k, Ji?í Dan?k, Jan D?evíkovský, Filip Kozák, Kry?tof Kozák, Jan Kozák",2.8571
"		2979							",https://boardgamegeek.com/boardgame/161681/lift-get-me-planet,161681,Lift Off! Get me off this Planet!,2,5,45,30,45,2015,6.99267,5.7976,300,//cf.geekdo-images.com/images/pic2502487.png,8,"Modular Board, Partnerships, Worker Placement",571,"Environmental, Science Fiction",Eduardo Baraf,1.8387
"		2980							",https://boardgamegeek.com/boardgame/145975/hoplite,145975,Hoplite,2,9,240,240,240,2014,7.73819,5.79777,144,//cf.geekdo-images.com/images/pic1997761.jpg,13,Hex-and-Counter,782,"Ancient, Wargame","Richard H. Berg, Mark Herman",3.52
"		2981							",https://boardgamegeek.com/boardgame/9139/marco-polo-expedition,9139,Marco Polo Expedition,2,5,45,45,45,2004,6.18709,5.79518,714,//cf.geekdo-images.com/images/pic804654.jpg,8,"Card Drafting, Hand Management, Set Collection",890,"Animals, Arabian, Racing, Travel",Reiner Knizia,1.8
"		2982							",https://boardgamegeek.com/boardgame/59936/battle-merchants,59936,Battle Merchants,2,4,120,120,120,2014,6.87942,5.79689,260,//cf.geekdo-images.com/images/pic2796875.jpg,10,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Time Track",473,"Economic, Fantasy",Gil Hova,2.8824
"		2983							",https://boardgamegeek.com/boardgame/124622/magnificent-style,124622,In Magnificent Style,1,1,60,60,60,2012,7.35726,5.79694,179,//cf.geekdo-images.com/images/pic1685861.jpg,13,"Chit-Pull System, Dice Rolling, Press Your Luck",419,"American Civil War, Wargame",Hermann Luttmann,1.72
"		2984							",https://boardgamegeek.com/boardgame/2316/x-bugs,2316,X-Bugs,2,2,30,30,30,2001,6.41155,5.79734,481,//cf.geekdo-images.com/images/pic12778.jpg,10,"Dice Rolling, Variable Player Powers",856,"Action / Dexterity, Fighting","Marco Maggi, Francesco Nepitello",1.3651
"		2985							",https://boardgamegeek.com/boardgame/129614/rondo,129614,Rondo,2,4,25,25,25,2012,6.47162,5.79765,399,//cf.geekdo-images.com/images/pic1399814.jpg,8,"Set Collection, Tile Placement",569,"Abstract Strategy, Number",Reiner Knizia,1.4286
"		2986							",https://boardgamegeek.com/boardgame/3573/napoleon-waterloo,3573,Napoleon at Waterloo,2,2,30,30,30,1971,6.55732,5.79788,396,//cf.geekdo-images.com/images/pic198055.jpg,10,Hex-and-Counter,865,"Napoleonic, Wargame",Jim Dunnigan,1.9298
"		2987							",https://boardgamegeek.com/boardgame/200456/ascension-x-war-shadows,200456,Ascension X: War of Shadows,1,4,0,0,0,2016,7.83707,5.80374,147,//cf.geekdo-images.com/images/pic3056447.jpg,0,"Card Drafting, Deck / Pool Building, Hand Management",426,"Card Game, Fantasy","Gary Arant, Justin Gary",3
"		2988							",https://boardgamegeek.com/boardgame/153497/town-aint-big-enough-2-4-us,153497,This Town Ain't Big Enough for the 2-4 of Us,2,4,15,15,15,2014,6.11925,5.79658,833,//cf.geekdo-images.com/images/pic1902918.jpg,8,"Area Control / Area Influence, Area Enclosure, Tile Placement",2602,"Abstract Strategy, American West, Print & Play","Jay Cormier, Sen-Foong Lim",1.36
"		2989							",https://boardgamegeek.com/boardgame/159692/comancheria-rise-and-fall-comanche-empire,159692,Comanchería: The Rise and Fall of the Comanche Empire,1,1,360,60,360,2016,8.4201,5.81466,119,//cf.geekdo-images.com/images/pic3260430.jpg,14,"Card Drafting, Chit-Pull System, Co-operative Play, Point to Point Movement",758,"American Indian Wars, American West, Wargame",Joel Toppen,3.8636
"		2990							",https://boardgamegeek.com/boardgame/173018/grimslingers,173018,Grimslingers,1,6,90,15,90,2015,7.18887,5.80653,256,//cf.geekdo-images.com/images/pic3052466.png,14,"Co-operative Play, Deck / Pool Building, Dice Rolling, Partnerships, Point to Point Movement, Press Your Luck, Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",1064,"American West, Card Game, Fantasy, Humor, Science Fiction",Stephen Gibson,2.6667
"		2991							",https://boardgamegeek.com/boardgame/90/star-wars-episode-1-clash-lightsabers,90,Star Wars: Episode 1 ? Clash of the Lightsabers,2,2,20,20,20,1999,6.29369,5.79673,530,//cf.geekdo-images.com/images/pic192632.jpg,8,Hand Management,941,"Card Game, Movies / TV / Radio theme, Science Fiction",Craig Van Ness,1.4237
"		2992							",https://boardgamegeek.com/boardgame/3095/star-trek-adventure-game,3095,Star Trek: The Adventure Game,1,2,180,180,180,1985,6.86417,5.79508,265,//cf.geekdo-images.com/images/pic669897.jpg,10,"Action Point Allowance System, Hex-and-Counter, Variable Player Powers",688,"Adventure, Movies / TV / Radio theme, Science Fiction","Greg Costikyan, Doug Kaufman",2.1379
"		2993							",https://boardgamegeek.com/boardgame/1927/munchkin,1927,Munchkin,3,6,120,60,120,2001,5.9552,5.79514,28464,//cf.geekdo-images.com/images/pic1871016.jpg,10,"Card Drafting, Dice Rolling, Hand Management, Take That, Variable Player Powers",47213,"Card Game, Fantasy, Fighting, Humor",Steve Jackson (I),1.7889
"		2994							",https://boardgamegeek.com/boardgame/1681/tokyo-express,1681,Tokyo Express,1,2,180,180,180,1988,7.03734,5.79613,241,//cf.geekdo-images.com/images/pic2278277.png,12,"Dice Rolling, Hex-and-Counter",976,"Nautical, Wargame, World War II",Jon Southard,3.96
"		2995							",https://boardgamegeek.com/boardgame/13089/wie-ich-die-welt-sehe,13089,Wie ich die Welt sehe...,2,9,30,30,30,2004,7.00642,5.79535,226,//cf.geekdo-images.com/images/pic249465.jpg,10,none,365,"Card Game, Party Game, Word Game",Urs Hostettler,1.1429
"		2996							",https://boardgamegeek.com/boardgame/4475/unexpected-treasures,4475,Unexpected Treasures,3,6,30,30,30,2002,6.258,5.79666,591,//cf.geekdo-images.com/images/pic1407704.jpg,13,"Set Collection, Simultaneous Action Selection",991,none,Friedemann Friese,1.3265
"		2997							",https://boardgamegeek.com/boardgame/23981/genesis,23981,Genesis,2,4,45,45,45,2006,6.43756,5.79426,419,//cf.geekdo-images.com/images/pic147386.jpg,10,"Dice Rolling, Tile Placement",495,"Prehistoric, Territory Building",Reiner Knizia,2.0667
"		2998							",https://boardgamegeek.com/boardgame/163641/eminent-domain-battlecruisers,163641,Eminent Domain: Battlecruisers,3,5,30,20,30,2016,6.59381,5.80023,349,//cf.geekdo-images.com/images/pic2399321.jpg,13,"Player Elimination, Simultaneous Action Selection",1181,"Bluffing, Card Game, Science Fiction",Philip duBarry,2
"		2999							",https://boardgamegeek.com/boardgame/4984/jutland,4984,Jutland,2,2,120,120,120,1967,6.62551,5.79805,394,//cf.geekdo-images.com/images/pic75921.jpg,12,"Dice Rolling, Simulation",1039,"Nautical, Wargame, World War I",Jim Dunnigan,2.8974
"		3000							",https://boardgamegeek.com/boardgame/937/1825-unit-1,937,1825 Unit 1,2,5,180,180,180,1995,6.79747,5.79487,257,//cf.geekdo-images.com/images/pic346580.jpg,14,"Modular Board, Route/Network Building, Stock Holding",447,"Trains, Transportation",Francis Tresham,3.6087
"		3001							",https://boardgamegeek.com/boardgame/5357/von-mansteins-backhand-blow,5357,Von Manstein's Backhand Blow,1,2,120,120,120,2002,7.2032,5.79552,210,//cf.geekdo-images.com/images/pic102976.jpg,12,Hex-and-Counter,598,"Wargame, World War II",Dirk Blennemann,3.1892
"		3002							",https://boardgamegeek.com/boardgame/175222/lost-legacy-third-chronicle-sacred-grail-staff-dra,175222,Lost Legacy: Third Chronicle ? Sacred Grail & Staff of Dragons,2,6,10,10,0,2015,6.98603,5.80012,237,//cf.geekdo-images.com/images/pic2456438.jpg,14,"Hand Management, Memory, Player Elimination",798,"Bluffing, Card Game, Deduction","Seiji Kanai, Hayato Kisaragi",1.7857
"		3003							",https://boardgamegeek.com/boardgame/160044/warhammer-40000-seventh-edition,160044,"Warhammer 40,000 (Seventh Edition)",2,12,120,120,120,2014,7.31487,5.79438,187,//cf.geekdo-images.com/images/pic2037776.jpg,12,"Dice Rolling, Variable Player Powers",381,"Fighting, Miniatures, Science Fiction",none,4.1818
"		3004							",https://boardgamegeek.com/boardgame/181329/team-play,181329,Team Play,3,6,30,30,30,2015,6.96667,5.79623,228,//cf.geekdo-images.com/images/pic2602638.jpg,8,Partnerships,311,Card Game,Johannes Schmidauer-König,1.2727
"		3005							",https://boardgamegeek.com/boardgame/27266/silent-death-next-millennium-deluxe-edition,27266,Silent Death: The Next Millennium Deluxe Edition,2,8,120,120,120,1995,7.50063,5.79206,160,//cf.geekdo-images.com/images/pic243993.jpg,10,"Dice Rolling, Hex-and-Counter",434,"Fighting, Miniatures, Science Fiction, Wargame",Kevin Barrett,2.9474
"		3006							",https://boardgamegeek.com/boardgame/1125/big-shot,1125,Big Shot,2,4,30,30,30,2001,6.48567,5.79413,374,//cf.geekdo-images.com/images/pic405069.jpg,10,"Area Control / Area Influence, Auction/Bidding, Dice Rolling",549,Economic,Alex Randolph,2.0256
"		3007							",https://boardgamegeek.com/boardgame/1582/sicily-triumph-and-folly,1582,Sicily: Triumph and Folly,2,2,60,60,60,2000,7.79553,5.7941,153,//cf.geekdo-images.com/images/pic434299.jpg,16,Hex-and-Counter,468,"Wargame, World War II",Dean Essig,4
"		3008							",https://boardgamegeek.com/boardgame/19765/deduce-or-die,19765,Deduce or Die,3,6,90,90,90,2003,7.2311,5.79405,182,//cf.geekdo-images.com/images/pic160811.jpg,9,none,150,"Card Game, Deduction, Print & Play",Larry Levy,3.1053
"		3009							",https://boardgamegeek.com/boardgame/165877/spellcaster,165877,Spellcaster,2,4,30,20,30,2014,6.64181,5.79605,326,//cf.geekdo-images.com/images/pic2239885.jpg,14,Hand Management,603,Card Game,"Aaron Weissblum, Norman Woods",1.6111
"		3010							",https://boardgamegeek.com/boardgame/3040/star-trek-starship-tactical-combat-simulator,3040,Star Trek: Starship Tactical Combat Simulator,2,2,10,10,10,1983,6.64088,5.79375,373,//cf.geekdo-images.com/images/pic193037.jpg,10,"Hex-and-Counter, Simultaneous Action Selection",784,"Aviation / Flight, Movies / TV / Radio theme, Science Fiction","Forest Brown, David F. Tepool, Wm. John Wheeler",2.8696
"		3011							",https://boardgamegeek.com/boardgame/12355/fire-and-fury,12355,Fire and Fury,2,12,180,180,180,1990,7.62269,5.79373,156,//cf.geekdo-images.com/images/pic50137.jpg,12,Dice Rolling,237,"American Civil War, Dice, Miniatures, Wargame",Rich Hasenauer,3.087
"		3012							",https://boardgamegeek.com/boardgame/137095/witches-discworld-game,137095,The Witches: A Discworld Game,1,4,90,90,90,2013,6.07744,5.79586,1170,//cf.geekdo-images.com/images/pic1790803.jpg,13,"Co-operative Play, Dice Rolling, Point to Point Movement, Set Collection",2348,"Fantasy, Novel-based",Martin Wallace,1.6765
"		3013							",https://boardgamegeek.com/boardgame/146579/quilt-show,146579,Quilt Show,2,4,45,45,45,2014,6.52299,5.79166,356,//cf.geekdo-images.com/images/pic1868666.jpg,10,"Card Drafting, Pattern Building, Set Collection, Tile Placement",616,none,"Steve Bennett, Judy Martin",1.9118
"		3014							",https://boardgamegeek.com/boardgame/71593/charon-inc,71593,Charon Inc.,2,5,60,60,60,2010,6.364,5.79441,463,//cf.geekdo-images.com/images/pic728360.jpg,13,"Area Control / Area Influence, Auction/Bidding, Set Collection",721,Science Fiction,"Fred Binkitani, Emanuele Ornella",2.3
"		3015							",https://boardgamegeek.com/boardgame/3534/star-trader,3534,Star Trader,2,6,180,180,180,1982,7.08584,5.79473,233,//cf.geekdo-images.com/images/pic9542.jpg,12,"Commodity Speculation, Stock Holding, Trading",535,"Economic, Science Fiction",Nick Karp,3.7179
"		3016							",https://boardgamegeek.com/boardgame/38429/cornerstone,38429,Cornerstone,1,4,45,45,45,2008,7.27651,5.79301,195,//cf.geekdo-images.com/images/pic383999.jpg,0,"Dice Rolling, Partnerships, Route/Network Building",157,Action / Dexterity,Matt Mette,1.7308
"		3017							",https://boardgamegeek.com/boardgame/450/octi,450,Octi,2,4,30,10,30,1999,6.77592,5.79299,287,//cf.geekdo-images.com/images/pic818066.jpg,8,none,537,Abstract Strategy,Don Green,3.5
"		3018							",https://boardgamegeek.com/boardgame/151/piratenbillard,151,Piratenbillard,2,4,15,15,15,1959,6.5684,5.79381,337,//cf.geekdo-images.com/images/pic297544.jpg,8,none,224,"Action / Dexterity, Pirates",Reinhold Wittig,1.2593
"		3019							",https://boardgamegeek.com/boardgame/17997/anno-domini-sex-crime,17997,Anno Domini: Sex & Crime,2,8,30,30,30,1998,6.79354,5.79288,260,//cf.geekdo-images.com/images/pic1112511.jpg,10,Card Drafting,480,"Bluffing, Card Game, Humor, Party Game, Trivia",Urs Hostettler,1.4
"		3020							",https://boardgamegeek.com/boardgame/83629/hobbit,83629,The Hobbit,2,5,45,30,45,2010,6.06225,5.79599,1241,//cf.geekdo-images.com/images/pic815371.jpg,8,"Auction/Bidding, Dice Rolling, Hand Management, Point to Point Movement, Role Playing, Simultaneous Action Selection",2472,"Adventure, Card Game, Fantasy, Novel-based, Travel",Reiner Knizia,1.7207
"		3021							",https://boardgamegeek.com/boardgame/1421/lost-worlds,1421,Lost Worlds,2,2,10,10,10,1983,6.48626,5.7926,414,//cf.geekdo-images.com/images/pic11266.jpg,10,"Rock-Paper-Scissors, Simultaneous Action Selection, Variable Player Powers",1216,"Book, Fantasy, Fighting, Medieval","C. Calhoun, William Fortin, Dennis Greci, Alfred Leonardi, Mary Leonardi, Nancy Loomis, Hal McKinney, Michael Stackpole",1.6905
"		3022							",https://boardgamegeek.com/boardgame/181523/snowblind-race-pole,181523,Snowblind: Race for the Pole,1,4,60,30,60,2016,7.0014,5.79004,236,//cf.geekdo-images.com/images/pic3056713.jpg,10,"Dice Rolling, Press Your Luck",533,"Dice, Racing",Simon McGregor,2
"		3023							",https://boardgamegeek.com/boardgame/3321/die-pyramiden-des-jaguar,3321,Die Pyramiden des Jaguar,2,2,45,45,45,2002,6.1161,5.79081,790,//cf.geekdo-images.com/images/pic105974.jpg,10,"Card Drafting, Hand Management",1233,Card Game,Günter Burkhardt,1.7245
"		3024							",https://boardgamegeek.com/boardgame/153639/zeppelin-attack,153639,Zeppelin Attack!,2,4,45,45,45,2014,6.98373,5.79399,240,//cf.geekdo-images.com/images/pic2197244.jpg,12,"Card Drafting, Deck / Pool Building, Hand Management",647,"Aviation / Flight, Card Game, Fighting",Eric B. Vogel,2.3182
"		3025							",https://boardgamegeek.com/boardgame/126/really-nasty-horse-racing-game,126,The Really Nasty Horse Racing Game,2,6,90,90,90,1987,6.31795,5.78983,649,//cf.geekdo-images.com/images/pic1377507.jpg,12,Betting/Wagering,947,"Animals, Racing",Simon Knock,1.6892
"		3026							",https://boardgamegeek.com/boardgame/719/tyranno-ex,719,Tyranno Ex,2,4,120,120,120,1990,6.47635,5.79105,401,//cf.geekdo-images.com/images/pic243490.jpg,12,"Card Drafting, Dice Rolling",837,"Fighting, Prehistoric",Karl-Heinz Schmiel,2.3542
"		3027							",https://boardgamegeek.com/boardgame/1799/warlord-saga-storm,1799,Warlord: Saga of the Storm,2,4,10,10,10,2001,6.77155,5.79122,354,//cf.geekdo-images.com/images/pic11610.jpg,10,none,566,"Card Game, Collectible Components, Fantasy","Oliver Schaaf, Dave Williams (II)",2.7105
"		3028							",https://boardgamegeek.com/boardgame/93541/urbania,93541,Urbania,2,5,45,45,45,2012,6.51372,5.79121,374,//cf.geekdo-images.com/images/pic1400022.jpg,10,"Area Control / Area Influence, Hand Management",597,City Building,Simone Luciani,2.375
"		3029							",https://boardgamegeek.com/boardgame/149097/spurs-tale-old-west,149097,Spurs: A Tale in the Old West,3,5,90,90,90,2014,7.03603,5.79155,224,//cf.geekdo-images.com/images/pic1809655.jpg,13,"Deck / Pool Building, Roll / Spin and Move, Variable Player Powers",595,"Action / Dexterity, Adventure, American West, Real-time","Sean Brown, Ole Steiness",2.3571
