block_id,block
3340,049XX S KOLIN AVE
3341,063XX S MOZART ST
3342,047XX N WASHTENAW AVE
3343,119XX S MICHIGAN AVE
3344,067XX S EAST END AVE
3345,011XX N ASHLAND AVE
3346,010XX E 47TH ST
3347,008XX E 82ND ST
3348,043XX W THOMAS ST
3349,027XX N NARRAGANSETT AVE
3350,076XX S PAULINA ST
3351,044XX N LINCOLN AVE
3352,036XX N KEDZIE AVE
3353,045XX S ROCKWELL ST
3354,032XX W DIVISION ST
3355,046XX W ALTGELD ST
3356,003XX W 64TH ST
3357,043XX W HIRSCH ST
3358,042XX W 21ST ST
3359,002XX N KENNETH AVE
3360,089XX S DAUPHIN AVE
3361,010XX W LAWRENCE AVE
3362,002XX N LECLAIRE AVE
3363,047XX N SHERIDAN RD
3364,001XX W 51ST ST
3365,042XX S WELLS ST
3366,052XX S ALBANY AVE
3367,003XX E 68TH ST
3368,017XX N LATROBE AVE
3369,012XX S CANAL ST
3370,030XX N CENTRAL AVE
3371,060XX S GREEN ST
3372,023XX N KENMORE AVE
3373,019XX E 74TH ST
3374,048XX S KEDVALE AVE
3375,007XX W BELDEN AVE
3376,056XX W EDDY ST
3377,077XX S CICERO AVE
3378,048XX N PULASKI RD
3379,068XX S RIDGELAND AVE
3380,016XX N WELLS ST
3381,024XX E 79TH ST
3382,036XX S HALSTED ST
3383,028XX W NELSON ST
3384,058XX S ARCHER AVE
3385,016XX N MONITOR AVE
3386,046XX W 55TH ST
3387,004XX N AVERS AVE
3388,029XX W 38TH PL
3389,106XX S WALLACE ST
3390,005XX E PERSHING RD
3391,048XX W FOSTER AVE
3392,002XX S WACKER DR
3393,055XX N ELSTON AVE
3394,013XX N MAYFIELD AVE
3395,049XX N GLENWOOD AVE
3396,033XX S WALLACE ST
3397,089XX S BRANDON AVE
3398,014XX W 87TH ST
3399,040XX W 115TH ST
3400,059XX S BISHOP ST
3401,032XX S PRINCETON AVE
3402,009XX E 57TH ST
3403,023XX N HARLEM AVE
3404,038XX W MONTROSE AVE
3405,057XX S CARPENTER ST
3406,041XX W CERMAK RD
3407,112XX S ABERDEEN ST
3408,020XX W CHICAGO AVE
3409,081XX S WINCHESTER AVE
3410,076XX S GREEN ST
3411,020XX N LAMON AVE
3412,042XX S CAMPBELL AVE
3413,058XX N MOZART ST
3414,059XX W CORCORAN PL
3415,052XX S SACRAMENTO AVE
3416,028XX W CERMAK RD
3417,027XX S WENTWORTH AVE
3418,068XX S LAFLIN ST
3419,042XX S VINCENNES AVE
3420,044XX N HARDING AVE
3421,071XX S FRANCISCO AVE
3422,001XX N LECLAIRE AVE
3423,118XX S STATE ST
3424,061XX S GREENWOOD AVE
3425,008XX W GARFIELD BLVD
3426,028XX W 87TH ST
3427,026XX N CLYBOURN AVE
3428,076XX N BOSWORTH AVE
3429,011XX N PINE AVE
3430,069XX S PAULINA ST
3431,035XX S GILES AVE
3432,048XX S OAKLEY AVE
3433,016XX N WESTERN AVE
3434,074XX S MAY ST
3435,044XX W CARROLL AVE
3436,038XX N CICERO AVE
3437,011XX N WINCHESTER AVE
3438,099XX S HOXIE AVE
3439,011XX W PRATT BLVD
3440,045XX W HADDON AVE
3441,018XX W IOWA ST
3442,012XX S KEDVALE AVE
3443,031XX S ASHLAND AVE
3444,052XX S CARPENTER ST
3445,043XX N LEAVITT ST
3446,041XX S VINCENNES AVE
3447,006XX N LARAMIE AVE
3448,023XX N KARLOV AVE
3449,039XX W MADISON ST
3450,084XX S COTTAGE GROVE AVE
3451,044XX N PULASKI RD
3452,026XX S DRAKE AVE
3453,0000X N HALSTED ST
3454,042XX W CERMAK RD
3455,089XX S PARNELL AVE
3456,038XX W 26TH ST
3457,083XX S SOUTH SHORE DR
3458,036XX E 106TH ST
3459,087XX S MARQUETTE AVE
3460,105XX S PARNELL AVE
3461,020XX W 68TH ST
3462,069XX S DAMEN AVE
3463,018XX S SPAULDING AVE
3464,056XX W GRACE ST
3465,016XX W JONQUIL TER
3466,003XX W 117TH ST
3467,010XX S HOMAN AVE
3468,062XX S NEWLAND AVE
3469,0000X E ROOSEVELT RD
3470,013XX N KILDARE AVE
3471,040XX N KENMORE AVE
3472,057XX S CALUMET AVE
3473,016XX W 69TH ST
3474,046XX S WHIPPLE ST
3475,071XX S EAST END AVE
3476,060XX S WESTERN AVE
3477,035XX W LEXINGTON ST
3478,045XX S CALUMET AVE
3479,0000X W CHECKPOINT 1 ST
3480,023XX E 70TH ST
3481,111XX S PRINCETON AVE
3482,014XX W 90TH ST
3483,072XX S CHAMPLAIN AVE
3484,036XX S PAULINA ST
3485,028XX W CORTEZ ST
3486,042XX W DICKENS AVE
3487,024XX W LITHUANIAN PLAZA CT
3488,035XX W CARROLL AVE
3489,025XX W CONGRESS PKWY
3490,044XX W JACKSON BLVD
3491,008XX W GRACE ST
3492,005XX N LEAMINGTON AVE
3493,073XX S CHAMPLAIN AVE
3494,049XX S LAFLIN ST
3495,015XX S STATE ST
3496,113XX S PRAIRIE AVE
3497,050XX N RIDGEWAY AVE
3498,034XX W MONROE ST
3499,075XX S EVANS AVE
3500,051XX S KOLIN AVE
3501,039XX W CORNELIA AVE
3502,042XX N MC VICKER AVE
3503,037XX N SAWYER AVE
3504,031XX N KEATING AVE
3505,051XX W WELLINGTON AVE
3506,073XX S GREEN ST
3507,008XX W BELLE PLAINE AVE
3508,030XX S MICHIGAN AVE
3509,0000X E 68TH ST
3510,019XX S KILDARE AVE
3511,001XX S CLINTON ST
3512,033XX W MADISON ST
3513,012XX N CLARK ST
3514,004XX E 76TH ST
3515,019XX S TRUMBULL AVE
3516,021XX W 19TH ST
3517,099XX S CLAREMONT AVE
3518,007XX W 81ST ST
3519,039XX N ORIOLE AVE
3520,054XX W CORTEZ ST
3521,060XX S MICHIGAN AVE
3522,020XX N RACINE AVE
3523,047XX W BELMONT AVE
3524,059XX N GLENWOOD AVE
3525,009XX N RICHMOND ST
3526,028XX E 93RD ST
3527,022XX N KEELER AVE
3528,029XX W 64TH ST
3529,024XX W 65TH ST
3530,068XX S MICHIGAN AVE
3531,020XX W PIERCE AVE
3532,027XX W FLOURNOY ST
3533,075XX N CLARK ST
3534,020XX N LAVERGNE AVE
3535,013XX W 50TH ST
3536,044XX W FULTON ST
3537,042XX W ROOSEVELT RD
3538,012XX S SPAULDING AVE
3539,108XX S MACKINAW AVE
3540,049XX S HALSTED ST
3541,016XX N RICHMOND ST
3542,013XX W 111TH ST
3543,024XX N TALMAN AVE
3544,056XX S MORGAN ST
3545,075XX N PAULINA AVE
3546,013XX W 13TH ST
3547,098XX S DREXEL AVE
3548,035XX W COLUMBUS AVE
3549,045XX S PRAIRIE AVE
3550,009XX N ASHLAND AVE
3551,055XX S RACINE AVE
3552,016XX W MAYPOLE AVE
3553,005XX W 43RD PL
3554,082XX S EXCHANGE AVE
3555,041XX N MONTICELLO AVE
3556,064XX S MOZART ST
3557,012XX W 87TH ST
3558,005XX N LAWNDALE AVE
3559,078XX S INGLESIDE AVE
3560,056XX S MENARD AVE
3561,051XX N KENMORE AVE
3562,055XX W CHICAGO AVE
3563,074XX S HALSTED ST
3564,005XX W 127TH ST
3565,101XX S CALUMET AVE
3566,122XX S CARPENTER ST
3567,015XX W 62ND ST
3568,061XX S ASHLAND AVE
3569,080XX S EBERHART AVE
3570,036XX W 27TH ST
3571,035XX W 80TH ST
3572,104XX S UNION AVE
3573,087XX S COMMERCIAL AVE
3574,002XX E 71ST ST
3575,009XX W MARQUETTE RD
3576,011XX W 103RD PL
3577,054XX S SEELEY AVE
3578,074XX N SEELEY AVE
3579,030XX N SAWYER AVE
3580,120XX S MICHIGAN AVE
3581,016XX N TRIPP AVE
3582,079XX S CALUMET AVE
3583,051XX S LOCKWOOD AVE
3584,034XX W 64TH ST
3585,027XX S KARLOV AVE
3586,029XX N LONG AVE
3587,024XX W POLK ST
3588,069XX S CRANDON AVE
3589,069XX S PRAIRIE AVE
3590,012XX W 69TH ST
3591,070XX N PAULINA ST
3592,047XX W ADAMS ST
3593,027XX W LAWRENCE AVE
3594,017XX W 90TH PL
3595,001XX W 112TH PL
3596,073XX S DORCHESTER AVE
3597,0000X W 102ND ST
3598,073XX S HALSTED ST
3599,003XX E 56TH ST
3600,031XX N SHEFFIELD AVE
3601,012XX S STATE ST
3602,048XX S WOODLAWN AVE
3603,066XX S HERMITAGE AVE
3604,035XX W WABANSIA AVE
3605,025XX N LOWELL AVE
3606,078XX W ADDISON ST
3607,032XX S WELLS ST
3608,026XX W FARRAGUT AVE
3609,057XX S ELIZABETH ST
3610,061XX S DREXEL AVE
3611,040XX W WEST END AVE
3612,018XX W 63RD ST
3613,109XX S VINCENNES AVE
3614,052XX W WINONA ST
3615,015XX W 54TH ST
3616,006XX W KINZIE ST
3617,054XX W WRIGHTWOOD AVE
3618,025XX W BLOOMINGDALE AVE
3619,022XX W WABANSIA AVE
3620,014XX W CARMEN AVE
3621,118XX S PEORIA ST
3622,013XX N HOYNE AVE
3623,023XX S SAWYER AVE
3624,098XX S BENSLEY AVE
3625,067XX N ARTESIAN AVE
3626,007XX W GARFIELD BLVD
3627,038XX W WILSON AVE
3628,007XX N SAWYER AVE
3629,071XX W 63RD PL
3630,066XX S HALSTED ST
3631,022XX N LARAMIE AVE
3632,041XX W KAMERLING AVE
3633,007XX E 132ND ST
3634,050XX W AUGUSTA BLVD
3635,085XX S COMMERCIAL AVE
3636,041XX W CORTLAND ST
3637,046XX S LAWLER AVE
3638,065XX S WOODLAWN AVE
3639,005XX N MONTICELLO AVE
3640,099XX S COMMERCIAL AVE
3641,030XX E CHELTENHAM PL
3642,035XX W 58TH ST
3643,085XX S MUSKEGON AVE
3644,023XX W HOWARD ST
3645,037XX N PINE GROVE AVE
3646,064XX S ELLIS AVE
3647,020XX W DEVON AVE
3648,045XX N KASSON AVE
3649,035XX W LYNDALE ST
3650,011XX S KOSTNER AVE
3651,110XX S VERNON AVE
3652,085XX S LAFAYETTE AVE
3653,048XX N BERNARD ST
3654,015XX W CORNELIA AVE
3655,103XX S AVENUE F
3656,093XX S LAFLIN ST
3657,035XX W 65TH PL
3658,036XX N BROADWAY
3659,085XX S BISHOP ST
3660,007XX N DEARBORN ST
3661,031XX W BELLE PLAINE AVE
3662,061XX N CALIFORNIA AVE
3663,019XX W GRANVILLE AVE
3664,069XX S VINCENNES AVE
3665,0000X W DOOR H ST
3666,006XX W OHIO ST
3667,066XX S OAKLEY AVE
3668,015XX S SAWYER AVE
3669,079XX S CARPENTER ST
3670,061XX S DR MARTIN LUTHER KING JR DR
3671,031XX W HURON ST
3672,017XX W 81ST ST
3673,022XX S AVERS AVE
3674,089XX S ELIZABETH ST
3675,012XX W 111TH ST
3676,067XX S CAMPBELL AVE
3677,030XX N DAVLIN CT
3678,004XX W FULLERTON PKWY
3679,017XX N WELLS ST
3680,0000X N BISHOP ST
3681,050XX W AGATITE AVE
3682,058XX N RIDGE AVE
3683,038XX W 64TH PL
3684,030XX S DR MARTIN LUTHER KING JR DR
3685,057XX S GREEN ST
3686,068XX S THROOP ST
3687,041XX W SCHOOL ST
3688,088XX S MERRILL AVE
3689,086XX S HONORE ST
3690,009XX E 104TH ST
3691,037XX N CICERO AVE
3692,006XX N SPAULDING AVE
3693,052XX N LUDLAM AVE
3694,077XX S KINGSTON AVE
3695,018XX N KEDVALE AVE
3696,004XX E 62ND ST
3697,107XX S TORRENCE AVE
3698,004XX S CLINTON ST
3699,041XX N LONG AVE
3700,072XX S ARTESIAN AVE
3701,080XX S CARPENTER ST
3702,056XX S ADA ST
3703,079XX S KENWOOD AVE
3704,075XX S GREEN ST
3705,078XX S COLFAX AVE
3706,010XX W MONTROSE AVE
3707,081XX S WENTWORTH AVE
3708,023XX W LOGAN BLVD
3709,017XX W BEACH AVE
3710,016XX W LUNT AVE
3711,101XX S RHODES AVE
3712,059XX N MERRIMAC AVE
3713,059XX N WINTHROP AVE
3714,077XX S KIMBARK AVE
3715,088XX S LOOMIS ST
3716,019XX N ALBANY AVE
3717,032XX N CENTRAL PARK AVE
3718,027XX S PRAIRIE AVE
3719,076XX S CAMPBELL AVE
3720,034XX W LE MOYNE ST
3721,023XX N CLIFTON AVE
3722,048XX W IOWA ST
3723,046XX N LAWNDALE AVE
3724,042XX W WILCOX ST
3725,103XX S GREEN ST
3726,031XX S UNION AVE
3727,027XX E 106TH ST
3728,036XX N OSAGE AVE
3729,010XX W WOLFRAM ST
3730,015XX W CHICAGO AVE
3731,062XX S MAJOR AVE
3732,008XX N MILWAUKEE AVE
3733,071XX S JEFFERY BLVD
3734,059XX S CALUMET AVE
3735,029XX W FULTON ST
3736,055XX N BROADWAY
3737,070XX S OAKLEY AVE
3738,024XX N LINCOLN AVE
3739,021XX E 71ST ST
3740,007XX W 35TH ST
3741,083XX S MUSKEGON AVE
3742,023XX N LINCOLN AVE
3743,051XX S CALIFORNIA AVE
3744,013XX N WESTERN AVE
3745,044XX W 55TH ST
3746,014XX S KENNETH AVE
3747,061XX S ST LAWRENCE AVE
3748,005XX N MILWAUKEE AVE
3749,057XX S ALBANY AVE
3750,031XX W 60TH ST
3751,048XX N MARINE DR
3752,091XX S COMMERCIAL AVE
3753,001XX W LAKE ST
3754,035XX W 12TH PL
3755,023XX W CHICAGO AVE
3756,081XX W HIGGINS RD
3757,039XX N MILWAUKEE AVE
3758,030XX N ELBRIDGE AVE
3759,0000X W CHECKPOINT 3 ST
3760,034XX W 62ND ST
3761,078XX S LOOMIS BLVD
3762,039XX W WILCOX ST
3763,001XX E 119TH ST
3764,052XX N CALIFORNIA AVE
3765,012XX W CHASE AVE
3766,045XX S WABASH AVE
3767,087XX S DAUPHIN AVE
3768,051XX S ARTESIAN AVE
3769,082XX S DANTE AVE
3770,004XX N ARMOUR ST
3771,013XX S CHRISTIANA AVE
3772,033XX N CLAREMONT AVE
3773,040XX N FRANCISCO AVE
3774,058XX S MARYLAND AVE
3775,003XX N LATROBE AVE
3776,046XX S EVANS AVE
3777,087XX S BENNETT AVE
3778,075XX N ROGERS AVE
3779,050XX W FULLERTON AVE
3780,024XX W 34TH ST
3781,003XX E BENTON PL
3782,103XX S RACINE AVE
3783,066XX W GEORGE ST
3784,034XX N OAKLEY AVE
3785,128XX S NORMAL AVE
3786,081XX S WOOD ST
3787,069XX S WOODLAWN AVE
3788,003XX N LARAMIE AVE
3789,016XX W FULTON ST
3790,041XX W NORTH AVE
3791,009XX W 68TH ST
3792,005XX N CICERO AVE
3793,008XX W WELLINGTON AVE
3794,004XX E OHIO ST
3795,115XX S STEWART AVE
3796,030XX S BROAD ST
3797,054XX S DR MARTIN LUTHER KING JR DR
3798,063XX S FRANCISCO AVE
3799,029XX N RIDGEWAY AVE
3800,030XX W CERMAK RD
3801,118XX S INDIANA AVE
3802,021XX W WALNUT ST
3803,020XX W 23RD ST
3804,004XX N MICHIGAN AVE
3805,053XX S UNION AVE
3806,110XX S RACINE AVE
3807,060XX S TROY ST
3808,070XX S SOUTH SHORE DR
3809,041XX N ELSTON AVE
3810,017XX E 83RD ST
3811,071XX S ABERDEEN ST
3812,058XX N SHERIDAN RD
3813,012XX E 85TH ST
3814,007XX W MARQUETTE RD
3815,090XX S BURLEY AVE
3816,051XX S KOSTNER AVE
3817,0000X W ELM ST
3818,052XX S LAKE PARK AVE
3819,012XX W 107TH PL
3820,015XX N DAMEN AVE
3821,016XX W CHICAGO AVE
3822,021XX W 18TH PL
3823,084XX S HALSTED ST
3824,014XX W 16TH ST
3825,052XX W BELMONT AVE
3826,009XX W DIVERSEY PKWY
3827,030XX N CLIFTON AVE
3828,008XX N LATROBE AVE
3829,010XX W 14TH ST
3830,008XX N DRAKE AVE
3831,075XX S VERNON AVE
3832,028XX W OGDEN AVE
3833,006XX W BITTERSWEET PL
3834,075XX S VINCENNES AVE
3835,015XX W 69TH ST
3836,056XX W GRAND AVE
3837,066XX S LANGLEY AVE
3838,019XX W 95TH ST
3839,016XX W HOWARD ST
3840,037XX W FILLMORE ST
3841,043XX W FULLERTON AVE
3842,035XX W 57TH ST
3843,057XX N WINTHROP AVE
3844,029XX E 92ND ST
3845,013XX E 87TH ST
3846,053XX W DRUMMOND PL
3847,034XX N BROADWAY
3848,006XX W DRUMMOND PL
3849,017XX N MILWAUKEE AVE
3850,078XX S LAFLIN ST
3851,023XX N SPRINGFIELD AVE
3852,025XX W NORTH AVE
3853,055XX S PEORIA ST
3854,028XX W BELDEN AVE
3855,025XX W LITHUANIAN PLAZA CT
3856,070XX S ADA ST
3857,021XX N HARLEM AVE
3858,053XX W DAKIN ST
3859,011XX E 67TH ST
3860,041XX S STATE ST
3861,063XX S KILBOURN AVE
3862,005XX W HARRISON ST
3863,132XX S INDIANA AVE
3864,068XX S INDIANA AVE
3865,003XX N KEELER AVE
3866,001XX W EUGENIE ST
3867,024XX N OAKLEY AVE
3868,043XX S LANGLEY AVE
3869,025XX E 76TH ST
3870,047XX N SAWYER AVE
3871,102XX S OGLESBY AVE
3872,055XX W SUNNYSIDE AVE
3873,096XX S FOREST AVE
3874,050XX S KEDZIE AVE
3875,062XX N ARTESIAN AVE
3876,021XX S MILLARD AVE
3877,002XX S MICHIGAN AVE
3878,092XX S INDIANA AVE
3879,002XX W 108TH PL
3880,047XX S VINCENNES AVE
3881,012XX W 74TH ST
3882,026XX W 64TH ST
3883,027XX S WELLS ST
3884,013XX W WABANSIA AVE
3885,003XX W 75TH ST
3886,078XX S COLES AVE
3887,039XX W ADDISON ST
3888,013XX S KILDARE AVE
3889,006XX W 35TH ST
3890,137XX S BRAINARD AVE
3891,001XX S DEARBORN ST
3892,052XX S CENTRAL AVE
3893,014XX N HAMLIN AVE
3894,003XX S KEELER AVE
3895,025XX W 47TH ST
3896,047XX W NORTH AVE
3897,067XX N MAPLEWOOD AVE
3898,050XX W MONTANA ST
3899,008XX W DIVERSEY PKWY
3900,012XX W 71ST PL
3901,026XX W 35TH PL
3902,032XX N PULASKI RD
3903,016XX W LAKE ST
3904,014XX E 66TH PL
3905,025XX W IRVING PARK RD
3906,033XX W PALMER ST
3907,015XX W 17TH ST
3908,013XX W 18TH ST
3909,037XX S WABASH AVE
3910,043XX N BERNARD ST
3911,055XX S JUSTINE ST
3912,027XX N HARDING AVE
3913,002XX W 38TH PL
3914,106XX S BENSLEY AVE
3915,015XX S MILLARD AVE
3916,076XX S EAST END AVE
3917,003XX E 76TH ST
3918,053XX S DR MARTIN LUTHER KING JR DR
3919,023XX W 45TH ST
3920,081XX S INGLESIDE AVE
3921,054XX S EVERETT AVE
3922,017XX N DAMEN AVE
3923,012XX N MAYFIELD AVE
3924,111XX S WESTERN AVE
3925,067XX S STONY ISLAND AVE
3926,061XX S CARPENTER ST
3927,071XX S WINCHESTER AVE
3928,032XX W WABANSIA AVE
3929,078XX S HOYNE AVE
3930,043XX W 41ST ST
3931,059XX S CARPENTER ST
3932,074XX S MERRILL AVE
3933,083XX S KILPATRICK AVE
3934,044XX S MOZART ST
3935,002XX N HOMAN AVE
3936,050XX S LA CROSSE AVE
3937,003XX W 56TH PL
3938,004XX W DIVISION ST
3939,054XX S ARCHER AVE
3940,006XX W 63RD ST
3941,029XX W 85TH ST
3942,022XX N CLYBOURN AVE
3943,020XX W FULLERTON AVE
3944,010XX W LAKE ST
3945,101XX S AVENUE J
3946,031XX W ARTHINGTON ST
3947,054XX S LOTUS AVE
3948,093XX S GREEN ST
3949,005XX N HARDING AVE
3950,007XX E 71ST ST
3951,038XX W CERMAK RD
3952,029XX S DAMEN AVE
3953,036XX S SEELEY AVE
3954,001XX W 103RD PL
3955,047XX S DORCHESTER AVE
3956,002XX N WESTERN AVE
3957,019XX W MADISON ST
3958,019XX S DRAKE AVE
3959,033XX W AINSLIE ST
3960,069XX S LOOMIS BLVD
3961,040XX S INDIANA AVE
3962,030XX S LOWE AVE
3963,015XX W THORNDALE AVE
3964,023XX W 111TH ST
3965,017XX W GRANVILLE AVE
3966,076XX S VINCENNES AVE
3967,041XX N KEDVALE AVE
3968,006XX E 76TH ST
3969,002XX W 110TH ST
3970,087XX S THROOP ST
3971,030XX W BIRCHWOOD AVE
3972,083XX S STEWART AVE
3973,002XX N MAY ST
3974,053XX N CALIFORNIA AVE
3975,035XX S LITUANICA AVE
3976,070XX S CALUMET AVE
3977,001XX W 118TH ST
3978,021XX S ALBANY AVE
3979,078XX S WOOD ST
3980,050XX W WOLFRAM ST
3981,068XX N LAKEWOOD AVE
3982,077XX S INGLESIDE AVE
3983,024XX E 103RD ST
3984,034XX N TROY ST
3985,024XX E 85TH ST
3986,035XX N OKETO AVE
3987,082XX S SOUTH CHICAGO AVE
3988,122XX S THROOP ST
3989,012XX W SCHOOL ST
3990,058XX S MICHIGAN AVE
3991,026XX E 92ND ST
3992,018XX W THOMAS ST
3993,043XX N KIMBALL AVE
3994,055XX W MONTROSE AVE
3995,010XX E 50TH ST
3996,014XX S CLARK ST
3997,033XX W 38TH ST
3998,013XX W LAKE ST
3999,011XX W WASHINGTON BLVD
4000,055XX S DAMEN AVE
4001,004XX N LARAMIE AVE
4002,055XX W ADDISON ST
4003,028XX N LINCOLN AVE
4004,043XX W 61ST ST
4005,033XX N MEADE AVE
4006,044XX N MAPLEWOOD AVE
4007,056XX N SHERIDAN RD
4008,015XX E 56TH ST
4009,069XX S SANGAMON ST
4010,071XX W GRAND AVE
4011,057XX S HONORE ST
4012,047XX S COTTAGE GROVE AVE
4013,063XX S TROY ST
4014,053XX S WOLCOTT AVE
4015,061XX S SPAULDING AVE
4016,013XX N MONITOR AVE
4017,001XX W CHICAGO AVE
4018,0000X W MADISON ST
4019,049XX W BELDEN AVE
4020,038XX W 16TH ST
4021,016XX S INDIANA AVE
4022,011XX S HAMILTON AVE
4023,087XX S SAGINAW AVE
4024,081XX S CLAREMONT AVE
4025,069XX W 65TH ST
4026,046XX S HALSTED ST
4027,057XX N DRAKE AVE
4028,013XX E 75TH ST
4029,021XX N NEVA AVE
4030,066XX S RHODES AVE
4031,036XX W GRAND AVE
4032,0000X E WASHINGTON ST
4033,062XX S HAMLIN AVE
4034,042XX N DAMEN AVE
4035,012XX E 75TH ST
4036,005XX N DEARBORN ST
4037,032XX W 16TH ST
4038,101XX S EWING AVE
4039,002XX W 75TH ST
4040,035XX W CORTLAND ST
4041,076XX S SAGINAW AVE
4042,025XX W ARDMORE AVE
4043,059XX S ELIZABETH ST
4044,018XX N WINNEBAGO AVE
4045,011XX W SCHOOL ST
4046,098XX W FOSTER AVE
4047,078XX S EVANS AVE
4048,062XX S RHODES AVE
4049,018XX S MORGAN ST
4050,018XX S KOSTNER AVE
4051,071XX S HALSTED ST
4052,099XX S VINCENNES AVE
4053,030XX W SUNNYSIDE AVE
4054,046XX S SPAULDING AVE
4055,012XX W 96TH ST
4056,001XX E KENSINGTON AVE
4057,055XX W OHIO ST
4058,069XX S TALMAN AVE
4059,007XX E 92ND ST
4060,024XX W ALTGELD ST
4061,047XX W ARTHINGTON ST
4062,034XX W OGDEN AVE
4063,058XX W 55TH ST
4064,007XX N THROOP ST
4065,049XX W BELMONT AVE
4066,040XX S RICHMOND ST
4067,011XX N HOMAN AVE
4068,004XX N MILWAUKEE AVE
4069,004XX N KEDZIE AVE
4070,042XX S LAKE PARK AVE
4071,032XX N KEELER AVE
4072,061XX N CLAREMONT AVE
4073,043XX N WHIPPLE ST
4074,016XX W CORTLAND ST
4075,024XX N SEMINARY AVE
4076,012XX W 97TH ST
4077,044XX N CLIFTON AVE
4078,0000X N LOCKWOOD AVE
4079,001XX N DESPLAINES ST
4080,012XX W OAKDALE AVE
4081,011XX S MOZART ST
4082,061XX N MOODY AVE
4083,005XX S KEDZIE AVE
4084,062XX S WOODLAWN AVE
4085,036XX W FLOURNOY ST
4086,079XX S KOMENSKY AVE
4087,071XX S HONORE ST
4088,004XX E RANDOLPH ST
4089,0000X E GRAND AVE
4090,104XX S COTTAGE GROVE AVE
4091,018XX N CLARK ST
4092,088XX S COMMERCIAL AVE
4093,046XX W MONTROSE AVE
4094,033XX W WARREN BLVD
4095,066XX N CLARK ST
4096,051XX N WOLCOTT AVE
4097,065XX S HALSTED ST
4098,065XX S KEELER AVE
4099,043XX W SCHUBERT AVE
4100,048XX W MAYPOLE AVE
4101,029XX W 56TH ST
4102,002XX N HALSTED ST
4103,011XX N RIDGEWAY AVE
4104,024XX W 71ST ST
4105,003XX N CICERO AVE
4106,100XX S CRANDON AVE
4107,008XX N FRANKLIN ST
4108,007XX S KILBOURN AVE
4109,026XX W WELLINGTON AVE
4110,036XX N CENTRAL AVE
4111,018XX N WHIPPLE ST
4112,017XX W 43RD ST
4113,005XX W ALDINE AVE
4114,054XX S NEW ENGLAND AVE
4115,015XX W 117TH ST
4116,012XX N PINE AVE
4117,028XX S ST LOUIS AVE
4118,034XX N RIDGEWAY AVE
4119,019XX W CULLOM AVE
4120,033XX W 47TH ST
4121,076XX S LOWE AVE
4122,107XX S COTTAGE GROVE AVE
4123,037XX W SHAKESPEARE AVE
4124,079XX S AVALON AVE
4125,029XX N NEW ENGLAND AVE
4126,026XX N LAVERGNE AVE
4127,056XX S LOOMIS BLVD
4128,092XX S KIMBARK AVE
4129,049XX N LINCOLN AVE
4130,016XX N ORCHARD ST
4131,0000X W GRAND AVE
4132,062XX S ST LAWRENCE AVE
4133,016XX W 82ND ST
4134,050XX S OAKLEY AVE
4135,007XX N LARAMIE AVE
4136,026XX W GLADYS AVE
4137,073XX S RICHMOND ST
4138,091XX S INDIANA AVE
4139,076XX S ASHLAND AVE
4140,045XX S WALLACE ST
4141,027XX W CRYSTAL ST
4142,013XX W CHASE AVE
4143,051XX S LAKE PARK AVE
4144,053XX N NEENAH AVE
4145,013XX W 72ND ST
4146,086XX W FOSTER AVE
4147,003XX E 94TH ST
4148,017XX N MC VICKER AVE
4149,059XX N CAMPBELL AVE
4150,078XX S MARSHFIELD AVE
4151,002XX W 63RD ST
4152,108XX S INDIANA AVE
4153,011XX W 19TH ST
4154,079XX S MARYLAND AVE
4155,077XX S CHRISTIANA AVE
4156,076XX S COLES AVE
4157,002XX W SUPERIOR ST
4158,040XX N HARDING AVE
4159,066XX W 64TH PL
4160,012XX W ADDISON ST
4161,029XX S UNION AVE
4162,062XX W ADDISON ST
4163,030XX N TROY ST
4164,006XX N LAKE SHORE DR
4165,025XX N SHEFFIELD AVE
4166,023XX S SACRAMENTO AVE
4167,049XX N MILWAUKEE AVE
4168,006XX E 90TH PL
4169,091XX S HALSTED ST
4170,024XX W VAN BUREN ST
4171,062XX W BERENICE AVE
4172,015XX E 55TH ST
4173,093XX S COTTAGE GROVE AVE
4174,017XX N MOODY AVE
4175,043XX S TALMAN AVE
4176,019XX W 51ST ST
4177,023XX N PULASKI RD
4178,045XX W GRAND AVE
4179,037XX E 98TH ST
4180,033XX W VAN BUREN ST
4181,003XX S PAULINA ST
4182,073XX S STONY ISLAND AVE
4183,040XX W NELSON ST
4184,023XX W MOFFAT ST
4185,008XX N KARLOV AVE
4186,090XX S VINCENNES AVE
4187,027XX S LAWNDALE AVE
4188,004XX S LOCKWOOD AVE
4189,015XX W LUNT AVE
4190,051XX S TRIPP AVE
4191,026XX W MADISON ST
4192,111XX S ST LAWRENCE AVE
4193,039XX W WILSON AVE
4194,019XX W MONTEREY AVE
4195,113XX S HARVARD AVE
4196,075XX S SANGAMON ST
4197,032XX E 91ST ST
4198,016XX N HUMBOLDT BLVD
4199,082XX S PEORIA ST
4200,036XX W 86TH PL
4201,046XX N SACRAMENTO AVE
4202,081XX S BISHOP ST
4203,025XX W ARMITAGE AVE
4204,109XX S AVENUE B
4205,055XX W MADISON ST
4206,075XX S HALSTED ST
4207,022XX N ELSTON AVE
4208,015XX W PRATT BLVD
4209,017XX E 78TH ST
4210,014XX W ELMDALE AVE
