fips,median_income,median_income_white,median_income_black,median_income_nativeamerican,median_income_asian,median_income_hispanic
72109,13284,13311,1229913291,,,
72111,15497,15393,1359415506,,,
72113,16318,16891,14021,7399,,16232
72115,15806,15323,861115810,,,
72117,16755,18151,16199,,,
72119,22246,25144,2075022259,,,
72121,14795,14824,18026,46250,,14789
72123,15240,17572,1540115264,,,
72125,14797,15510,1566714783,,,
72127,21243,23699,17095,14450,15444,21160
72129,16538,16887,1619316532,,,
72131,14345,14304,1471414219,,,
72133,15674,17291,1355915674,,,
72135,29976,31596,24045,11563,,29994
72137,23303,24387,2233323251,,,
72139,30140,31036,2939930125,,,
72141,15725,15590,3056815736,,,
72143,18016,17975,1690317877,,,
72145,16948,16285,21456,41012,,16898
72147,18104,18813,18040,,,
72149,17818,21033,15556,2499,,17915
72151,15627,16213,1392015542,,,
72153,14708,15140,1457214712,,,
44001,72458,7281575000,63583,,,
44003,64383,65089,46339,30882,72306,49607
44005,69526,72063,35324,7721,64632,36956
44007,49743,54148,35635,25581,52668,29084
44009,72807,74124,69850,29375,34773,55031
45001,34799,39503,2130449389,,,
45003,45759,52351,31960,28438,49821,29596
45005,25327,41034,2226538583,,,
45007,42143,45829,27256,,34816,40913
45009,31314,45490,22015,,,
45011,34336,44746,22500,30962,,
45013,57048,65213,31229,37011,50397,42350
45015,52506,59883,37471,23250,60368,42668
45017,43531,53496,30412,,,
45019,53437,66565,29012,25000,57008,38053
45021,35389,40232,23805,11472,13571,34590
45023,31914,40675,22845,92000,,36307
45025,32083,36565,24898,63750,95439,31630
45027,33162,47509,2192730735,,,
45029,32804,39830,2503332708,,,
45031,35409,45652,24959,,69000,37014
45033,28938,33514,24378,14494,,31146
45035,54901,61613,36841,33068,65929,36221
45037,46637,58766,29944,,,
45039,36004,46349,2907337724,,,
45041,42080,51691,31343,,68587,40078
45043,42835,55095,2338624022,,,
45045,50540,55728,30967,35703,63886,32197
45047,37060,46363,2274426611,,,
45049,31410,44739,25693,133021,,61324
45051,43299,45997,27800,46285,38530,32182
45053,37141,44091,27690,,36422,39732
45055,43622,51569,2709852782,,,
45057,44016,49124,28505,,68304,51886
45059,38515,41073,3142731319,,,
45061,30954,45322,23019,,,
45063,53857,56968,38020,40893,64959,40926
45065,38712,52933,27585,,,
45067,29874,46372,21887,46161,85345,67938
45069,30767,36947,26417,17969,37917,28689
45071,40127,49982,27778,,83631,27612
45073,41237,42444,32692,52813,49615,30482
45075,34218,42791,28803,23516,53864,28301
45077,41459,42360,31948,40037,31250,34596
45079,49131,61259,37214,34968,53458,45717
45081,38827,48736,24643,2499,,30647
45083,43907,48916,30228,35163,56763,40947
45085,41332,50229,30599,43485,45332,42980
45087,34033,41221,2195328250,,,
45089,28297,44696,22760,,2499,
45091,54117,61048,32553,33452,70469,50644
46003,48750,49811,45521,,,
46005,46267,4690325938,26238,,,
46007,42171,48589,30938,33836,,
46009,45254,45572,25208,,,
46011,50082,50600,48246,22885,45521,32049
46013,53100,53486,,37424,,41821
46015,49531,50734,,38750,,
46017,31163,49250,,27500,,
46019,41920,43065,,13862,,24688
46021,45170,45909,,,,
46023,43109,50458,,25208,,37250
46025,49600,49550,56146,,,
46027,36608,38561,16493,,,
46029,48912,49812,,50625,,40556
46031,31676,48661,,19266,,
46033,52218,53153,,39412,,2499
46035,49991,50733,78784,,,
46037,39216,40633,,21500,,
46039,53152,52989,73100,,,
46041,37206,58875,,30184,,
46043,52500,52594,,,,
46045,56000,55000,,,,
46047,45997,46376,46389,,,
46049,43679,43679,,,,
46051,51272,51629,33859,,,
46053,37540,39345,,17500,,
46055,41518,41756,,,,
46057,58602,58729,53750,,,
46059,47163,46971,,,,
46061,60741,61157,,,,
46063,52396,52569,,,,
46065,59177,63888,,22260,,46458
46067,45075,45869,,,,
46069,51776,50000,,74643,,
46071,45074,50667,,36477,,
46073,53125,54034,21875,,,
46075,35972,37292,,,,
46077,53828,55139,28958,,,
46079,54535,5440153365,,,,
46081,45548,46120,,20139,77188,60337
46083,76094,76087,32546,80417,250001,127700
46085,43030,50179,,31042,,
46087,56954,56901,,61083,,
46089,36375,35625,,,,
46091,51788,53031,,31328,,53750
46093,52473,53750,4116540112,,,
46095,30938,43365,,20556,,26458
46097,44938,47813,,,,
46099,53525,56604,28677,22367,49618,47646
46101,52446,53630,,40357,53625,35313
46102,26369,42135,,25513,,
46103,50890,52561,41284,19824,51544,42240
46105,39773,41346,,14318,,64063
46107,46081,46375,,,,
46109,48614,55478,,33295,,
46111,50541,50331,54792,,,
46115,48217,48483,,,,
46117,56829,58788,,55231,,
46119,60417,62292,,,,
46121,31128,47404,,23259,,23333
46123,37153,41250,,19766,,
46125,53378,53497,,2499,,
46127,64471,64358,,,,
46129,43221,42697,46375,,,
46135,48176,48524,42440,,250001,37470
46137,35119,57813,,21920,,
47001,42880,43167,36528,,62000,35797
47003,41984,44287,29068,21497,,26859
47005,33240,33673,2796940556,,,
47007,37013,37327,51389,,,
47009,48286,49144,27961,45078,43359,40141
47011,42114,42756,30905,,61412,27274
47013,32028,32177,5227646190,,,
47015,41533,42016,3762524500,,,
47017,35508,37429,21433,40625,,
47019,33213,33347,19730,,40862,21346
47021,51857,52743,35481,58750,93942,29750
47023,40167,42250,20433,,,
47025,34899,35281,1875046500,,,
47027,28804,28832,35982,,,
47029,31187,31702,25234,,,
47031,41590,42197,33108,,32955,28917
47033,35464,37083,2969323510,,,
47035,38576,38580,145994,49345,114135,34327
47037,48368,55498,34777,61156,59669,36097
47039,37263,38495,23750,,42500,18243
47041,38319,38146,43162,,186141,30918
47043,44680,45109,2735635053,,,
47045,42468,44143,35927,,26198,47611
47047,54890,63996,31071,,76375,37120
47049,30259,30228,,,,
47051,42773,44659,29590,47105,,35267
47053,38457,42263,26925,50000,,24688
47055,41093,42674,2388127237,,,
47057,35391,35695,,,,
47059,35196,35485,30662,,35733,21065
47061,27373,28244,,,,
47063,37617,39145,2391719621,,,
47065,48248,54164,28474,,71719,35496
47067,26898,27217,,19338,,
47069,31801,37567,25135,,,
47071,35290,36024,1384422006,,,
47073,36927,36938,49313,,,
47075,34182,43339,2344550595,,,
47077,38745,40835,2535721225,,,
47079,38234,39801,25625,2499,,22147
47081,36334,36343,,,,
47083,39401,40548,,,,
47085,41949,42328,2646338333,,,
47087,31534,31826,,,,
47089,42417,43016,3269132750,,,
47091,30763,30668,6819421210,,,
47093,48701,51862,26967,40850,64648,32710
47095,30086,34148,2043821513,,,
47097,30281,36438,21414,,,
47099,37814,38281,21068,11786,,49318
47101,36621,36937,28750,,,
47103,40389,42135,29464,33333,,24519
47105,51107,50898,38438,,202750,31908
47107,38535,38736,25694,35750,,19670
47109,32557,33550,19276,33750,,21737
47111,33509,34481,,,,
47113,42544,53525,29804,,54583,22488
47115,41348,42573,30769,,85000,
47117,42661,43387,2747032500,,,
47119,47692,51004,28893,25795,63750,31288
47121,34424,34311,,,,
47123,35291,36519,2044638315,,,
47125,50344,52365,41116,44857,47481,50748
47127,49427,49966,,,,
47129,39049,39058,,,,
47131,40281,42215,2194623173,,,
47133,35287,35258,249916333,,,
47135,31425,32151,,,,
47137,36773,37338,,,,
47139,38925,39296,,16477,,
47141,35343,35863,17974,9539,,37482
47143,36146,36085,3733728063,,,
47145,40854,41451,37143,,89722,
47147,53151,55246,35804,,60363,39321
47149,56219,58289,46315,,64022,41350
47151,30246,30455,,,,
47153,45408,46633,,55652,,
47155,42258,42542,41320,,41449,32952
47157,46224,66517,32926,31892,80080,35102
47159,43914,44382,3307750125,,,
47161,42023,42763,32150,,12143,16591
47163,40346,40811,30756,40862,53611,23659
47165,57382,58301,46756,49773,73810,37443
47167,53669,58999,30694,131776,37340,63627
47169,41029,46500,27917,,,
47171,33210,33316,26202,,,
47173,37351,37393,36026,,,
47175,40439,40659,66406,,,
47177,35376,36395,25577,7750,2499,26789
47179,42817,43305,29939,40737,68229,36268
47181,30701,30931,16167,,25000,21964
47183,37037,38636,2033141548,,,
47185,34901,35297,27574,,,
47187,96565,97939,66719,230583,105558,58581
47189,61070,62769,35035,30893,78571,39795
48001,41327,45789,23056,,61552,32139
48003,70423,71077,3668968617,,,
48005,44223,48264,28914,19115,45545,38249
48007,41690,41315,41480,,,
48009,60275,60714,33750,,,
48011,59737,58684,157614,,,
48013,52192,52129,47429,50313,,45858
48015,53687,55871,4255043864,,,
48017,37397,40208,32520,,,
48019,49863,49651,63478,,,
48021,54821,57274,47545,34185,79063,41443
48023,36373,39375,16591,,,
48025,42302,43706,3392436743,,,
48027,50550,53878,44646,60205,47929,43438
48029,51150,52931,42450,42873,63595,42721
48031,55504,56639,43767,,,
48033,73750,72813,58194,,,
48035,44674,45320,,80341,20208,33179
48037,42670,47666,26246,85455,44141,27699
48039,69749,69781,62534,73750,111273,56698
48041,39808,44680,27751,64219,31278,34924
48043,38395,38462,34568,,,
48045,38603,39559,1312525938,,,
48047,22741,22103,22854,,,
48049,41962,42481,31548,18319,,36950
48051,51821,55259,3090946192,,,
48053,49732,50281,68452,51875,,33512
48055,47233,49238,29816,46000,,41705
48057,51078,50803,45407,,69318,40458
48059,40981,41009,2450036944,,,
48061,33266,33004,36583,33558,99196,30795
48063,37851,40938,2166135677,,,
48065,66023,66818,,53611,,79444
48067,37352,41114,23500,,41014,
48069,39459,40000,30800,,,
48071,70544,75877,44962,9750,133387,48743
48073,39595,42449,19321,37083,35114,34673
48075,36633,38333,,,,
48077,48297,49203,60000,,,
48079,39113,39808,2093828942,,,
48081,42467,42467,30917,,,
48083,35156,35228,4161833333,,,
48085,84735,86517,64806,93355,103313,54558
48087,39743,43520,,18000,,26214
48089,46618,49512,2588436524,,,
48091,65833,66156,71536,114904,71272,54888
48093,37470,38030,32065,,,
48095,48368,48485,26827,,,
48097,52406,53402,2988639560,,,
48099,49340,50512,49083,48403,41667,38850
48101,34955,37067,3017930179,,,
48103,58333,54083,57868,,,
48105,53678,54412,51481,,,
48107,37434,38628,1946433102,,,
48109,35000,35302,26111,,,
48111,41345,41239,82639,61750,63750,33125
48113,50270,56527,37476,40843,68847,40562
48115,41095,43706,20511,13490,,32052
48117,43373,45901,2484437617,,,
48119,42432,44720,10878,,,
48121,75050,78489,53611,68480,91790,52184
48123,49736,59308,2895033625,,,
48125,39700,40670,9531,,,
48127,36825,36998,33056,,,
48129,36681,38872,1990430500,,,
48131,33939,37661,31831,,,
48133,34888,35067,,11875,,21920
48135,57150,59738,48448,55885,90729,52243
48137,41813,43194,30435,,,
48139,62465,65791,47199,37083,122917,44609
48141,41637,42307,51804,38654,62375,37361
48143,41416,41383,249934521,,,
48145,36079,39936,2464623631,,,
48147,44071,46322,18967,35179,,35313
48149,47808,49597,3671445453,,,
48151,41406,44922,3358336250,,,
48153,41026,43598,2285735042,,,
48155,36477,37386,2093839375,,,
48157,89152,95083,71559,98990,108287,62318
48159,41537,43449,1814833750,,,
48161,44301,50553,29286,23214,,22014
48163,36404,39200,34116,,,
48165,57635,56968,60804,88523,,53015
48167,62313,67608,34761,80393,60239,48705
48169,48508,50625,7059241250,,,
48171,54859,54232,,65488,,37083
48173,67303,73125,41989,,,
48175,51226,59837,2108145185,,,
48177,42983,48133,1630039713,,,
48179,43288,44525,38021,29271,44583,37348
48181,47952,50592,23841,42045,47929,40790
48183,47639,52245,26654,54205,62131,41944
48185,46195,51776,20698,25318,,48207
48187,62420,63571,64646,55726,71542,50786
48189,43375,43622,25000,30888,43750,38112
48191,30950,32327,2004826964,,,
48193,42432,43381,21938,,,
48195,44219,44920,35417,,,
48197,37174,39415,1398032500,,,
48199,52614,55030,32454,27473,46290,55862
48201,54457,62126,38401,47894,70349,42451
48203,45974,53337,30366,22560,66023,36680
48205,63004,64798,39444,,,
48207,39850,39474,1836228125,,,
48209,58583,60918,56134,96507,56364,46510
48211,62813,64406,,140500,,29773
48213,41607,42358,31667,44167,36707,31171
48215,34782,34878,51076,34727,75781,32103
48217,41382,43319,19859,27500,,34766
48219,50665,51301,2550046377,,,
48221,56100,5715147917,36725,,,
48223,44396,46415,30600,43194,,36287
48225,32698,43824,1893922292,,,
48227,49575,51215,28917,45263,66944,38072
48229,26384,26607,21496,,,
48231,45197,49548,26572,,37315,33458
48233,49353,51078,20868,15000,,36958
48235,58500,58833,53000,,,
48237,50324,50023,61563,61071,,36504
48239,54926,57193,4352348702,,,
48241,40820,47180,1922132548,,,
48243,50165,49395,,38750,,45250
48245,43540,53015,29991,60238,51282,42270
48247,35521,36979,34350,,,
48249,42986,44526,58472,33438,,40919
48251,58135,59027,45385,39583,38486,45706
48253,43897,44653,20332,64583,,43142
48255,45502,50851,39315,,,
48257,60391,64298,40484,,112625,44972
48259,73240,75586,6697651215,,,
48261,36438,36313,35063,,,
48263,47024,52031,,,,
48265,43810,44381,3625036849,,,
48267,40125,40089,28958,,,
48269,63250,63500,,,,
48271,38281,39115,2375040625,,,
48273,38247,39651,3816734202,,,
48275,40493,43259,2336534688,,,
48277,40748,44875,24327,29107,,41275
48279,39851,41176,2781332875,,,
48281,49630,49658,92665,92865,34643,34315
48283,37292,40604,32957,,,
48285,48677,52666,2559243311,,,
48287,53902,55669,3306055409,,,
48289,49802,50686,31250,,108021,37731
48291,48729,51266,25265,47563,,42359
48293,37554,39671,28309,35000,72083,33864
48295,63125,62432,64583,,,
48297,50400,49554,35500,,,
48299,48259,48269,38472,,,
48301,,,,,,
48303,46075,48573,30616,37422,47363,38703
48305,39526,39490,,117778,,28438
48307,40561,42052,70042,21212,,34136
48309,42687,47973,24579,39375,26190,34024
48311,46250,46429,37083,,,
48313,39390,43257,1986329679,,,
48315,34175,39071,2186390375,,,
48317,55682,68466,45846,,,
48319,37654,38500,31250,,,
48321,40797,43383,30317,21125,,32438
48323,33747,33580,,35600,136292,32749
48325,57338,57596,15791746857,,,
48327,34464,35000,23906,,,
48329,68806,72099,45183,65917,72764,57997
48331,38929,41224,23571,38542,,35050
48333,43920,44063,34732,,,
48335,49870,50741,,112500,,44667
48337,46172,46386,32313,,,
48339,68838,70752,50704,46023,90212,46097
48341,49802,51039,49464,26648,41150,45077
48343,39453,42213,2861135865,,,
48345,31683,32019,26364,,,
48347,39538,45084,2489731076,,,
48349,41505,45385,23209,26913,,37083
48351,38144,41646,2846075458,,,
48353,37102,39139,16758,68438,,29349
48355,50337,51341,34805,26863,69540,43720
48357,51517,51062,50903,,,
48359,50893,49750,33750,,,
48361,49763,52240,30454,28750,56731,46875
48363,39516,40484,4018833967,,,
48365,50119,54003,2476639375,,,
48367,67288,68066,57727,68125,128594,54976
48369,45326,47910,50833,15833,,39327
48371,50305,50792,,26635,,46679
48373,39662,41103,30872,34545,41014,33233
48375,38159,40634,25489,35278,43443,34613
48377,32132,31323,26462,,,
48379,48448,48797,26563,,250001,26371
48381,60972,61373,46541,79250,63707,49408
48383,52181,69231,1625050509,,,
48385,36523,36797,27400,,,
48387,31563,34183,19135,40000,,11946
48389,43540,43563,,43219,,38071
48391,44240,47406,3903435000,,,
48393,63889,64722,,,,
48395,46501,51483,18716,72857,,48068
48397,87524,89717,69349,93875,130909,53052
48399,41526,43455,1139937067,,,
48401,46173,50962,23617,,67250,40584
48403,31307,33434,15350,,,
48405,28275,31232,16397,36250,,30781
48407,43029,44744,30494,,15795,47143
48409,52261,52569,28250,43092,83821,46773
48411,39040,39200,36012,,,
48413,55543,56083,45375,,,
48415,56842,57184,9034147207,,,
48417,48750,47661,37083,,,
48419,37756,42157,2145835156,,,
48421,51987,52857,37917,,,
48423,46929,51908,30632,42154,51044,37376
48425,51912,51282,42257,,,
48427,26172,26318,25961,,,
48429,43951,44296,2729235125,,,
48431,53456,55750,60481,,,
48433,42155,46310,35909,,,
48435,51667,54500,47106,,,
48437,37040,40489,18897,41111,44821,29886
48439,58711,63883,41735,61065,62265,43986
48441,45396,47737,34037,52847,27295,38182
48443,31111,42188,27647,,,
48445,37475,38984,32338,,,
48447,41042,43333,52353,,,
48449,44178,47468,26462,49345,105625,37860
48451,46711,47917,28638,40417,61029,37978
48453,61451,65193,42404,50083,77831,42788
48455,34295,36804,1980831923,,,
48457,41360,42113,2733723373,,,
48459,46673,48697,3514835365,,,
48461,46131,56510,34837,,,
48463,38568,38432250001,32373,,,
48465,42174,42015,47074,43438,,39710
48467,44002,44872,43681,,22177,35561
48469,51758,53785,37089,,95117,41575
48471,37666,42535,25845,,54293,27708
48473,51348,60578,3332239656,,,
48475,51345,51326,3942349653,,,
48477,51269,54675,32744,71250,79358,36934
48479,38862,38614,123355,45406,89458,37705
48481,45176,48528,2634038786,,,
48483,52221,54383,42188,,208333,39271
48485,45543,48105,28551,61122,68400,36052
48487,41630,47349,20221,41071,60652,48859
48489,26495,26310,22447,,,
48491,73750,73781,57404,53713,109278,58057
48493,68100,69497,4653851747,,,
48495,55756,56221,4673157039,,,
48497,56897,57258,60650,74222,86875,45595
48499,45686,47046,29028,29226,43125,37617
48501,56153,57370,57159,,,
48503,44693,46424,20774,,23892,35514
48505,32162,31974,31379,,,
48507,26672,24315,25897,,,
49001,50282,50847,32321,,,
49003,55038,5563151607,34719,,,
49005,50497,51159,,23878,27155,40308
49007,46900,46921,39904,84219,60938,43387
49009,56750,56750,,,,
49011,71112,72441,58924,88000,66839,49562
49013,61133,61377,,45417,100179,60515
49015,49787,49794,24856,,,
49017,42614,42386,,,,
49019,41312,41570,,46713,,24222
49021,43855,45370,,25301,91917,22097
49023,54761,55462,,31250,,50536
49025,50194,46956,,,,
49027,51593,55658,29524,,,
49029,74314,74755,,,,
49031,35980,36107,22292,,,
49033,50781,50938,22344,,,
49035,62117,65111,37500,35938,61677,44209
49037,41484,57593,,24132,,
49039,50323,50690,,33618,,42500
49041,46291,47404,,22216,,23929
49043,91773,92425,47426,,135913,39911
49045,63552,64735,91471,53056,,49444
49047,66815,69619,,41818,,42136
49049,62180,62884,44643,42825,54917,45308
49051,66486,67269,45330,,,
49053,50774,51384,27841,42188,51588,35670
49055,40645,41048,34896,,,
49057,56581,58326,34482,35893,53430,38573
51001,39412,45737,2840142768,,,
51003,68449,71625,39587,,71897,48777
51005,45007,45865,2750046583,,,
51007,56850,67579,42746,42798,,
51009,47558,51276,30625,83125,64886,
51011,48823,53854,2678661875,,,
51013,105763,119390,62463,,88222,65003
51015,54558,55281,30795,24491,,46250
51017,43646,44097,,,,
51019,56316,57352,42473,,31486,80469
51021,45294,45315,,,,
51023,60454,60956,5096262125,,,
51025,36919,46318,2924837574,,,
51027,29679,30070100938,,,,
51029,40331,41935,35682101050,,,
51031,47699,49710,39872,,36231,61650
51033,59227,63107,51291,130648,35938,63487
51035,35000,35059,51071,,,
51036,49563,61955,40891,63500,,93750
51037,35079,38106,25353,,,
51041,72609,76423,62131,39375,83229,50016
51043,71295,75668,32153,,,
51045,44330,44263,,,,
51047,66697,70034,52992,,92222,47100
51049,39301,43476,29350,,,
51051,33624,33638,24000,,,
51053,51397,53457,41832,,123250,68669
51057,42760,48322,36791,67841,,
51059,112552,123313,81908,68824,106700,75045
51061,91609,95425,47431,114306,90278,63967
51063,48005,50096,1836536875,,,
51065,63938,65405,5635036603,,,
51067,46870,48167,38289,16635,,30711
51069,69098,68896,69539,75089,69698,55353
51071,46390,4684050875,46705,,,
51073,61121,61466,53108,102212,,83202
51075,79330,87143,3979861429,,,
51077,29942,30546,1099026384,,,
51079,61550,62352,42625,,140543,66600
51081,38012,48517,32798,,,
51083,35240,40330,26535,,44800,28170
51085,78645,81174,58191,60750,78750,70859
51087,61934,69574,46090,55347,87371,49513
51089,35293,36789,2897035923,,,
51091,43914,43816,,,,
51093,65741,72742,42596101176,,,
51095,75710,80998,48446,,112273,59216
51097,48292,52000,45086,,,
51099,81688,82741,68406,,72829,185667
51101,62031,65246,43594,65625,,53523
51103,50374,56498,37628,,140577,
51105,31086,31218,,,,
51107,123453,125761,100669,83162,136005,77596
51109,57829,59712,45903,31350,103221,46613
51111,39506,44361,2958325313,,,
51113,47736,48930,1953191625,,,
51115,63845,65780,47875,,,
51117,37356,42855,2528155655,,,
51119,54654,60625,28438,,,
51121,46663,48441,37961,50819,32569,38137
51125,47118,51037,26657,,,
51127,73041,72346,75000,,141027,107672
51131,35055,47604,18805,,61354,
51133,51885,58750,41201,,,
51135,36284,44493,2837535435,,,
51137,65166,66077,36964,,115938,67174
51139,43895,44331,2796933190,,,
51141,33982,35120,3106011452,,,
51143,41824,44450,34851,,59688,39417
51145,77896,80565,41938,,161063,73036
51147,41697,49571,28152,,,
51149,61857,68388,56792,50313,83000,44032
51153,98657,104209,87787,66432,94287,70087
51155,47495,47041,49286,,,
51157,57210,60313,4554441369,,,
51159,47288,50584,35511,,,
51161,60519,60643,54063,96750,82792,62031
51163,48901,4948055795,63009,,,
51165,53744,53801,60694,,85833,34768
51167,35045,35181,21336,,,
51169,37240,37228100208,,,,
51171,49406,49618,47917,140000,,36489
51173,37983,38430,42500,,,
51175,48962,63717,31972,97679,,18462
51177,78125,81628,68838,112574,79886,64973
51179,97144,98129,108560,95000,69286,73553
51181,53673,60852,43696,,,
51183,39194,51500,30137,,,
51185,37664,38035,15133,,,
51187,61454,62236,47277,39712,47639,40682
51191,43310,43426,3430124449,,,
51193,47911,50899,36763,,,
51195,37407,37889,1029822692,,,
51197,41360,41460,34583,,36500,36250
51199,81749,86583,62089,,84881,67344
51510,89134,105774,54350,,96705,61162
51520,35368,36418,21900,,,
51530,29097,27253,,,,
51540,49775,56756,32816,,41020,58450
51550,68620,77034,52592,49571,89239,65635
51570,50304,53425,40829,120714,40000,47261
51580,34746,37426,32598,,,
51590,32315,39110,27783,20833,49417,40625
51595,28601,46000,22511,,,
51600,105297,111375,102130,,114667,81385
51610,120522,136311,85962,,72134,81607
51620,32399,51164,2921119324,,,
51630,51762,58952,38750,,105125,34522
51640,30604,30594,3138950556,,,
51650,49190,57353,40539,,48542,55417
51660,38750,39018,32670,,40455,37392
51670,39064,40483,3288162716,,,
51678,34017,31136,34857,,45804,39911
51680,39589,47725,25422,,64167,41019
51683,72890,75170,68750,,51522,59392
51685,73528,6998292019,61046,,,
51690,29587,32465,2420355313,,,
51700,50077,59736,39785,57808,50571,43819
51710,44480,56559,31925,38750,54193,40487
51720,27731,27031,36393,,,
51730,31798,41766,2977032008,,,
51735,83735,83766,140375,,59917,91250
51740,45676,54553,36833,38162,42188,37016
51750,29912,31834,1948923750,,,
51760,40758,57279,28230,24509,45932,32486
51770,39930,43256,29855,,34153,29071
51775,50068,51080,27500,,40278,
51790,40842,41319,34565,,38320,61719
51800,65499,78573,46878,82727,70966,65259
51810,66634,71156,51265,69201,72597,54825
51820,45643,47439,26978,,59327,26897
51830,48639,53378,33378,,2499,45329
51840,45363,48133,40696,,41588,30885
50001,59688,5973463750,63355,,,
50003,49573,49907,55613,,118382,131852
50005,45323,4547541250,36042,,,
50007,65350,66990,40873,31406,52023,54875
50009,36599,36895,,9375,60893,28125
50011,58199,58139,,70259,45441,82757
50013,62608,63168,41250,,,
50015,50939,50715,,78813,,75809
50017,53869,54159,73958,45357,49167,32115
50019,42831,43095,,25455,,56250
50021,49372,49478,170195,,51111,44464
50023,58788,58636,85074,87642,83156,44716
50025,51045,51544,55508,45781,48500,30938
50027,52965,53036,89922,,57500,33906
53001,46564,52046,40060,,,
53003,44394,44467101583,31250,,,
53005,60251,62873,48844,45066,70875,39209
53007,51837,52185,40357,48194,,41889
53009,47253,48246,,31926,38482,38636
53011,60756,61954,42788,50500,70577,41362
53013,38581,39696,,26667,,
53015,47452,48750,31250,30784,40417,31954
53017,53636,57899,,66806,,39799
53019,38125,40235,,23125,,
53021,56980,6124158658,41444,,,
53023,45855,46912,,,,
53025,48714,51561,,40938,,40238
53027,43538,43743,,35900,65697,34025
53029,58815,60077,47891,58147,50933,41924
53031,49279,49657,,38690,44848,32208
53033,75302,80107,38696,41741,82928,50430
53035,62941,64380,40053,42237,67014,55778
53037,46458,47942,43314,,21990,40500
53039,48319,48435,,47438,,54900
53041,44100,44557,38457,38958,56979,39520
53043,46069,46188,,45987,45909,
53045,50406,51429,,46393,62250,26328
53047,40730,43239,24635,31044,63333,32157
53049,37684,38842,,21958,23563,35750
53051,40599,39945,,45000,,23816
53053,59953,62352,47194,44592,55991,45844
53055,55960,57025,100962,45625,26923,31172
53057,54129,56057,51861,39803,46250,37865
53059,52374,53480,,53750,52917,51944
53061,70722,71401,55127,55880,80146,53037
53063,50079,51281,30725,27581,41528,42766
53065,41978,43203,,28681,22115,24444
53067,61677,61946,65460,43558,69018,54667
53069,44485,43897,,120500,,
53071,47946,4790389722,47233,,,
53073,53145,54744,24464,31655,58662,40514
53075,36631,39373,33750,24063,25398,18287
53077,44749,46845,24773,42934,50565,37141
55001,43640,43713,25952,,,
55003,39381,40877,,23523,,
55005,45714,45619,74029,28438,,53529
55007,46665,47444,,40724,34722,58750
55009,53527,55653,24574,39028,57246,40367
55011,50196,50007,,2499,,52500
55013,41135,42180,,16935,34500,33125
55015,67427,67530,,93393,67115,32057
55017,52109,5219544830,28523,,,
55019,45048,45082,,37083,,38036
55021,59769,60082,19563,53750,81809,49583
55023,44459,44459,,33281,,33750
55025,62865,66303,28106,43699,55570,37257
55027,53783,53898,60968,53750,35227,43393
55029,51928,52221,12574,78167,,36071
55031,47095,47448,32045,38447,,
55033,49788,50069,,41848,40982,
55035,49513,50181,14900,,33693,
55037,48643,48750,,37000,,61346
55039,55473,56085,,99509,76429,45074
55041,40636,40934,61667,39000,,21667
55043,49067,49133,48542,,,
55045,56219,56748,1468834940,,,
55047,46780,47180,40500,45357,46875,31293
55049,55188,55340,40972,,,
55051,42543,42818,45833,,,
55053,47851,48354,,42027,99531,42083
55055,56877,57634,44167,,30375,45387
55057,44961,45367,38750,36750,26781,43688
55059,54918,56894,27112,34063,62409,36858
55061,56863,56975,55938,,,
55063,50539,51020,30278,37885,49523,30972
55065,51445,51575,,57857,,45625
55067,41775,42162,,18947,,25708
55069,49721,49544,,44167,,
55071,48398,48451,,51000,41786,34167
55073,54083,54669,40750,27292,50731,32316
55075,43425,43383,78472,36250,250001,42500
55077,46242,46266,,56250,,37813
55078,35343,50662,,32375,36667,
55079,43873,53056,26853,32240,51879,34006
55081,50694,51116,,47813,,56667
55083,52765,53174,,52344,,28882
55085,46516,46718,,27782,48750,55583
55087,58765,59824,40673,54397,55625,38773
55089,76433,75758,82070,,127457,56607
55091,49516,49677,14500,,,
55093,61611,62298,63947,,,
55095,50714,50912,30096,39107,33542,50417
55097,51613,5256224479,24375,,,
55099,43137,43083,,22813,,27031
55101,55584,60923,26552,57045,52326,36852
55103,44810,45092,,2499,,18611
55105,50324,51736,22852,25809,71917,34851
55107,39194,39069,,18438,46563,60208
55109,70886,71315,25817,22237,79688,44219
55111,51055,51580,16728,40156,,45965
55113,41665,44169,23750,30773,25625,36964
55115,47861,48485,11250,40313,53125,32500
55117,53713,53853,27042,50938,55183,44219
55119,45420,45509,40921,,,
55121,51077,52104,40536,,,
55123,47675,47927,30938,,,
55125,41061,42373,,18950,,41974
55127,53445,54121,24583,,61250,44681
55129,42368,42741,25962,43750,61389,21500
55131,69237,69459,64933,112946,81713,50810
55133,76545,76593,31865,74091,114511,55123
55135,51994,52276,48839,46904,27250,32917
55137,45166,45540,43750,,,
55139,52018,52567,26281,31573,52813,41099
55141,48961,48740,51660,31413,85527,34483
54001,37066,37197,,,,
54003,55239,55898,49063,,105962,53707
54005,39958,39991,26875,,77188,
54007,32750,33206,,,,
54009,46215,46196,58594,,,
54011,38344,39722,17396,23580,54766,34814
54013,35568,36829,61063,,,
54015,31325,30933,,,,
54017,39974,40819,,,,
54019,36293,36475,33007,57895,,32188
54021,37536,39438,,,,
54023,39088,39098,,,,
54025,39746,40752,35523,,2499,34816
54027,27995,28796,18271,,,
54029,39959,40000,24716,76354,,
