fips,age_adjusted_mr,lower_95_ci_for_mr,upper_95_ci_for_mr,avg_deaths_per_year,recent_mr_trend,recent_5-year_mr-trend,lower_95_ci_mr-trend,upper_95_ci_mr-trend
16059,157.3 ,129.3, 191.4,25,stable,-0.9 ,-1.9, 0.0
16073,155.9 ,127.8, 188.7,23,stable,-0.2 ,-1.4, 1.0
16027,153.7 ,146.3, 161.4,335,falling,-0.8 ,-1.1, -0.4
16087,153 ,127.6, 183.2,27,falling,-1.1 ,-2.1, -0.1
16011,150.8 ,135.5, 167.4,73,falling,-0.7 ,-1.2, -0.2
16005,149.2 ,137.8, 161.3,133,falling,-0.8 ,-1.3, -0.2
16021,148.4 ,122.8, 178.5,26,stable,-1.0 ,-2.1, 0.1
16067,147.8 ,126.7, 171.6,37,falling,-1.2 ,-1.8, -0.5
16047,147.1 ,123.9, 173.6,29,falling,-1.0 ,-1.9, -0.1
16001,143.1 ,138.3, 148.1,689,falling,-1.3 ,-1.6, -1.0
16043,141.5 ,116.4, 170.8,23,stable,-0.2 ,-0.9, 0.5
16031,139.9 ,119.8, 162.4,36,falling,-1.0 ,-2.0, -0.1
16061,139.1 ,101.8, 189.7,10,stable,-0.6 ,-2.0, 0.8
16003,139.1 ,102.6, 188.9,11,falling,-2.1 ,-3.4, -0.8
16019,139 ,129.4, 149.2,159,falling,-0.8 ,-1.3, -0.4
16007,136.8 ,103.5, 178.5,12,stable,-1.2 ,-2.5, 0.1
16051,136.6 ,116.3, 159.2,34,stable,-0.8 ,-1.9, 0.3
16049,136.5 ,118.3, 157.6,43,falling,-0.9 ,-1.6, -0.3
16053,133.5 ,113, 156.7,31,falling,-1.4 ,-2.1, -0.8
16057,133.2 ,117.1, 150.9,52,falling,-0.8 ,-1.4, -0.1
16029,131.3 ,99.6, 170.6,12,stable,0.6 ,-0.8, 1.9
16085,126.9 ,102.8, 156,22,falling,-2.3 ,-3.5, -1.0
16077,118.6 ,88.2, 156.5,11,falling,-1.7 ,-3.0, -0.3
16081,118.4 ,87.4, 156.2,11,*,*,*,*
16041,115.5 ,91.6, 143.8,17,stable,-0.8 ,-1.8, 0.3
16015,106.7 ,80.7, 140.6,14,stable,-16.7 ,-35.2, 7.2
16013,105.4 ,88.1, 125.2,29,falling,-2.1 ,-3.1, -1.2
16065,99.5 ,80.9, 120.9,20,falling,-1.7 ,-2.4, -1.0
16071,84.1 ,55.7, 124.5,6,stable,-0.9 ,-2.5, 0.7
16033,* ,*, *,3 or fewer,*,*,*,*
17000,158.5 ,157.6, 159.4,24208,falling,-2.4 ,-3.0, -1.8
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
17153,262.6 ,214.1, 320.2,22,stable,-0.1 ,-1.3, 1.0
17069,226 ,175.9, 289.3,16,stable,-0.3 ,-1.3, 0.7
17171,220.8 ,173.8, 278.1,16,stable,0.1 ,-0.8, 1.1
17003,219.7 ,180, 267.3,23,stable,-0.7 ,-1.7, 0.3
17059,216 ,170.5, 271.5,17,stable,-0.8 ,-1.6, 0.0
17121,212.6 ,195.2, 231.2,117,stable,-0.2 ,-0.7, 0.3
17165,211.8 ,190.2, 235.4,74,falling,-0.6 ,-1.1, -0.1
17125,207.6 ,180.9, 237.8,46,stable,-0.6 ,-1.3, 0.1
17101,206.5 ,179.9, 236.3,44,stable,-0.6 ,-1.4, 0.1
17053,204 ,175.6, 236.2,40,stable,0.0 ,-0.8, 0.7
17107,201.2 ,181.7, 222.5,81,stable,-0.4 ,-0.9, 0.1
17075,199.5 ,180.5, 220.1,88,stable,-0.2 ,-0.6, 0.2
17123,198.4 ,170.7, 230.1,39,stable,-0.6 ,-1.4, 0.2
17183,198.3 ,186.3, 210.9,215,falling,-0.6 ,-0.9, -0.2
17021,192.2 ,175.1, 210.7,97,falling,-0.7 ,-1.1, -0.3
17055,191.5 ,175.5, 208.6,111,falling,-1.0 ,-1.4, -0.6
17149,191.3 ,166.7, 218.9,47,stable,-0.4 ,-1.1, 0.3
17025,190.3 ,163.4, 220.8,38,stable,-0.5 ,-1.3, 0.4
17099,189.6 ,179.9, 199.8,299,falling,-0.7 ,-0.9, -0.5
17131,188.4 ,164.6, 215.3,47,stable,-0.3 ,-1.0, 0.5
17091,187.6 ,177.4, 198.4,261,falling,-1.2 ,-1.5, -0.9
17009,186.7 ,144.9, 237.3,14,stable,-0.5 ,-1.8, 0.7
17181,186.6 ,163.4, 212.6,49,stable,-0.2 ,-0.8, 0.4
17039,184.8 ,160.2, 212.7,42,falling,-0.9 ,-1.5, -0.2
17065,184.5 ,152.4, 222.4,24,stable,-0.3 ,-1.2, 0.6
17051,184.1 ,162.9, 207.7,56,falling,-1.2 ,-1.8, -0.5
17117,183.4 ,169, 198.9,127,falling,-0.6 ,-0.9, -0.2
17193,182.8 ,158, 211,41,stable,-0.3 ,-1.1, 0.5
17063,181.5 ,165.6, 198.5,99,falling,-1.0 ,-1.4, -0.5
17017,181.3 ,152.7, 214.1,30,falling,-0.9 ,-1.7, -0.1
17137,180.8 ,164.1, 199,91,falling,-0.6 ,-1.1, -0.1
17135,180.6 ,162.7, 200.2,79,falling,-1.1 ,-1.6, -0.7
17057,180.4 ,164.2, 197.9,97,falling,-0.7 ,-1.2, -0.3
17105,180.3 ,163.7, 198.2,93,falling,-0.7 ,-1.1, -0.3
17061,177.3 ,151.5, 206.9,35,falling,-0.9 ,-1.7, -0.1
17103,177.1 ,160.7, 194.8,90,falling,-0.9 ,-1.4, -0.4
17041,176.7 ,154.3, 201.7,47,falling,-0.7 ,-1.3, -0.1
17129,175.7 ,147.8, 207.7,30,stable,-0.8 ,-1.6, 0.0
17119,175.4 ,169.1, 181.8,615,falling,-0.9 ,-1.1, -0.7
17115,175.3 ,165.8, 185.3,271,falling,-0.8 ,-1.1, -0.5
17201,174.7 ,168.6, 180.9,648,falling,-0.8 ,-1.0, -0.5
17169,174.2 ,141.2, 214.1,20,stable,-0.5 ,-1.4, 0.4
17095,174 ,160.7, 188.3,135,falling,-0.8 ,-1.2, -0.3
17033,173.3 ,151.9, 197.3,48,falling,-0.7 ,-1.2, -0.2
17139,173.1 ,147.5, 202.1,35,stable,-0.3 ,-1.0, 0.4
17163,172.3 ,165.8, 179,551,falling,-1.5 ,-1.6, -1.3
17157,172.2 ,155.5, 190.5,81,falling,-0.7 ,-1.3, -0.2
17127,172 ,148.2, 199.1,39,falling,-1.0 ,-1.7, -0.3
17199,171.9 ,160, 184.5,161,falling,-1.0 ,-1.3, -0.7
17191,171.8 ,149.1, 197.3,44,stable,-0.6 ,-1.3, 0.1
17143,170.6 ,163, 178.5,394,falling,-1.0 ,-1.2, -0.7
17037,170.1 ,158.8, 182.1,173,falling,-0.7 ,-1.1, -0.4
17023,170 ,146.6, 196.6,40,stable,-0.1 ,-0.8, 0.5
17203,170 ,153.9, 187.4,87,stable,-0.6 ,-1.1, 0.0
17141,169.3 ,155.9, 183.7,122,falling,-1.0 ,-1.3, -0.6
17167,168.9 ,161.7, 176.3,440,falling,-1.0 ,-1.2, -0.8
17175,168.4 ,130.6, 215.3,15,stable,-0.8 ,-1.8, 0.2
17179,168.3 ,159.9, 177.1,313,falling,-1.0 ,-1.3, -0.7
17005,168.1 ,144.8, 194.5,39,falling,-1.2 ,-2.3, -0.2
17011,168 ,152.4, 185.1,90,falling,-0.8 ,-1.3, -0.3
17109,166.3 ,147.7, 186.7,63,falling,-1.0 ,-1.5, -0.5
17195,166 ,153.8, 179,144,falling,-0.5 ,-0.9, -0.1
17145,165.3 ,144.7, 188.4,48,falling,-1.0 ,-1.6, -0.3
17081,165.3 ,150, 181.9,89,falling,-0.8 ,-1.3, -0.4
17073,161.8 ,148.8, 175.9,119,falling,-0.9 ,-1.4, -0.5
17161,161.4 ,153.5, 169.7,328,falling,-1.1 ,-1.3, -0.9
17159,160.8 ,138.2, 186.6,39,falling,-1.9 ,-3.1, -0.6
17087,160.3 ,135.4, 189.2,31,falling,-0.9 ,-1.6, -0.2
17001,159.2 ,147.9, 171.2,161,falling,-1.6 ,-2.0, -1.1
17045,159.1 ,138.8, 182.1,46,falling,-1.2 ,-1.8, -0.6
17197,159.1 ,154.8, 163.4,1101,falling,-1.4 ,-1.7, -1.2
17185,158.5 ,132.4, 188.7,28,falling,-1.3 ,-1.9, -0.7
17083,158.1 ,138.9, 179.6,51,falling,-1.0 ,-1.6, -0.4
17177,158 ,145, 172,117,falling,-0.7 ,-1.1, -0.3
17029,157.1 ,143.4, 171.8,102,falling,-1.1 ,-1.8, -0.5
17187,156.9 ,134.9, 181.7,39,falling,-1.2 ,-2.1, -0.3
17031,156.5 ,155.1, 158,9224,falling,-1.9 ,-2.0, -1.7
17071,156 ,123.7, 195.7,18,falling,-1.1 ,-2.0, -0.3
17147,154.4 ,132.2, 179.8,36,falling,-1.3 ,-2.0, -0.6
17111,154.1 ,148.1, 160.3,524,falling,-2.2 ,-2.6, -1.9
17015,153.8 ,132, 178.9,40,falling,-1.3 ,-1.9, -0.8
17113,153.1 ,144.8, 161.8,265,falling,-1.2 ,-1.4, -0.9
17151,152.7 ,116.1, 202.4,13,stable,-1.2 ,-2.7, 0.4
17093,152.6 ,141.5, 164.3,150,falling,-1.2 ,-1.6, -0.8
17035,151.4 ,124.4, 183.2,23,stable,-0.6 ,-1.7, 0.5
17077,149.2 ,135.9, 163.5,98,falling,-1.0 ,-1.5, -0.6
17173,148.9 ,131.1, 168.8,53,falling,-1.1 ,-1.7, -0.4
17097,148.8 ,144.8, 152.8,1138,falling,-1.5 ,-1.7, -1.4
17007,148.6 ,135.3, 162.9,94,falling,-1.2 ,-1.6, -0.7
17085,148.3 ,131.5, 167.3,61,falling,-1.2 ,-1.7, -0.6
17049,143.1 ,127.7, 160,65,falling,-1.1 ,-1.6, -0.6
17027,142.1 ,127.2, 158.4,70,falling,-1.3 ,-1.8, -0.7
17067,141.9 ,123.1, 163.3,44,falling,-1.5 ,-2.1, -0.9
17047,137.5 ,106.4, 176.3,14,falling,-1.0 ,-1.9, -0.1
17189,137.2 ,115.6, 162.3,30,falling,-1.1 ,-1.9, -0.3
17079,136.7 ,110.8, 167.8,20,falling,-1.5 ,-2.5, -0.5
17155,136.6 ,105.9, 175.8,14,falling,-1.7 ,-3.1, -0.3
17089,136.6 ,132.2, 141.1,753,falling,-1.7 ,-1.9, -1.5
17013,134.8 ,102.3, 177.3,12,stable,-1.2 ,-2.4, 0.1
17019,133.8 ,126.6, 141.2,276,falling,-2.1 ,-2.5, -1.8
17043,133.6 ,130.5, 136.8,1464,falling,-2.1 ,-2.5, -1.7
17133,128.3 ,113.8, 144.2,60,falling,-1.9 ,-2.3, -1.4
18000,169.6 ,168.3, 170.9,13478,falling,-1.4 ,-1.4, -1.3
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
18143,225.2 ,201.2, 251.4,67,stable,-0.6 ,-1.4, 0.2
18165,218.9 ,191.6, 249.4,49,stable,-0.7 ,-1.4, 0.0
18045,217.2 ,191.5, 245.8,53,stable,-0.4 ,-1.0, 0.3
18117,210.3 ,186.1, 237,58,stable,-0.3 ,-0.8, 0.3
18079,206.7 ,185.1, 230.2,70,falling,-0.7 ,-1.3, -0.1
18021,202.5 ,181.5, 225.3,71,falling,-0.7 ,-1.3, -0.1
18131,201 ,172.2, 233.8,36,stable,-0.5 ,-1.2, 0.2
18077,198 ,178.9, 218.6,83,stable,-0.5 ,-1.1, 0.0
18153,197.9 ,174.5, 223.9,54,falling,-0.7 ,-1.3, -0.1
18155,196.6 ,164.6, 233.6,28,stable,-0.6 ,-1.6, 0.4
18175,195.4 ,174.7, 218,68,falling,-0.7 ,-1.2, -0.3
18053,194.2 ,181.4, 207.7,181,falling,-0.4 ,-0.8, -0.1
18009,193.8 ,165.9, 225.8,36,falling,-0.7 ,-1.3, -0.1
18065,193.2 ,178.3, 209.1,130,falling,-0.4 ,-0.7, -0.1
18161,190 ,153.3, 233.8,19,stable,-0.1 ,-1.2, 1.0
18149,189.9 ,168.6, 213.4,61,falling,-2.2 ,-4.1, -0.3
18055,189.7 ,171.8, 209,87,stable,0.0 ,-0.7, 0.6
18125,189 ,161.1, 220.8,35,stable,-0.5 ,-1.3, 0.3
18167,188.7 ,178.1, 199.8,246,falling,-0.8 ,-1.1, -0.4
18067,188.4 ,177, 200.4,216,falling,-0.8 ,-1.1, -0.5
18119,187.5 ,165.1, 212.3,55,falling,-2.0 ,-3.7, -0.2
18075,187.4 ,164.7, 212.6,51,stable,-0.3 ,-1.0, 0.5
18133,186.6 ,169.3, 205.4,88,falling,-0.6 ,-1.0, -0.2
18083,185.7 ,168.7, 204.2,91,falling,-0.9 ,-1.4, -0.4
18041,184.5 ,164.1, 207,62,falling,-0.9 ,-1.4, -0.4
18023,184.5 ,166, 204.6,76,stable,-0.3 ,-0.9, 0.2
18071,184.2 ,168.3, 201.2,101,stable,-7.7 ,-14.9, 0.1
18145,183.4 ,168, 200.1,107,falling,-0.7 ,-1.2, -0.1
18049,183 ,160.8, 207.6,51,falling,-0.9 ,-1.4, -0.3
18169,182.3 ,164.6, 201.5,86,falling,-0.7 ,-1.1, -0.3
18113,181.2 ,165.4, 198.3,102,falling,-0.6 ,-1.0, -0.1
18101,180.5 ,150.9, 214.8,27,stable,-0.9 ,-1.8, 0.1
18033,176.8 ,160.8, 194,93,falling,-0.5 ,-0.9, -0.1
18035,176.7 ,166.9, 187,254,falling,-0.8 ,-1.1, -0.5
18163,176.5 ,168.7, 184.5,411,falling,-1.1 ,-1.3, -0.9
18109,176.4 ,163.9, 189.7,156,falling,-0.9 ,-1.3, -0.4
18177,176.4 ,164.3, 189.2,165,falling,-0.7 ,-1.1, -0.4
18095,176.4 ,167.4, 185.7,303,falling,-0.9 ,-1.1, -0.7
18179,176 ,157.4, 196.4,68,stable,-0.4 ,-1.1, 0.3
18025,175.4 ,145.9, 209.8,27,stable,-0.6 ,-1.5, 0.3
18123,175.1 ,152.9, 199.9,47,stable,-0.5 ,-1.3, 0.3
18019,174.8 ,164.9, 185.2,243,falling,-1.4 ,-1.8, -1.1
18097,174.8 ,171, 178.7,1670,falling,-2.7 ,-3.8, -1.6
18069,174.4 ,157.8, 192.5,84,falling,-0.7 ,-1.1, -0.3
18029,174.2 ,159.8, 189.6,114,falling,-1.2 ,-1.7, -0.7
18027,173.5 ,155.2, 193.5,68,falling,-0.8 ,-1.2, -0.4
18181,173.2 ,153.9, 194.5,62,falling,-0.8 ,-1.3, -0.2
18001,173 ,154.9, 192.7,70,stable,-0.3 ,-0.9, 0.3
18141,172.1 ,165.6, 178.8,557,falling,-1.0 ,-1.1, -0.8
18089,171.9 ,167.2, 176.7,1048,falling,-1.8 ,-2.1, -1.5
18091,171.9 ,162.3, 182,250,falling,-1.1 ,-1.4, -0.8
18061,171.4 ,155.5, 188.5,90,falling,-0.9 ,-1.4, -0.3
18017,171.3 ,155.3, 188.7,87,falling,-1.1 ,-1.5, -0.6
18047,171.2 ,150.7, 193.9,53,stable,-0.5 ,-1.1, 0.2
18103,170.5 ,153.9, 188.6,80,falling,-1.4 ,-1.9, -1.0
18183,169.8 ,152.9, 188.1,78,falling,-0.7 ,-1.3, -0.2
18093,169.6 ,155.6, 184.7,113,falling,-0.8 ,-1.2, -0.5
18081,167.7 ,159, 176.8,284,falling,-1.0 ,-1.3, -0.7
18129,167.3 ,147.9, 188.7,57,falling,-1.1 ,-1.6, -0.7
18087,167 ,149.2, 186.3,67,falling,-0.8 ,-1.3, -0.2
18043,166.5 ,154.8, 178.9,158,falling,-1.3 ,-1.7, -1.0
18003,166.4 ,160.8, 172.1,694,falling,-1.4 ,-1.7, -1.1
18159,166.3 ,142.4, 193.5,37,falling,-0.9 ,-1.6, -0.1
18139,166.3 ,143.2, 192.4,39,falling,-0.9 ,-1.5, -0.3
18011,166.1 ,152.4, 180.6,113,falling,-1.0 ,-1.4, -0.6
18151,165.8 ,149.7, 183.4,82,falling,-1.3 ,-1.8, -0.8
18031,165.7 ,146.6, 186.9,56,falling,-0.8 ,-1.5, -0.2
18127,164.9 ,156.9, 173.1,340,falling,-1.1 ,-1.4, -0.8
18135,163.7 ,145.7, 183.5,63,stable,-0.7 ,-1.3, 0.0
18073,163.5 ,146.5, 182.1,70,falling,-1.1 ,-1.6, -0.5
18059,163.1 ,151.4, 175.5,149,falling,-1.0 ,-1.4, -0.5
18111,160.7 ,136.6, 188.2,33,falling,-1.3 ,-2.1, -0.6
18013,159.8 ,137, 186.1,39,falling,-1.8 ,-2.8, -0.7
18137,159.3 ,141.5, 179,60,stable,-0.6 ,-1.2, 0.1
18115,159.1 ,125.4, 201.1,16,falling,-2.3 ,-3.7, -0.9
18147,158.8 ,138.3, 181.8,46,falling,-1.5 ,-2.0, -0.9
18085,158.5 ,147.3, 170.3,154,falling,-0.9 ,-1.2, -0.6
18107,158.1 ,143, 174.4,83,falling,-1.4 ,-1.8, -1.0
18039,157.4 ,150.1, 164.9,361,falling,-0.8 ,-1.0, -0.6
18051,157.1 ,140.6, 175.1,69,falling,-1.3 ,-1.7, -0.8
18063,156.5 ,148.1, 165.3,268,falling,-1.6 ,-1.8, -1.3
18099,153.1 ,139.3, 168,94,falling,-1.1 ,-1.5, -0.7
18007,153 ,122.6, 189.4,18,stable,-0.6 ,-1.5, 0.4
18005,152.4 ,141.6, 163.9,152,falling,-2.2 ,-3.3, -1.1
18173,151.7 ,139.7, 164.6,122,falling,-1.4 ,-1.9, -1.0
18121,150.8 ,129.2, 175.4,36,falling,-1.2 ,-1.9, -0.5
18157,149.8 ,141.5, 158.5,253,falling,-1.7 ,-2.0, -1.4
18015,149 ,129.1, 171.4,42,falling,-0.8 ,-1.4, -0.2
18105,145 ,136.1, 154.4,206,falling,-5.8 ,-10.8, -0.5
18037,144.3 ,130.3, 159.5,81,falling,-0.9 ,-1.4, -0.4
18171,138.3 ,110.7, 171.8,18,falling,-2.0 ,-3.1, -0.8
18057,125.9 ,120.2, 131.8,383,falling,-1.6 ,-1.9, -1.3
20000,158.3 ,156.4, 160.2,5561,falling,-1.2 ,-1.3, -1.0
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
20095,315.8 ,267.5, 371.2,35,rising,20.7 ,2.2, 42.4
20101,261 ,181.2, 373.1,7,stable,0.9 ,-0.7, 2.5
20073,209 ,169.1, 257.1,22,stable,-0.7 ,-1.7, 0.3
20071,208 ,121.3, 340.8,4,*,*,*,*
20165,204 ,151, 273.7,12,stable,0.0 ,-1.3, 1.4
20037,202.4 ,183.9, 222.3,92,stable,-0.4 ,-0.9, 0.1
20017,202.4 ,141.8, 283.4,9,stable,0.1 ,-1.3, 1.6
20077,200 ,160, 248.7,19,stable,0.0 ,-1.2, 1.1
20049,198.9 ,142.1, 276.8,10,stable,-0.7 ,-2.1, 0.7
20061,198.2 ,172.4, 226.5,43,stable,-0.6 ,-1.2, 0.0
20153,194.7 ,140.9, 268.6,10,rising,1.0 ,0.2, 1.9
20047,194.6 ,136.2, 272.2,8,stable,0.8 ,-0.8, 2.4
20043,193.6 ,158.9, 234.7,22,stable,-0.5 ,-1.4, 0.4
20035,193.3 ,175.4, 212.5,91,stable,5.8 ,-3.2, 15.6
20053,192.4 ,154.1, 238.8,19,stable,-0.1 ,-1.2, 1.1
20205,191.3 ,158.5, 229.8,26,stable,0.0 ,-0.9, 0.8
20059,190.9 ,169.8, 214,62,stable,-0.5 ,-0.9, 0.0
20067,190.8 ,148.3, 241.5,14,stable,-0.3 ,-1.6, 0.9
20039,190.5 ,135.7, 264.4,11,stable,1.1 ,-0.1, 2.2
20025,190.1 ,127, 278.8,6,stable,-0.2 ,-2.1, 1.6
20011,189.7 ,163.1, 219.6,39,stable,-0.5 ,-1.4, 0.3
20141,189.5 ,144.3, 248.3,13,stable,-0.2 ,-1.4, 1.0
20129,188 ,134.1, 260,8,stable,-0.2 ,-1.7, 1.4
20021,186.1 ,163.9, 210.8,53,falling,-0.8 ,-1.2, -0.3
20003,184.3 ,151.7, 222.9,24,stable,-1.0 ,-1.9, 0.0
20209,183.1 ,173.7, 192.9,297,falling,-3.3 ,-5.4, -1.3
20005,182.3 ,156.9, 210.9,39,stable,-0.7 ,-1.4, 0.0
20099,181.8 ,159.6, 206.5,52,stable,-0.1 ,-0.8, 0.6
20167,181.6 ,145.6, 225,21,stable,-0.6 ,-1.7, 0.5
20157,180.6 ,137.8, 234.7,16,stable,0.0 ,-0.9, 1.0
20207,178.4 ,125.5, 248.9,9,stable,1.0 ,-0.4, 2.4
20135,178.1 ,125.5, 249.5,9,stable,0.1 ,-1.3, 1.5
20191,176.9 ,156.6, 199.3,59,falling,-1.1 ,-1.6, -0.6
20133,176.9 ,152.8, 204,41,stable,-0.3 ,-0.8, 0.2
20107,176.5 ,146.9, 211.3,27,stable,-0.1 ,-1.1, 0.8
20075,175.1 ,111.3, 262.8,5,stable,-0.6 ,-2.2, 0.9
20015,174.2 ,161.1, 188.1,137,falling,-0.5 ,-0.9, -0.1
20147,173.5 ,135, 221.3,16,stable,-0.8 ,-1.8, 0.2
20033,171.4 ,114.2, 257.1,6,stable,0.7 ,-1.1, 2.5
20097,171.2 ,116.8, 246.5,7,stable,0.3 ,-1.4, 1.9
20183,171 ,125.5, 231.1,12,stable,-0.7 ,-1.9, 0.5
20177,170.9 ,163.4, 178.7,412,falling,-0.8 ,-1.0, -0.6
20131,170.9 ,141.1, 205.7,27,stable,-0.3 ,-1.2, 0.6
20117,170.5 ,141.9, 204.1,28,stable,-0.4 ,-1.2, 0.4
20029,170.4 ,139, 207.7,23,stable,-0.6 ,-1.6, 0.5
20125,170.1 ,153.6, 188.2,81,falling,-0.7 ,-1.2, -0.3
20041,170 ,148.9, 193.6,50,stable,-0.5 ,-1.1, 0.1
20139,169.6 ,146.2, 196.2,40,falling,-0.8 ,-1.5, -0.1
20169,169.6 ,156.2, 183.8,125,stable,-0.5 ,-1.0, 0.0
20103,169.1 ,157.1, 181.9,151,falling,-1.6 ,-1.9, -1.2
20019,168.6 ,121.9, 231,10,stable,-0.2 ,-1.8, 1.4
20145,167.7 ,133, 210.1,17,stable,-0.2 ,-1.2, 0.7
20171,167 ,125.4, 219.2,12,stable,-0.1 ,-1.3, 1.1
20199,166.2 ,92.5, 280.1,4,*,*,*,*
20115,164.8 ,139.9, 193.7,35,stable,-0.3 ,-1.0, 0.5
20013,164.6 ,136.4, 197.8,25,stable,0.1 ,-1.0, 1.2
20181,162.9 ,125.9, 208.5,14,stable,-0.7 ,-1.9, 0.6
20031,162.8 ,131.6, 200.1,20,stable,-0.8 ,-1.8, 0.1
20127,162.8 ,125.9, 208.9,16,stable,-0.7 ,-1.8, 0.4
20001,161.8 ,136.7, 190.7,31,falling,-0.8 ,-1.5, -0.1
20173,161.2 ,156.5, 166,925,falling,-1.5 ,-1.8, -1.2
20143,160.2 ,123.7, 205.7,14,stable,-0.7 ,-1.9, 0.5
20195,159.9 ,116.4, 220.6,9,stable,-1.0 ,-2.1, 0.2
20083,159.5 ,103.7, 243.1,5,stable,-1.4 ,-2.9, 0.1
20203,158 ,98.1, 244.4,5,stable,-0.5 ,-2.5, 1.6
20105,158 ,112.2, 221,9,stable,0.2 ,-1.0, 1.5
20087,157.4 ,136.2, 181.4,41,falling,-1.1 ,-1.8, -0.4
20151,156.8 ,128.5, 190.4,23,stable,-0.8 ,-1.7, 0.1
20065,156.2 ,110.3, 222.4,8,falling,-1.6 ,-2.9, -0.2
20113,155.8 ,139, 174.2,70,stable,-0.1 ,-0.7, 0.4
20155,155.7 ,144.2, 168,144,falling,-0.6 ,-1.0, -0.2
20109,155.4 ,101.5, 229.7,6,stable,-0.3 ,-2.0, 1.4
20193,155.1 ,122.1, 194.9,16,stable,-1.2 ,-2.3, 0.0
20201,154.7 ,121.2, 196.8,16,stable,-0.5 ,-1.6, 0.6
20057,153.4 ,134, 174.9,47,falling,-1.2 ,-1.8, -0.5
20089,153.1 ,112, 211.7,10,stable,-1.1 ,-2.2, 0.0
20111,151.4 ,133.9, 170.6,58,stable,-0.6 ,-1.2, 0.0
20009,150.8 ,133.4, 170.1,58,stable,-0.6 ,-1.3, 0.0
20055,147.7 ,129.1, 168.3,48,falling,-1.1 ,-1.6, -0.6
20175,147.5 ,123.4, 174.8,27,falling,-1.1 ,-1.8, -0.4
20163,147.4 ,110.8, 194.1,12,falling,-2.5 ,-3.7, -1.3
20093,147.1 ,100.3, 208.7,7,stable,-0.1 ,-2.0, 1.7
20079,147 ,131.8, 163.7,74,stable,-0.4 ,-1.0, 0.2
20007,146.4 ,109.5, 194.3,11,falling,-1.4 ,-2.4, -0.4
20063,145.4 ,93.4, 218.9,6,stable,-0.9 ,-2.8, 1.0
20159,144.7 ,117.2, 177.5,20,falling,-4.1 ,-7.1, -1.1
20185,143.8 ,105.5, 194.2,10,stable,-1.0 ,-2.2, 0.2
20027,143.2 ,115, 177.3,20,stable,-0.5 ,-1.4, 0.4
20051,142.5 ,124.4, 162.7,48,falling,-1.0 ,-1.5, -0.4
20121,141.8 ,126.2, 159,62,falling,-1.4 ,-2.1, -0.8
20149,141.6 ,121.7, 164,37,falling,-1.0 ,-1.7, -0.4
20119,141.5 ,100.1, 195.7,9,stable,-0.7 ,-2.1, 0.7
20189,141.4 ,103.2, 189.7,9,stable,0.3 ,-1.5, 2.2
20069,140.5 ,103, 187.6,10,falling,-1.7 ,-3.2, -0.2
20161,140 ,125.9, 155.4,76,falling,-0.5 ,-1.0, -0.1
20123,139.8 ,108.2, 179.5,15,stable,-0.5 ,-1.6, 0.6
20085,138.4 ,115.2, 165.5,26,falling,-1.5 ,-2.3, -0.6
20197,138.4 ,107.5, 176.7,14,stable,-1.0 ,-2.2, 0.2
20187,138.1 ,83.1, 219.5,4,*,*,*,*
20045,137.5 ,127.6, 148,150,falling,-1.2 ,-1.7, -0.8
20179,137 ,89.9, 205.2,6,falling,-1.6 ,-3.1, -0.2
20137,129.9 ,96.6, 172.6,11,falling,-2.0 ,-3.3, -0.7
20091,129.2 ,125.2, 133.3,843,falling,-1.4 ,-1.6, -1.2
20081,128.2 ,84.8, 186.5,6,stable,0.8 ,-0.8, 2.4
20023,126.7 ,80.5, 193.8,6,stable,-0.4 ,-2.0, 1.3
21000,186.6 ,185, 188.3,10186,falling,-2.5 ,-3.7, -1.4
00000,152.4 ,152.3, 152.6,598381,falling,-2.1 ,-2.3, -1.8
21193,273.3 ,248.3, 300.3,93,stable,0.1 ,-0.5, 0.7
21237,272.5 ,226.9, 325.3,27,stable,-0.4 ,-1.6, 0.8
21051,264.2 ,234.9, 296.2,63,stable,0.7 ,0.0, 1.3
21235,261 ,239.5, 284,113,stable,-0.1 ,-0.8, 0.5
21131,243.6 ,207.4, 284.9,34,stable,0.2 ,-0.5, 1.0
21095,243.1 ,220.1, 268,87,stable,0.3 ,-0.3, 0.9
21189,243.1 ,190.5, 307.2,16,stable,0.0 ,-1.0, 1.0
21099,241.3 ,213.5, 272,57,stable,0.2 ,-0.5, 0.8
21115,240.1 ,215.2, 267.1,72,stable,-0.2 ,-0.8, 0.4
21181,239.9 ,197.1, 290.1,23,stable,-0.2 ,-0.9, 0.6
21041,239.4 ,202.7, 281.2,31,stable,-0.5 ,-1.2, 0.2
21127,239.3 ,209.2, 272.8,48,stable,0.0 ,-0.4, 0.4
21025,238.3 ,205.3, 275.5,40,stable,-0.3 ,-1.1, 0.5
21197,238.3 ,203.1, 278,35,stable,-0.5 ,-1.2, 0.3
21171,235.5 ,201, 274.7,35,stable,0.0 ,-0.8, 0.9
21071,234.9 ,215.4, 255.9,114,falling,-0.6 ,-1.0, -0.1
21121,234.3 ,213.4, 256.9,95,stable,0.0 ,-0.5, 0.5
