fips,age_adjusted_ir,lower_95_ci_for_ir,upper_95_ci_for_ir,avg_annual_incidences,recent_trend,recent_5-year_ir-trend,lower_95_ci_for_ir-trend,upper_95_ci_for_ir-trend
38039,403.8 ,309.4, 522.9,17,stable,-2.1 ,-5.7, 1.8
38019,403.7 ,329.1, 492.2,26,stable,-0.9 ,-2.6, 0.9
38063,403.4 ,330.9, 492.4,24,stable,-0.1 ,-2.5, 2.3
38083,398.5 ,291.5, 546.2,11,stable,-1.5 ,-5.2, 2.3
38093,388 ,354.4, 424.2,108,falling,-6.3 ,-11.5, -0.7
38105,387.3 ,354.9, 421.9,114,falling,-1.8 ,-3.1, -0.5
38047,373.1 ,271.3, 504.5,12,stable,-2.0 ,-5.9, 2.1
38091,355.7 ,264.6, 473.6,11,stable,1.1 ,-2.5, 4.7
38023,352.4 ,265, 462.9,13,stable,-0.7 ,-4.2, 3.0
38001,349.9 ,264.2, 458.7,14,stable,-2.1 ,-4.7, 0.5
38045,342.9 ,279.5, 418.7,24,stable,-1.6 ,-3.2, 0.1
38025,340.8 ,270.1, 424.7,18,falling,-2.3 ,-4.5, -0.2
38095,315.2 ,238.5, 415.2,12,stable,-2.3 ,-5.6, 1.2
38053,307 ,259.5, 360.2,33,stable,-1.8 ,-3.7, 0.2
38007,* ,*, *,3 or fewer,*,*,*,*
38087,* ,*, *,3 or fewer,*,*,*,*
31000,467.7 ,463.5, 471.8,10261,rising,1.0 ,0.2, 1.8
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
31163,601.2 ,491.7, 729.6,28,stable,0.3 ,-2.8, 3.6
31009,600.2 ,349.5, 978.8,4,stable,2.7 ,-1.3, 6.8
31113,583.3 ,376.3, 867.7,6,*,*,*,*
31075,559.7 ,334.3, 885.5,5,stable,-2.5 ,-8.0, 3.3
31087,554.2 ,449.7, 677.9,24,stable,0.3 ,-2.5, 3.1
31065,534.9 ,457.9, 622.6,41,stable,1.5 ,-0.1, 3.1
31053,533.1 ,503, 564.7,255,stable,-0.3 ,-1.2, 0.6
31069,528.8 ,412.2, 673.9,18,rising,2.8 ,0.5, 5.1
31147,522.9 ,465.3, 586.6,70,stable,-0.1 ,-1.7, 1.5
31011,521.1 ,449, 602.7,44,stable,0.3 ,-1.8, 2.4
31077,511 ,402.6, 642.2,20,stable,0.1 ,-2.8, 3.1
31151,506.5 ,457.3, 559.7,82,stable,0.5 ,-0.5, 1.5
31061,505.2 ,417.1, 610.2,27,rising,11.6 ,1.4, 22.8
31125,504.2 ,412.8, 611.2,25,stable,1.0 ,-1.4, 3.3
31169,503.1 ,427.4, 589.5,40,rising,1.7 ,0.5, 2.9
31177,501.2 ,462, 543.1,131,stable,0.4 ,-0.8, 1.5
31051,498.5 ,425.9, 580.4,39,stable,-0.2 ,-2.2, 1.8
31055,495.6 ,487.2, 504.1,2795,rising,1.3 ,0.3, 2.3
31111,493.3 ,464.4, 523.6,234,stable,0.3 ,-0.3, 0.9
31025,491 ,456.7, 527.4,164,stable,0.0 ,-1.0, 1.0
31015,489.5 ,379.1, 627.8,18,stable,-2.4 ,-5.0, 0.4
31099,487.5 ,421.7, 561.3,43,stable,1.2 ,-0.5, 3.0
31153,480.7 ,465.7, 496.1,813,stable,-0.6 ,-1.1, 0.0
31067,480 ,444.9, 517.4,153,stable,0.5 ,-0.7, 1.6
31021,479.3 ,416.3, 550.3,49,stable,0.3 ,-1.3, 2.0
31121,479 ,420.9, 543.7,53,stable,-0.4 ,-1.8, 1.0
31119,479 ,448.5, 511.1,198,stable,0.0 ,-1.0, 0.9
31001,478.1 ,446.7, 511.2,188,stable,-0.1 ,-0.9, 0.8
31097,475.9 ,404.5, 557.5,34,stable,0.4 ,-1.7, 2.5
31057,473.9 ,368.8, 606.7,15,stable,0.3 ,-2.4, 2.9
31129,469 ,395.4, 554.6,36,stable,-1.3 ,-3.3, 0.8
31173,468.2 ,394.9, 550.8,31,stable,-0.8 ,-2.8, 1.2
31131,467.8 ,425.5, 513.4,100,stable,0.1 ,-1.4, 1.6
31019,467.6 ,440.8, 495.6,240,stable,-0.2 ,-1.0, 0.5
31035,465.8 ,400.5, 539.6,41,stable,-0.3 ,-2.1, 1.7
31137,465.1 ,411.5, 524.3,60,stable,0.2 ,-1.4, 1.8
31141,464.7 ,434.5, 496.5,188,stable,-0.6 ,-1.6, 0.4
31155,464.4 ,428, 503.4,130,stable,0.2 ,-0.6, 1.0
31039,463 ,409.1, 522.7,60,stable,0.2 ,-1.1, 1.5
31071,461.4 ,353.1, 597.5,16,stable,0.1 ,-1.7, 1.9
31127,459.8 ,399.3, 527.7,45,stable,1.4 ,-0.3, 3.1
31093,459.6 ,398.9, 527.9,44,falling,-1.9 ,-3.0, -0.7
31059,457.7 ,392.8, 531.8,40,stable,-0.4 ,-2.2, 1.4
31029,457.1 ,376.8, 550.7,26,stable,1.0 ,-0.8, 2.9
31023,453.4 ,398.2, 514.8,53,stable,0.1 ,-1.3, 1.4
31081,453.3 ,399.5, 512.8,56,stable,0.4 ,-0.7, 1.5
31185,453 ,409, 500.9,86,stable,0.3 ,-0.6, 1.2
31003,450.4 ,389, 519.9,45,stable,0.2 ,-1.4, 1.9
31175,449 ,376.2, 533.7,30,stable,0.2 ,-2.5, 3.0
31101,449 ,395.9, 508.2,62,stable,-0.2 ,-2.3, 1.9
31109,448.2 ,437.6, 459,1426,stable,1.2 ,-0.4, 2.8
31013,448 ,397.5, 503.3,65,stable,-0.2 ,-1.2, 0.8
31079,447.6 ,425, 471,308,falling,-1.1 ,-1.8, -0.4
31143,446.4 ,376.4, 526.8,34,stable,0.0 ,-1.8, 1.9
31157,437.9 ,410.6, 466.6,210,stable,-1.0 ,-2.2, 0.1
31107,436 ,382, 496.3,57,stable,-0.1 ,-1.8, 1.7
31041,435.4 ,388.9, 486.5,72,stable,-0.4 ,-1.8, 1.0
31095,434 ,378.1, 496.8,50,stable,0.5 ,-1.0, 2.0
31181,433.7 ,356.9, 524.7,25,stable,-1.3 ,-2.8, 0.2
31089,433.6 ,383.2, 489.2,64,stable,-1.1 ,-2.2, 0.0
31033,432.5 ,381.2, 489.3,55,stable,-0.6 ,-2.4, 1.2
31133,428.5 ,341.3, 535.1,21,stable,2.2 ,-0.6, 5.2
31047,428.4 ,393.8, 465.3,119,stable,-0.1 ,-1.3, 1.2
31159,426.9 ,387.6, 469.3,92,falling,-1.4 ,-2.7, -0.1
31145,426.5 ,379.7, 478,67,stable,-0.8 ,-2.1, 0.5
31139,423 ,363.9, 489.7,40,stable,-0.6 ,-2.5, 1.2
31049,421.8 ,323.3, 547.6,14,stable,-0.4 ,-2.8, 2.2
31123,417.3 ,347.8, 497.8,28,stable,-1.5 ,-3.6, 0.7
31027,413.6 ,362.7, 470.3,55,stable,0.6 ,-1.5, 2.8
31115,409.9 ,243.4, 676.5,5,stable,-0.2 ,-5.7, 5.6
31179,409.3 ,354.2, 471,43,stable,-0.9 ,-3.0, 1.3
31043,409 ,370.9, 450,87,stable,0.4 ,-1.2, 2.1
31161,406.1 ,340.4, 482.1,34,stable,-1.0 ,-3.1, 1.2
31083,396 ,321.5, 485.4,23,stable,-1.4 ,-3.7, 0.9
31037,395.7 ,344.3, 452.5,44,stable,-0.9 ,-2.7, 1.0
31105,389.2 ,312.2, 481.1,21,stable,-2.2 ,-4.4, 0.0
31171,384.7 ,216.2, 641.4,4,*,*,*,*
31073,384.2 ,284.3, 511.6,12,falling,-5.9 ,-9.0, -2.6
31045,381.6 ,328.8, 441.1,42,stable,-0.6 ,-2.5, 1.3
31031,379.3 ,319.8, 447.7,33,stable,-1.0 ,-3.2, 1.2
31149,372.9 ,267.3, 516.6,10,stable,-2.4 ,-6.2, 1.6
31135,364.5 ,284.1, 463,16,stable,-2.2 ,-5.5, 1.2
31063,359.5 ,274.8, 464.9,15,stable,2.0 ,-7.1, 11.9
31103,336.3 ,193.5, 559.3,5,stable,0.0 ,-6.7, 7.2
31017,331.5 ,259.9, 420.3,17,stable,-2.2 ,-4.6, 0.4
31091,309.8 ,176.3, 529.6,4,stable,-2.9 ,-7.3, 1.7
31183,294.1 ,167.1, 495.3,4,stable,-2.8 ,-7.9, 2.6
31085,289.7 ,138.1, 529.6,3,*,*,*,*
31167,271.5 ,219.5, 332.6,20,falling,-4.1 ,-6.9, -1.3
31165,241 ,142.3, 390.3,5,*,*,*,*
31005,* ,*, *,3 or fewer,*,*,*,*
31007,* ,*, *,3 or fewer,*,*,*,*
31117,* ,*, *,3 or fewer,*,*,*,*
33000,479.3 ,474.6, 484.1,8436,falling,-0.8 ,-1.0, -0.6
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
33001,519.3 ,497.5, 542,479,stable,-0.5 ,-1.0, 0.0
33017,505.6 ,488.9, 522.9,730,stable,-0.4 ,-0.9, 0.2
33015,495.3 ,485.2, 505.5,1991,falling,-1.1 ,-1.4, -0.7
33013,484.7 ,470.5, 499.4,946,falling,-0.7 ,-1.0, -0.3
33019,484.5 ,459.3, 511,307,stable,-0.4 ,-1.0, 0.3
33007,484.3 ,456.1, 514.2,246,stable,1.0 ,-0.4, 2.3
33005,471.2 ,451.7, 491.3,487,stable,-0.5 ,-1.2, 0.2
33003,465 ,442.4, 488.6,391,falling,-1.1 ,-1.8, -0.3
33011,461.2 ,452.5, 470,2290,falling,-1.0 ,-1.3, -0.7
33009,446.9 ,429.7, 464.7,567,falling,-1.1 ,-1.6, -0.6
34000,486.7 ,484.8, 488.6,52514,falling,-0.6 ,-0.8, -0.5
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
34009,570.5 ,552.4, 589,899,stable,-0.1 ,-0.5, 0.3
34033,542.8 ,519.9, 566.6,454,stable,0.0 ,-0.4, 0.5
34015,541.7 ,530.5, 553,1889,stable,-0.2 ,-0.4, 0.1
34005,530 ,521.4, 538.8,3006,stable,-0.3 ,-0.5, 0.0
34029,527.9 ,520.7, 535.2,4639,falling,-0.4 ,-0.6, -0.2
34007,527.3 ,518.9, 535.7,3178,stable,-0.3 ,-0.6, 0.0
34025,524.4 ,517.1, 531.8,4239,falling,-0.4 ,-0.6, -0.2
34037,507.5 ,492.4, 523,944,falling,-0.6 ,-0.9, -0.3
34041,505 ,488, 522.5,716,falling,-0.6 ,-1.1, -0.1
34011,503.4 ,488.5, 518.7,887,stable,0.0 ,-0.5, 0.5
34021,501.4 ,491.7, 511.2,2153,falling,-0.5 ,-0.8, -0.2
34001,495.2 ,484.5, 506.1,1729,falling,-0.8 ,-1.1, -0.4
34019,491.5 ,475.9, 507.6,834,stable,-0.2 ,-0.7, 0.2
34027,486.5 ,478.6, 494.5,3068,falling,-0.7 ,-1.1, -0.4
34003,472.8 ,467.2, 478.5,5644,falling,-0.8 ,-1.0, -0.6
34013,462.5 ,456, 469.1,3991,stable,-0.4 ,-0.9, 0.2
34035,459.6 ,450, 469.4,1842,falling,-0.7 ,-1.0, -0.3
34023,456.4 ,450.2, 462.6,4328,falling,-0.9 ,-1.0, -0.7
34031,454.8 ,446.8, 463,2558,falling,-0.7 ,-1.0, -0.5
34039,452.5 ,444.9, 460.1,2838,falling,-1.1 ,-1.3, -0.9
34017,405.9 ,398.9, 412.9,2666,falling,-1.0 ,-1.3, -0.7
35000,373.2 ,369.8, 376.7,9433,falling,-1.3 ,-1.7, -0.9
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
35057,484.7 ,441.4, 531.5,104,stable,0.7 ,0.0, 1.4
35011,479.2 ,368.7, 618.8,15,stable,1.1 ,-0.3, 2.5
35021,472.6 ,286.9, 762.6,6,rising,3.3 ,1.5, 5.2
35028,419.6 ,382.3, 459.7,101,falling,-1.1 ,-1.7, -0.6
35029,414.2 ,382.2, 448.4,138,stable,0.3 ,-0.3, 0.8
35043,409.4 ,395.6, 423.6,713,falling,-0.6 ,-0.9, -0.2
35051,407.7 ,366.6, 453.4,98,stable,-0.4 ,-1.0, 0.1
35037,407 ,357.9, 462.1,57,stable,-2.1 ,-4.2, 0.0
35019,404.5 ,333.2, 487.7,24,stable,-0.7 ,-1.6, 0.3
35013,403.9 ,392.1, 415.9,943,stable,0.5 ,-0.2, 1.3
35035,403.2 ,383.1, 424.3,317,stable,0.0 ,-0.4, 0.4
35061,400.9 ,382.3, 420.2,375,falling,-0.5 ,-0.9, -0.2
35053,391.2 ,353.3, 432.3,86,stable,0.1 ,-0.3, 0.6
35001,387.9 ,381.7, 394.3,3075,falling,-1.3 ,-1.9, -0.6
35015,375 ,353.6, 397.4,242,falling,-0.6 ,-1.1, -0.2
35006,360.6 ,330.8, 392.4,113,stable,-0.2 ,-0.7, 0.3
35009,360.1 ,336.1, 385.4,173,falling,-0.5 ,-1.0, -0.1
35041,354.3 ,317, 394.8,69,stable,-0.4 ,-1.1, 0.3
35025,354.1 ,333.4, 375.7,227,falling,-2.0 ,-3.5, -0.5
35005,348.2 ,329.1, 368.1,260,stable,-6.1 ,-12.3, 0.6
35047,346 ,318.9, 375,135,stable,-0.3 ,-0.8, 0.2
35059,339.4 ,272.7, 418.9,19,stable,-0.4 ,-1.8, 1.0
35045,333 ,319.2, 347.3,457,falling,-0.6 ,-1.0, -0.3
35049,329.5 ,318.2, 341.1,738,falling,-2.8 ,-3.9, -1.7
35055,329.1 ,305.4, 354.3,170,falling,-0.8 ,-1.2, -0.3
35027,325.6 ,296.6, 357.2,115,stable,-8.1 ,-18.8, 3.9
35007,318.5 ,281.8, 359.4,65,falling,-8.4 ,-13.6, -3.0
35023,317.7 ,255.6, 391.8,20,stable,0.6 ,-0.7, 1.8
35017,314.4 ,289.5, 341.1,144,falling,-1.6 ,-2.3, -0.9
35033,312.7 ,247, 391.5,21,stable,-0.4 ,-1.5, 0.7
35031,310 ,291.4, 329.4,217,stable,-0.2 ,-0.5, 0.2
35039,303 ,281.3, 326,157,falling,-0.7 ,-1.2, -0.1
35003,242.9 ,190.6, 313.2,21,falling,-7.1 ,-10.4, -3.7
32000,398.8 ,395.3, 402.3,10567,*,*,*,*
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
32009,537.4 ,339.2, 829.6,6,*,*,*,*
32510,463.8 ,438.8, 490,278,*,*,*,*
32019,449.6 ,424.5, 475.9,270,*,*,*,*
32023,448.5 ,422.8, 475.7,286,*,*,*,*
32031,429.8 ,420.6, 439.1,1801,*,*,*,*
32001,423.2 ,386.4, 462.6,106,*,*,*,*
32005,416.2 ,392.3, 441.4,275,*,*,*,*
32021,413.6 ,330.4, 512.9,22,*,*,*,*
32013,387.7 ,340.9, 439,54,*,*,*,*
32003,385.8 ,381.7, 389.9,7165,*,*,*,*
32007,380.9 ,352.6, 410.8,148,*,*,*,*
32029,379.6 ,295.7, 484.6,21,*,*,*,*
32033,369 ,316.6, 428.2,37,*,*,*,*
32027,359.3 ,293.5, 436.2,23,*,*,*,*
32015,291.6 ,228.7, 367,16,*,*,*,*
32017,261.5 ,203.5, 332.6,16,*,*,*,*
32011,259.4 ,166.8, 389.5,5,*,*,*,*
36000,483.1 ,481.8, 484.3,114167,falling,-0.7 ,-1.0, -0.5
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
36045,565.7 ,546, 585.9,653,stable,0.3 ,-0.2, 0.8
36063,550.5 ,537.9, 563.3,1586,stable,0.1 ,-0.2, 0.3
36121,545.2 ,516.4, 575.2,285,stable,0.0 ,-0.8, 0.8
36073,544 ,515.6, 573.7,293,stable,0.5 ,-0.1, 1.1
36035,541.8 ,517.5, 567.1,402,stable,0.0 ,-0.5, 0.5
36075,541.8 ,524.4, 559.7,787,stable,-0.3 ,-0.7, 0.1
36029,541.5 ,535.4, 547.6,6458,falling,-0.6 ,-1.1, -0.2
36113,540.6 ,518.9, 563.1,519,stable,0.1 ,-0.7, 0.8
36015,537.4 ,517.8, 557.7,609,stable,-0.1 ,-0.6, 0.4
36097,537.2 ,496.2, 581.2,140,stable,0.0 ,-0.9, 0.8
36017,534.8 ,509.3, 561.3,364,stable,0.5 ,0.0, 1.1
36041,531.4 ,455.7, 619.3,46,stable,-0.8 ,-2.1, 0.6
36103,530.5 ,525.7, 535.3,9853,falling,-0.3 ,-0.5, -0.1
36023,530.3 ,503.1, 558.8,302,stable,0.0 ,-0.5, 0.6
36013,530.1 ,514.3, 546.3,941,falling,-1.2 ,-2.2, -0.2
36057,529.3 ,503.7, 555.8,349,stable,-0.1 ,-0.6, 0.5
36099,526.9 ,496.3, 558.9,242,stable,-0.1 ,-0.6, 0.4
36085,526.2 ,517.6, 535,2999,stable,0.0 ,-0.2, 0.3
36091,526.1 ,514, 538.3,1545,stable,-0.2 ,-0.6, 0.1
36011,522.6 ,502.5, 543.4,549,stable,0.0 ,-0.5, 0.6
36083,522.5 ,507.9, 537.4,1040,falling,-1.2 ,-1.8, -0.5
36001,522.4 ,511.7, 533.2,1957,stable,0.2 ,-0.1, 0.4
36067,519.2 ,510.7, 527.9,3005,falling,-1.0 ,-1.4, -0.6
36043,519.1 ,497, 542,456,stable,-0.1 ,-0.6, 0.3
36117,518.3 ,499.7, 537.5,635,stable,0.0 ,-0.5, 0.6
36065,515.2 ,503.4, 527.2,1566,stable,-0.3 ,-0.6, 0.0
36019,515.1 ,495, 535.9,523,stable,-0.3 ,-0.8, 0.2
36069,511.9 ,495.2, 529,777,stable,0.1 ,-0.3, 0.5
36039,511 ,486.5, 536.6,360,stable,-0.6 ,-1.1, 0.0
36037,510.4 ,487.5, 534.2,399,stable,-0.4 ,-0.9, 0.1
36115,508.3 ,486.4, 531,433,stable,-0.3 ,-0.9, 0.4
36003,506.2 ,480.2, 533.2,311,stable,0.0 ,-0.6, 0.6
36059,505.8 ,500.9, 510.7,8891,falling,-0.8 ,-1.2, -0.5
36055,504.9 ,498.2, 511.6,4670,stable,-0.1 ,-0.3, 0.2
36107,504.1 ,479.5, 529.8,344,stable,-0.2 ,-0.9, 0.5
36007,502.8 ,490, 515.9,1287,stable,0.0 ,-0.4, 0.3
36079,500.7 ,482.8, 519,643,falling,-1.0 ,-1.3, -0.6
36009,500.6 ,480.7, 521.2,521,stable,-1.9 ,-3.7, 0.0
36049,499.9 ,466.3, 535.5,177,stable,-0.2 ,-1.1, 0.7
36051,497.1 ,475, 520.1,410,stable,0.8 ,-0.4, 2.1
36071,496.2 ,486.4, 506.2,2037,falling,-0.6 ,-0.8, -0.4
36093,496.2 ,481.8, 510.8,971,stable,-0.2 ,-0.6, 0.3
36021,495.8 ,474.6, 517.8,467,stable,-0.2 ,-0.6, 0.1
36123,495.2 ,460.4, 532.2,169,stable,-0.4 ,-1.0, 0.3
36033,495 ,470.2, 520.8,314,stable,2.3 ,-1.1, 5.7
36053,491.4 ,470.6, 513,455,stable,-0.5 ,-1.0, 0.0
36077,487.6 ,465, 511.1,403,stable,-0.1 ,-0.6, 0.4
36101,484.5 ,467.2, 502.3,642,falling,-0.8 ,-1.2, -0.3
36089,480.5 ,463.7, 497.7,660,falling,-1.0 ,-1.4, -0.6
36087,478.7 ,468.6, 489,1785,falling,-1.4 ,-2.0, -0.8
36119,475.6 ,470, 481.3,5780,falling,-0.5 ,-0.8, -0.3
36025,473.9 ,449.5, 499.5,334,stable,-0.6 ,-1.1, 0.0
36027,468.5 ,458.5, 478.7,1780,falling,-0.6 ,-0.9, -0.3
36111,464.7 ,452.3, 477.4,1153,falling,-0.9 ,-1.2, -0.6
36095,459 ,430.5, 489.1,212,stable,-0.3 ,-0.9, 0.3
36105,453.9 ,434.9, 473.7,461,falling,-1.0 ,-1.4, -0.6
36061,449.2 ,444.9, 453.6,8641,falling,-1.2 ,-1.7, -0.6
36031,445.6 ,420.8, 471.7,268,falling,-0.8 ,-1.5, -0.2
36047,441.7 ,438.1, 445.3,12083,falling,-0.8 ,-1.3, -0.4
36005,441.2 ,436.3, 446.1,6416,falling,-1.2 ,-1.9, -0.6
36109,429.2 ,411.1, 447.9,456,stable,0.6 ,-5.3, 6.9
36081,421.3 ,417.8, 424.9,11343,falling,-1.0 ,-1.3, -0.7
39000,467.5 ,465.9, 469.1,67455,falling,-0.3 ,-0.5, -0.1
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
39163,551.7 ,500.5, 607,92,stable,-4.4 ,-14.4, 6.9
39087,547.4 ,524, 571.7,438,stable,0.3 ,-0.9, 1.5
39131,539.6 ,505.1, 575.9,193,rising,1.2 ,0.2, 2.3
39001,531.3 ,497, 567.5,190,stable,1.0 ,0.0, 1.9
39079,522.5 ,490.6, 556,213,stable,0.5 ,-0.5, 1.5
39065,521.2 ,487.5, 556.6,189,stable,0.7 ,-0.4, 2.0
39167,517.6 ,495.4, 540.6,450,stable,0.0 ,-0.5, 0.5
39141,512.3 ,492, 533.3,500,stable,0.4 ,-0.3, 1.2
39047,507.8 ,474.7, 542.8,185,rising,1.2 ,0.3, 2.2
39119,505.8 ,486.6, 525.7,557,stable,0.1 ,-0.7, 0.9
39053,504.2 ,472.8, 537.4,204,stable,0.6 ,-0.6, 1.8
39129,496.7 ,473, 521.4,339,stable,0.2 ,-0.4, 0.7
39059,496.4 ,468.8, 525.3,263,stable,0.1 ,-0.7, 0.8
39135,493.7 ,466.8, 521.8,272,stable,0.4 ,-0.4, 1.2
39023,493.1 ,478.1, 508.5,885,stable,0.3 ,-0.2, 0.8
39159,492.8 ,466.7, 520,281,stable,0.1 ,-0.9, 1.1
39089,491.8 ,478.2, 505.7,1044,stable,0.0 ,-0.7, 0.6
39071,491 ,464.4, 518.8,271,stable,0.7 ,-0.2, 1.6
39123,490.4 ,464.6, 517.3,320,stable,-0.4 ,-0.8, 0.0
39101,490.3 ,468.8, 512.6,412,stable,-0.3 ,-1.1, 0.5
39081,489.2 ,468.5, 510.8,470,stable,-0.7 ,-1.4, 0.0
39083,488.8 ,466.3, 512.2,380,stable,0.0 ,-0.7, 0.8
39145,487.6 ,467.7, 508.2,479,stable,-0.4 ,-1.1, 0.2
39091,486.4 ,460.7, 513.1,288,stable,-0.3 ,-1.2, 0.5
39103,486.3 ,473.1, 499.7,1101,stable,-0.1 ,-0.4, 0.3
39015,485.7 ,459.9, 512.7,280,stable,-0.1 ,-0.7, 0.5
39105,484.8 ,449.8, 522.1,154,stable,0.5 ,-0.1, 1.2
39073,484.7 ,452.9, 518.3,186,stable,0.1 ,-0.9, 1.2
39127,484.4 ,455, 515.4,214,stable,0.1 ,-0.5, 0.7
39021,481.4 ,454, 510.2,245,stable,0.4 ,-0.4, 1.2
39031,481.4 ,453.4, 510.7,238,stable,0.0 ,-0.8, 0.9
39085,481.2 ,470, 492.6,1527,stable,-0.1 ,-0.5, 0.3
39143,480.4 ,458.2, 503.4,379,stable,-0.2 ,-0.9, 0.6
39003,480.3 ,463, 498.2,622,stable,0.0 ,-0.4, 0.4
39139,480 ,464.6, 495.8,789,stable,0.2 ,-0.2, 0.6
39035,479.7 ,474.8, 484.7,7840,falling,-0.5 ,-0.9, -0.2
39043,478.8 ,459.7, 498.5,529,stable,-0.1 ,-0.7, 0.5
39061,477.7 ,471.3, 484.2,4492,stable,-0.2 ,-0.4, 0.0
39097,476.5 ,450, 504.2,251,stable,0.4 ,-0.3, 1.1
39093,475.8 ,465.9, 485.9,1881,falling,-0.4 ,-0.7, -0.1
39051,473.5 ,446.7, 501.6,251,stable,0.5 ,-0.3, 1.4
39025,472.9 ,460.4, 485.6,1166,falling,-0.6 ,-0.9, -0.3
39039,472.8 ,445.2, 501.8,234,stable,0.4 ,-0.6, 1.5
39117,472.1 ,443.3, 502.4,214,stable,0.0 ,-1.1, 1.2
39113,471.5 ,464, 479.1,3200,stable,-0.5 ,-2.9, 2.0
39077,470.8 ,448, 494.6,338,stable,0.3 ,-0.5, 1.1
39049,468.3 ,462.8, 473.9,5840,falling,-0.5 ,-0.8, -0.2
39027,468.1 ,441.5, 496,246,falling,-0.8 ,-1.6, -0.1
39133,467.9 ,453.9, 482.1,911,stable,-0.1 ,-0.6, 0.5
39029,465.1 ,448.9, 481.9,674,stable,-0.4 ,-0.8, 0.0
39111,464.2 ,422.1, 509.8,100,stable,0.4 ,-1.2, 2.1
39095,464.1 ,455.6, 472.7,2411,falling,-0.8 ,-1.1, -0.4
39009,463.6 ,439.3, 488.8,293,stable,-0.7 ,-1.5, 0.2
39115,463.4 ,421.4, 508.8,99,stable,-0.3 ,-1.2, 0.6
39045,461.3 ,447.1, 475.8,838,stable,-0.4 ,-0.9, 0.2
39007,460.1 ,443.4, 477.4,611,stable,1.7 ,-1.6, 5.1
39005,459.2 ,436.2, 483.2,321,stable,0.9 ,0.0, 1.8
39069,459.1 ,427, 493.1,163,stable,0.2 ,-0.7, 1.2
39173,457.5 ,441.6, 473.8,666,stable,0.3 ,-0.2, 0.9
39063,455.4 ,435.8, 475.8,429,stable,0.1 ,-0.6, 0.7
39033,455.3 ,430.4, 481.4,270,stable,0.1 ,-0.7, 1.0
39153,454.7 ,447.4, 462.1,3165,falling,-0.4 ,-0.7, -0.1
39107,454.6 ,428, 482.5,237,stable,-0.3 ,-0.9, 0.3
39125,453.7 ,415.5, 494.7,112,stable,-0.1 ,-1.3, 1.2
39151,453 ,444.4, 461.8,2286,falling,-0.5 ,-0.9, -0.1
39055,452.4 ,435.4, 470,592,stable,-0.4 ,-0.9, 0.1
39109,452 ,435.7, 468.9,617,stable,0.0 ,-0.6, 0.6
39155,452 ,440.6, 463.7,1317,falling,-1.0 ,-1.4, -0.6
39147,451.7 ,429, 475.3,322,stable,3.9 ,-3.3, 11.7
39157,451.5 ,434.3, 469.3,561,stable,0.1 ,-0.5, 0.7
39165,449.9 ,438, 461.9,1144,falling,-0.6 ,-1.1, -0.1
39041,449.1 ,436, 462.5,943,falling,-0.9 ,-1.4, -0.5
39137,447.3 ,418.6, 477.6,193,stable,-0.2 ,-0.9, 0.6
39017,445.5 ,436.3, 454.8,1883,falling,-0.4 ,-0.8, -0.1
39019,444.7 ,414.4, 476.8,178,stable,-0.7 ,-1.3, 0.0
39011,437.1 ,412.9, 462.4,262,stable,-0.4 ,-1.4, 0.5
39099,434.7 ,424.2, 445.4,1439,falling,-1.4 ,-1.8, -0.9
39169,432.2 ,416.7, 448.2,626,stable,-0.2 ,-0.6, 0.2
39057,431.8 ,418.7, 445.3,877,falling,-0.7 ,-1.2, -0.2
39013,431.6 ,412.6, 451.4,424,falling,-1.2 ,-2.2, -0.1
39175,423.9 ,390.4, 459.7,126,stable,-0.9 ,-2.1, 0.2
39161,423.1 ,393.4, 454.5,161,stable,-0.2 ,-1.4, 0.9
39149,419.5 ,395.7, 444.3,247,stable,-0.8 ,-1.6, 0.0
39171,416 ,390.2, 443.2,208,stable,-1.0 ,-1.9, 0.0
39037,409.3 ,387.6, 432.1,286,stable,-4.6 ,-9.7, 0.7
39067,401.7 ,363.6, 443,91,stable,-1.3 ,-2.8, 0.3
39075,365.3 ,340.2, 391.7,163,stable,-5.7 ,-12.6, 1.7
39121,337.8 ,301.2, 378.3,80,falling,-1.3 ,-2.4, -0.2
40000,450.2 ,447.4, 453.1,20358,stable,-0.3 ,-0.9, 0.2
00000,448.6 ,448.3, 448.9,1703249,falling,-0.9 ,-1.1, -0.7
40075,536.6 ,476.6, 602.5,65,stable,0.0 ,-1.4, 1.4
40057,518.5 ,416.6, 639.8,19,stable,1.4 ,-0.5, 3.4
40111,515 ,486.5, 544.8,260,stable,0.3 ,-0.4, 1.0
40085,511.3 ,456.2, 571.7,67,stable,1.2 ,-0.5, 2.9
40073,505.7 ,459.9, 554.9,94,stable,-0.3 ,-1.3, 0.7
40135,487.5 ,460.7, 515.5,262,rising,7.4 ,2.8, 12.1
